YEAR,STATE,Renewables 
2012,IN,3.469939147
2012,KS,11.84713249
2012,KY,2.995742431
2012,LA,3.007500234
2012,MA,6.153777876
2012,MD,6.756700071
2012,ME,55.80620557
2012,MI,4.615712839
2012,MN,20.04703946
2012,MO,2.192541677
2012,MS,2.764879531
2012,MT,45.11891516
2012,NC,5.512307867
2012,ND,21.47335047
2012,NE,7.609646608
2012,NH,13.67449994
2012,NJ,1.978857739
2012,NM,7.6336853
2012,NV,15.3782889
2012,NY,21.98225087
2012,OH,1.659233011
2012,OK,12.40906341
2012,OR,76.50637678
2012,PA,2.999304695
2012,RI,1.27765724
2012,SC,3.683241053
2012,SD,72.64476248
2012,TN,11.74937854
2012,TX,8.05029407
2012,US-Total,12.21842593
2012,UT,4.688759304
2012,VA,4.809520487
2012,VT,24.44859831
2012,WA,83.60363723
2012,WI,7.45626833
2012,WV,3.715946702
2012,WY,10.61247215
2013,AK,25.13228776
2013,AL,10.47648912
2013,AR,7.054670421
2013,AZ,7.630467913
2013,CA,29.6546814
2013,CO,16.5275364
2013,CT,2.959827708
2013,DC,0
2013,DE,1.372682747
2013,FL,2.209074986
2013,GA,6.244344635
2013,HI,11.7392607
2013,IA,29.07347435
2013,ID,76.55344404
2013,IL,5.125801902
2013,IN,3.872037472
2013,KS,19.61050103
2013,KY,4.013655026
2013,LA,3.755668418
2013,MA,7.419581699
2013,MD,7.442464623
2013,ME,60.2551326
2013,MI,6.577098871
2013,MN,20.23978484
2013,MO,2.594556802
2013,MS,2.742624047
2013,MT,41.16692959
2013,NC,7.825689294
2013,ND,21.06369962
2013,NE,8.066255239
2013,NH,15.78783448
2013,NJ,2.263120743
2013,NM,7.504361815
2013,NV,17.48470539
2013,NY,22.67272827
2013,OH,1.863650882
2013,OK,18.57445155
2013,OR,69.67563598
2013,PA,3.650434113
2013,RI,0.915283601
2013,SC,5.654886083
2013,SD,66.77597642
2013,TN,17.01594038
2013,TX,8.823569466
2013,US-Total,12.84009009
2013,UT,3.379223404
2013,VA,5.409359962
2013,VT,29.49130781
2013,WA,76.17993395
2013,WI,7.839045079
2013,WV,4.124920233
2013,WY,9.801565514
2014,AK,29.01301212
2014,AL,8.199984162
2014,AR,6.770333362
2014,AZ,8.871260065
2014,CA,29.39932454
2014,CO,17.67437142
2014,CT,3.571596978
2014,DC,0
2014,DE,1.70154567
2014,FL,2.297447763
2014,GA,5.83846001
2014,HI,12.73826807
2014,IA,30.69586378
2014,ID,82.18509805
2014,IL,5.358401702
2014,IN,3.778193326
2014,KS,21.95988635
2014,KY,3.951261675
2014,LA,3.71262036
2014,MA,8.458056473
2014,MD,6.883813383
2014,ME,61.25097462
2014,MI,7.74630976
2014,MN,21.06259605
2014,MO,2.223253633
2014,MS,2.735402768
2014,MT,44.51624345
2014,NC,6.267901598
2014,ND,23.96001943
2014,NE,10.04000858
2014,NH,17.06256322
2014,NJ,2.28185778
2014,NM,9.010961051
2014,NV,17.9335436
2014,NY,23.73370657
2014,OH,1.861525866
2014,OK,19.53326713
2014,OR,73.47893602
2014,PA,3.945787214
2014,RI,3.667418687
2014,SC,5.158193884
2014,SD,71.2536243
2014,TN,12.62990982
2014,TX,9.707205682
2014,US-Total,13.15673338
2014,UT,4.314585934
2014,VA,6.231723694
2014,VT,27.9158585
2014,WA,76.13512355
2014,WI,9.390294204
2014,WV,3.328381543
2014,WY,10.61342478
2015,AK,28.37761142
2015,AL,8.624940923
2015,AR,9.019313518
2015,AZ,9.431500657
2015,CA,30.09776758
2015,CO,17.99353567
2015,CT,2.955312565
2015,DC,57.67255814
2015,DE,1.66371191
2015,FL,2.269349331
2015,GA,6.091221113
2015,HI,13.23800583
2015,IA,33.69446624
2015,ID,74.70232995
2015,IL,5.902462834
2015,IN,5.286413504
2015,KS,24.33979137
2015,KY,4.601912932
2015,LA,3.43539387
2015,MA,8.290502306
2015,MD,7.399826055
2015,ME,66.51056764
2015,MI,7.771288858
2015,MN,21.82653674
2015,MO,3.316467932
2015,MS,2.326407801
2015,MT,40.5213757
2015,NC,6.780170132
2015,ND,23.15460301
2015,NE,12.37707195
2015,NH,16.57707203
2015,NJ,2.150767348
2015,NM,8.665131074
2015,NV,18.86829912
2015,NY,23.33141697
2015,OH,2.042996769
2015,OK,22.37129923
2015,OR,67.7493166
2015,PA,3.926551314
2015,RI,3.441466293
2015,SC,5.032474496
2015,SD,76.27917396
2015,TN,14.23532915
2015,TX,10.5886995
2015,US-Total,13.3434465
2015,UT,4.627503509
2015,VA,6.281822051
2015,VT,99.77048981
2015,WA,75.4636392
2015,WI,8.29171764
2015,WV,3.826329217
2015,WY,9.445165992
2016,AK,29.54159362
2016,AL,7.269939161
2016,AR,8.215652499
2016,AZ,10.7476805
2016,CA,39.93354038
2016,CO,22.09578253
2016,CT,3.061863911
2016,DC,69.00515208
2016,DE,1.424696845
2016,FL,2.116018846
2016,GA,6.617925079
2016,HI,14.45449195
2016,IA,39.05069866
2016,ID,78.18852229
2016,IL,6.039907355
2016,IN,5.880921127
2016,KS,29.83688169
2016,KY,4.926354215
2016,LA,3.709648893
2016,MA,8.581036182
2016,MD,7.193646289
2016,ME,64.74453311
2016,MI,7.816908738
2016,MN,21.93071196
2016,MO,3.258656273
2016,MS,2.423932268
2016,MT,44.06520857
2016,NC,7.952686988
2016,ND,26.65208298
2016,NE,13.0228886
2016,NH,16.94323447
2016,NJ,2.381062484
2016,NM,13.78601664
2016,NV,21.78049592
2016,NY,24.71524475
2016,OH,2.113102118
2016,OK,29.2547873
2016,OR,71.3364008
2016,PA,3.867622345
2016,RI,3.779182727
2016,SC,4.750593088
2016,SD,73.93277476
2016,TN,9.861015351
2016,TX,13.49776878
2016,US-Total,14.94626782
2016,UT,8.403705488
2016,VA,6.033302881
2016,VT,99.68700408
2016,WA,77.48145615
2016,WI,8.901480177
2016,WV,4.043035294
2016,WY,11.49424208
2017,AK,28.14818884
2017,AL,9.176393972
2017,AR,7.257540639
2017,AZ,11.82321051
2017,CA,47.00883042
2017,CO,22.90363744
2017,CT,3.405835096
2017,DC,70.53431233
2017,DE,1.575045064
2017,FL,2.560224826
2017,GA,7.386398185
2017,HI,14.14967419
2017,IA,39.06311265
2017,ID,81.76734523
2017,IL,7.036870991
2017,IN,6.213038824
2017,KS,36.69453082
2017,KY,6.860683465
2017,LA,3.732411352
2017,MA,9.995582861
2017,MD,9.76474369
2017,ME,74.84359409
2017,MI,8.394049617
2017,MN,25.40318292
2017,MO,4.035476799
2017,MS,2.616830463
2017,MT,46.54733757
2017,NC,9.508297689
2017,ND,33.5942926
2017,NE,18.88239726
2017,NH,19.68936955
2017,NJ,2.499657841
2017,NM,17.89129419
2017,NV,25.31193315
2017,NY,28.70500465
2017,OH,2.233186552
2017,OK,35.21739795
2017,OR,73.1412588
2017,PA,4.31742878
2017,RI,4.837082782
2017,SC,4.634961836
2017,SD,75.12883241
2017,TN,12.36552203
2017,TX,15.87676229
2017,US-Total,17.01381221
2017,UT,13.15536543
2017,VA,5.793652043
2017,VT,99.58251377
2017,WA,78.51387843
2017,WI,8.876559266
2017,WV,4.554206628
2017,WY,11.64754811
2018,AK,29.84803659
2018,AL,10.30399607
2018,AR,6.732237684
2018,AZ,11.50081522
2018,CA,43.46700366
2018,CO,23.10561791
2018,CT,3.621319064
2018,DC,71.29747514
2018,DE,1.828288876
2018,FL,3.164397383
2018,GA,8.272449731
2018,HI,13.25571186
2018,IA,35.4707087
2018,ID,81.49302337
2018,IL,6.668994213
2018,IN,5.649952695
2018,KS,36.75328122
2018,KY,6.2024671
2018,LA,3.709568393
2018,MA,12.88840102
2018,MD,9.858511075
2018,ME,73.74724087
2018,MI,8.352798384
2018,MN,23.49530112
2018,MO,4.568103248
2018,MS,2.780893544
2018,MT,48.2523147
2018,NC,11.81992734
2018,ND,32.65047564
2018,NE,19.07580695
2018,NH,18.42235771
2018,NJ,2.643462395
2018,NM,23.33366346
2018,NV,26.30548336
2018,NY,27.21657384
2018,OH,2.204259637
2018,OK,34.1402929
2018,OR,69.68173659
2018,PA,4.715305552
2018,RI,4.807052489
2018,SC,5.852738265
2018,SD,72.15169848
2018,TN,14.08103328
2018,TX,17.09901044
2018,US-Total,16.90547465
2018,UT,11.35366822
2018,VA,7.016307898
2018,VT,99.78741713
2018,WA,77.58725838
2018,WI,8.35118439
2018,WV,5.379448995
2018,WY,10.9161805
2019,AK,29.70763698
2019,AL,10.61653504
2019,AR,8.813455285
2019,AZ,10.80342081
2019,CA,48.20794744
2019,CO,24.92759116
2019,CT,3.315739676
2019,DC,36.7400046
2019,DE,2.290864875
2019,FL,3.485479858
2019,GA,8.930410973
2019,HI,12.13879223
2019,IA,43.62727
2019,ID,76.34928584
2019,IL,8.162581317
2019,IN,7.079972709
2019,KS,41.69560866
2019,KY,6.476769469
2019,LA,3.608870067
2019,MA,15.59032231
2019,MD,9.136884007
2019,ME,78.62961013
2019,MI,8.511337919
2019,MN,24.34804063
2019,MO,6.762781639
2019,MS,2.604199957
2019,MT,44.70761838
2019,NC,12.73834808
2019,ND,34.97797815
2019,NE,23.23893364
2019,NH,17.24902568
2019,NJ,2.83036708
2019,NM,24.15627396
2019,NV,28.44188945
2019,NY,28.53013878
2019,OH,2.692231747
2019,OK,38.5265616
2019,OR,62.18358275
2019,PA,3.853742765
2019,RI,6.195160461
2019,SC,5.996348685
2019,SD,73.80280915
2019,TN,13.8626561
2019,TX,18.8166399
2019,US-Total,17.64095565
2019,UT,10.89364063
2019,VA,6.418400845
2019,VT,99.91645551
2019,WA,69.77177779
2019,WI,9.381641999
2019,WV,5.220298228
2019,WY,12.65939009
2020,AK,30.77452652
2020,AL,12.37705609
2020,AR,10.49701655
2020,AZ,12.0104562
2020,CA,42.59733393
2020,CO,30.90633022
2020,CT,3.23756611
2020,DC,33.58809372
2020,DE,2.5242
2020,FL,4.292452848
2020,GA,11.90215383
2020,HI,15.8711971
2020,IA,59.42165853
2020,ID,76.08303906
2020,IL,9.706701467
2020,IN,8.176196771
2020,KS,44.218389
2020,KY,8.491738308
2020,LA,3.333022009
2020,MA,19.1731385
2020,MD,8.623815286
2020,ME,76.73521051
2020,MI,10.04002065
2020,MN,27.64537864
2020,MO,7.510998083
2020,MS,2.774531394
2020,MT,59.40113362
2020,NC,15.46965936
2020,ND,38.13687003
2020,NE,28.89856492
2020,NH,16.0338185
2020,NJ,3.39841167
2020,NM,27.15650597
2020,NV,28.78967573
2020,NY,28.48797945
2020,OH,2.856854037
2020,OK,39.20886342
2020,OR,67.47130073
2020,PA,3.680842228
2020,RI,6.948849571
2020,SC,7.773803428
2020,SD,80.50348569
2020,TN,18.06772235
2020,TX,21.84361557
2020,US-Total,19.52761849
2020,UT,12.523656
2020,VA,6.619359314
2020,VT,99.94296067
2020,WA,75.0201844
2020,WI,9.405907007
2020,WV,6.170473715
2020,WY,16.10054217
2021,AK,28.18729989
2021,AL,10.73754042
2021,AR,8.755414151
2021,AZ,13.34580978
2021,CA,41.21580084
2021,CO,32.76484456
2021,CT,3.43097313
2021,DC,35.05521944
2021,DE,3.150267844
2021,FL,5.489218266
2021,GA,11.57401924
2021,HI,19.01716553
2021,IA,57.2927365
2021,ID,70.22159569
2021,IL,11.09449334
2021,IN,9.818708682
2021,KS,45.63498885
2021,KY,7.634534849
2021,LA,3.439829036
2021,MA,19.95372368
2021,MD,9.523727202
2021,ME,66.11077925
2021,MI,10.24043933
2021,MN,27.19747419
2021,MO,11.01039999
2021,MS,2.645285727
2021,MT,51.29379709
2021,NC,14.21847729
2021,ND,39.33322021
2021,NE,28.66772241
2021,NH,14.31730143
2021,NJ,3.456675766
2021,NM,35.6043818
2021,NV,30.74350112
2021,NY,28.79995255
2021,OH,3.557442529
2021,OK,44.20974061
2021,OR,65.03833677
2021,PA,3.555015962
2021,RI,7.175140959
2021,SC,6.939781884
2021,SD,82.74814432
2021,TN,15.10037371
2021,TX,24.23172831
2021,US-Total,19.84440633
2021,UT,12.44792132
2021,VA,8.79054858
2021,VT,99.66214404
2021,WA,74.21648382
2021,WI,8.053977131
2021,WV,5.071484909
2021,WY,21.66869716
