quote_date,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,itemName
202104,220301,7.044795,7.9,7,6,399,2021-04-01,01/04/2021,102092,2021,4,2,Fish and Chips
202105,220319,6.022107,6.5,5.75,5.3,400,2021-05-01,01/05/2021,95210,2021,5,2,Chinese
202105,220318,8.259325,8.95,7.95,6.825,400,2021-05-01,01/05/2021,95210,2021,5,2,Indian
202105,220301,7.035248,7.9,7,6.2,400,2021-05-01,01/05/2021,95210,2021,5,2,Fish and Chips
202105,220316,9.333596,11.79,8.95,5.99,400,2021-05-01,01/05/2021,95210,2021,5,2,Pizza
202106,220318,8.274232,8.95,7.95,6.9,401,2021-06-01,01/06/2021,109408,2021,6,2,Indian
202106,220301,6.974748,7.9,6.9,6,401,2021-06-01,01/06/2021,109408,2021,6,2,Fish and Chips
202106,220319,6.069551,6.5,5.8,5.3,401,2021-06-01,01/06/2021,109408,2021,6,2,Chinese
202106,220316,9.323357,11.79,8.99,5.99,401,2021-06-01,01/06/2021,109408,2021,6,2,Pizza
202107,220319,6.086408,6.5,5.8,5.3,402,2021-07-01,01/07/2021,122056,2021,7,3,Chinese
202107,220316,9.216197,11.79,8.674999,5.99,402,2021-07-01,01/07/2021,122056,2021,7,3,Pizza
202107,220301,6.984606,7.9,6.9,6,402,2021-07-01,01/07/2021,122056,2021,7,3,Fish and Chips
202107,220318,8.273015,8.95,7.95,6.9,402,2021-07-01,01/07/2021,122056,2021,7,3,Indian
202108,220316,9.167508,11.79,8.674999,5.99,403,2021-08-01,01/08/2021,123477,2021,8,3,Pizza
202108,220301,7.017817,7.9,7,6,403,2021-08-01,01/08/2021,123477,2021,8,3,Fish and Chips
202108,220319,6.115101,6.5,5.8,5.25,403,2021-08-01,01/08/2021,123477,2021,8,3,Chinese
202108,220318,8.264669,8.95,7.85,6.775,403,2021-08-01,01/08/2021,123477,2021,8,3,Indian
202109,220316,9.116848,11.79,8.9,5.99,404,2021-09-01,01/09/2021,122686,2021,9,3,Pizza
202109,220318,8.343881,8.95,7.95,6.79,404,2021-09-01,01/09/2021,122686,2021,9,3,Indian
202109,220301,7.069113,7.925,7.075,6,404,2021-09-01,01/09/2021,122686,2021,9,3,Fish and Chips
202109,220319,6.141931,6.5,5.9,5.3,404,2021-09-01,01/09/2021,122686,2021,9,3,Chinese
202110,220319,6.189154,6.6,5.9,5.3,405,2021-10-01,01/10/2021,123103,2021,10,4,Chinese
202110,220318,8.37656,9.41,7.9,6.9,405,2021-10-01,01/10/2021,123103,2021,10,4,Indian
202110,220316,9.208651,11.79,8.95,5.99,405,2021-10-01,01/10/2021,123103,2021,10,4,Pizza
202110,220301,7.144,7.9,7.1,6,405,2021-10-01,01/10/2021,123103,2021,10,4,Fish and Chips
202111,220301,7.214762,8,7.3,6.25,406,2021-11-01,01/11/2021,123532,2021,11,4,Fish and Chips
202111,220319,6.22336,6.65,6,5.4,406,2021-11-01,01/11/2021,123532,2021,11,4,Chinese
202111,220316,9.016349,10.99,8.674999,5.99,406,2021-11-01,01/11/2021,123532,2021,11,4,Pizza
202111,220318,8.40016,8.95,7.9,6.95,406,2021-11-01,01/11/2021,123532,2021,11,4,Indian
202112,220319,6.24916,6.7,6,5.5,407,2021-12-01,01/12/2021,123086,2021,12,4,Chinese
202112,220301,7.319692,8.2,7.4,6.3,407,2021-12-01,01/12/2021,123086,2021,12,4,Fish and Chips
202112,220318,8.442598,9.5,7.95,6.9,407,2021-12-01,01/12/2021,123086,2021,12,4,Indian
202112,220316,9.250853,11.79,8.95,5.99,407,2021-12-01,01/12/2021,123086,2021,12,4,Pizza
202201,220316,9.272558,11.79,8.95,5.99,408,2022-01-01,01/01/2022,123655,2022,1,1,Pizza
202201,220319,6.304154,6.8,6,5.5,408,2022-01-01,01/01/2022,123655,2022,1,1,Chinese
202201,220318,8.46032,9.5,7.95,6.95,408,2022-01-01,01/01/2022,123655,2022,1,1,Indian
202201,220301,7.377381,8.4,7.445,6.35,408,2022-01-01,01/01/2022,123655,2022,1,1,Fish and Chips
202202,220318,8.518699,9.5,7.95,6.9,409,2022-02-01,01/02/2022,121928,2022,2,1,Indian
202202,220301,7.444095,8.5,7.5,6.35,409,2022-02-01,01/02/2022,121928,2022,2,1,Fish and Chips
202202,220316,9.287969,11.79,8.95,5.99,409,2022-02-01,01/02/2022,121928,2022,2,1,Pizza
202202,220319,6.351508,6.8,6,5.5,409,2022-02-01,01/02/2022,121928,2022,2,1,Chinese
202203,220319,6.41688,6.9,6,5.6,410,2022-03-01,01/03/2022,125713,2022,3,1,Chinese
202203,220316,9.238425,11.79,8.95,5.99,410,2022-03-01,01/03/2022,125713,2022,3,1,Pizza
202203,220301,7.527907,8.5,7.5,6.35,410,2022-03-01,01/03/2022,125713,2022,3,1,Fish and Chips
202203,220318,8.615499,9.879999,7.95,6.925,410,2022-03-01,01/03/2022,125713,2022,3,1,Indian
202204,220316,9.468154,11.95,8.95,5.99,411,2022-04-01,01/04/2022,127157,2022,4,2,Pizza
202204,220319,6.622698,7,6.1,5.6,411,2022-04-01,01/04/2022,127157,2022,4,2,Chinese
202204,220318,8.629113,9.879999,8,6.95,411,2022-04-01,01/04/2022,127157,2022,4,2,Indian
202204,220301,7.90672,9.1,7.9,6.8,411,2022-04-01,01/04/2022,127157,2022,4,2,Fish and Chips
202205,220301,8.109445,9.2,8,6.9,412,2022-05-01,01/05/2022,127155,2022,5,2,Fish and Chips
202205,220316,9.51082,11.79,9,6,412,2022-05-01,01/05/2022,127155,2022,5,2,Pizza
202205,220318,8.780813,9.95,8.45,6.95,412,2022-05-01,01/05/2022,127155,2022,5,2,Indian
202205,220319,6.66824,7,6.15,5.75,412,2022-05-01,01/05/2022,127155,2022,5,2,Chinese
202206,220301,8.22912,9.3,8.19,7,413,2022-06-01,01/06/2022,127526,2022,6,2,Fish and Chips
202206,220318,8.955646,9.924999,8.5,7.225,413,2022-06-01,01/06/2022,127526,2022,6,2,Indian
202206,220316,9.454809,11.95,9,5.99,413,2022-06-01,01/06/2022,127526,2022,6,2,Pizza
202206,220319,6.750476,7.2,6.2,5.75,413,2022-06-01,01/06/2022,127526,2022,6,2,Chinese
202207,220316,9.587054,12,9,6,414,2022-07-01,01/07/2022,127040,2022,7,3,Pizza
202207,220318,8.981131,9.95,8.5,7.15,414,2022-07-01,01/07/2022,127040,2022,7,3,Indian
202207,220301,8.34368,9.5,8.4,7.3,414,2022-07-01,01/07/2022,127040,2022,7,3,Fish and Chips
202207,220319,6.829048,7.2,6.275,5.8,414,2022-07-01,01/07/2022,127040,2022,7,3,Chinese
202208,220318,9.152844,9.95,8.530001,7.375,415,2022-08-01,01/08/2022,125392,2022,8,3,Indian
202208,220319,6.907166,7.2,6.35,5.8,415,2022-08-01,01/08/2022,125392,2022,8,3,Chinese
202208,220316,9.691172,11.995,9.32,6,415,2022-08-01,01/08/2022,125392,2022,8,3,Pizza
202208,220301,8.500417,9.5,8.495,7.55,415,2022-08-01,01/08/2022,125392,2022,8,3,Fish and Chips
202209,220318,9.261982,9.95,8.75,7.5,416,2022-09-01,01/09/2022,125502,2022,9,3,Indian
202209,220316,9.657907,11.95,9.5,6.5,416,2022-09-01,01/09/2022,125502,2022,9,3,Pizza
202209,220319,6.881231,7.25,6.3,5.8,416,2022-09-01,01/09/2022,125502,2022,9,3,Chinese
202209,220301,8.570168,9.5,8.6,7.6,416,2022-09-01,01/09/2022,125502,2022,9,3,Fish and Chips
202210,220319,6.906667,7.3,6.3,5.9,417,2022-10-01,01/10/2022,125741,2022,10,4,Chinese
202210,220301,8.746526,9.6,8.9,7.9,417,2022-10-01,01/10/2022,125741,2022,10,4,Fish and Chips
202210,220318,9.212679,9.95,8.95,7.5,417,2022-10-01,01/10/2022,125741,2022,10,4,Indian
202210,220316,9.913228,12,9.85,6.6,417,2022-10-01,01/10/2022,125741,2022,10,4,Pizza
202211,220318,9.333565,10.45,8.95,7.5,418,2022-11-01,01/11/2022,124635,2022,11,4,Indian
202211,220316,9.94224,12.29,9.85,6.9,418,2022-11-01,01/11/2022,124635,2022,11,4,Pizza
202211,220319,7.02625,7.425,6.5,5.9,418,2022-11-01,01/11/2022,124635,2022,11,4,Chinese
202211,220301,8.7424,9.7,8.9,7.8,418,2022-11-01,01/11/2022,124635,2022,11,4,Fish and Chips
