State,SourceX,SourceY,Correlation
IA,Petroleum,Hydro,0.04901863229225718
IA,Petroleum,Natural Gas,0.33622866861072265
IA,Petroleum,Nuclear,0.2747317074687133
IA,Petroleum,Other,0.5772945572688694
IA,Petroleum,Other Biomass,0.5698633876794527
IA,Petroleum,Petroleum,1.0
IA,Petroleum,Solar,0.03358586343915328
IA,Petroleum,Wind,0.26660459839022665
IA,Petroleum,Wood Fuels,0.0554849428644522
IA,Solar,Coal,-0.35518885903798947
IA,Solar,Hydro,0.16381122465742612
IA,Solar,Natural Gas,0.4637957991039559
IA,Solar,Nuclear,-0.7476248643626501
IA,Solar,Other,-0.13087026746485275
IA,Solar,Other Biomass,0.22003705333683063
IA,Solar,Petroleum,0.03358586343915328
IA,Solar,Solar,1.0
IA,Solar,Wind,0.5633646694838869
IA,Solar,Wood Fuels,0.05853371537079939
IA,Wind,Coal,-0.5222343234334385
IA,Wind,Hydro,0.10550495763189541
IA,Wind,Natural Gas,0.8543506207000139
IA,Wind,Nuclear,-0.19138178297680072
IA,Wind,Other,-0.14030254252983065
IA,Wind,Other Biomass,0.7739903652462109
IA,Wind,Petroleum,0.26660459839022665
IA,Wind,Solar,0.5633646694838869
IA,Wind,Wind,1.0
IA,Wind,Wood Fuels,0.5861376142676624
IA,Wood Fuels,Coal,-0.5740337032815002
IA,Wood Fuels,Hydro,-0.026410094380382856
IA,Wood Fuels,Natural Gas,0.6988451769731068
IA,Wood Fuels,Nuclear,0.0666212075786626
IA,Wood Fuels,Other,-0.17250091434396575
IA,Wood Fuels,Other Biomass,0.38292322622598535
IA,Wood Fuels,Petroleum,0.0554849428644522
IA,Wood Fuels,Solar,0.05853371537079939
IA,Wood Fuels,Wind,0.5861376142676624
IA,Wood Fuels,Wood Fuels,1.0
ID,Coal,Coal,1.0
ID,Coal,Geothermal,-0.14689210414461432
ID,Coal,Hydro,-0.1992817075789174
ID,Coal,Natural Gas,-0.13290117469275456
ID,Coal,Other,-0.057735170021778595
ID,Coal,Other Biomass,-0.15277633164125673
ID,Coal,Petroleum,-0.16593003066298379
ID,Coal,Solar,-0.5934385326579906
ID,Coal,Wind,-0.2881894304867497
ID,Coal,Wood Fuels,0.45343135095688253
ID,Geothermal,Coal,-0.14689210414461432
ID,Geothermal,Geothermal,1.0
ID,Geothermal,Hydro,-0.039275917031174265
ID,Geothermal,Natural Gas,0.811955131650658
ID,Geothermal,Other,-0.21943488583405843
ID,Geothermal,Other Biomass,0.7019668236338529
ID,Geothermal,Petroleum,-0.31943999550155916
ID,Geothermal,Solar,0.6104396637962932
ID,Geothermal,Wind,0.8355546350641687
ID,Geothermal,Wood Fuels,-0.7658810204011146
ID,Hydro,Coal,-0.1992817075789174
ID,Hydro,Geothermal,-0.039275917031174265
ID,Hydro,Hydro,1.0
ID,Hydro,Natural Gas,-0.2504996537750692
ID,Hydro,Other,0.2907185098125194
ID,Hydro,Other Biomass,-0.14315613703832236
ID,Hydro,Petroleum,0.34664626785003216
ID,Hydro,Solar,-0.018485052240819644
ID,Hydro,Wind,-0.08336007174885976
ID,Hydro,Wood Fuels,-0.12093112970782868
ID,Natural Gas,Coal,-0.13290117469275456
ID,Natural Gas,Geothermal,0.811955131650658
ID,Natural Gas,Hydro,-0.2504996537750692
ID,Natural Gas,Natural Gas,1.0
ID,Natural Gas,Other,-0.3707344799478421
ID,Natural Gas,Other Biomass,0.7905884780668821
ID,Natural Gas,Petroleum,-0.31439725101703697
ID,Natural Gas,Solar,0.7088438076044039
ID,Natural Gas,Wind,0.8853256250696241
ID,Natural Gas,Wood Fuels,-0.6705756644068711
ID,Other,Coal,-0.057735170021778595
ID,Other,Geothermal,-0.21943488583405843
ID,Other,Hydro,0.2907185098125194
ID,Other,Natural Gas,-0.3707344799478421
ID,Other,Other,1.0
ID,Other,Other Biomass,-0.11468357055985937
ID,Other,Petroleum,0.37871001083708805
ID,Other,Solar,-0.3031395369142251
ID,Other,Wind,-0.22538617969476524
ID,Other,Wood Fuels,0.09247154207778518
ID,Other Biomass,Coal,-0.15277633164125673
ID,Other Biomass,Geothermal,0.7019668236338529
ID,Other Biomass,Hydro,-0.14315613703832236
ID,Other Biomass,Natural Gas,0.7905884780668821
ID,Other Biomass,Other,-0.11468357055985937
ID,Other Biomass,Other Biomass,1.0
ID,Other Biomass,Petroleum,-0.24281651776389565
ID,Other Biomass,Solar,0.44255930503468804
ID,Other Biomass,Wind,0.9314738792560462
ID,Other Biomass,Wood Fuels,-0.6878385762239934
ID,Petroleum,Coal,-0.16593003066298379
ID,Petroleum,Geothermal,-0.31943999550155916
ID,Petroleum,Hydro,0.34664626785003216
ID,Petroleum,Natural Gas,-0.31439725101703697
ID,Petroleum,Other,0.37871001083708805
ID,Petroleum,Other Biomass,-0.24281651776389565
ID,Petroleum,Petroleum,1.0
ID,Petroleum,Solar,-0.15498196824418606
ID,Petroleum,Wind,-0.2816927436178161
ID,Petroleum,Wood Fuels,0.08048490340815652
ID,Solar,Coal,-0.5934385326579906
ID,Solar,Geothermal,0.6104396637962932
ID,Solar,Hydro,-0.018485052240819644
ID,Solar,Natural Gas,0.7088438076044039
ID,Solar,Other,-0.3031395369142251
ID,Solar,Other Biomass,0.44255930503468804
ID,Solar,Petroleum,-0.15498196824418606
ID,Solar,Solar,1.0
ID,Solar,Wind,0.6717704863910354
ID,Solar,Wood Fuels,-0.6584710326674935
ID,Wind,Coal,-0.2881894304867497
ID,Wind,Geothermal,0.8355546350641687
ID,Wind,Hydro,-0.08336007174885976
ID,Wind,Natural Gas,0.8853256250696241
ID,Wind,Other,-0.22538617969476524
ID,Wind,Other Biomass,0.9314738792560462
ID,Wind,Petroleum,-0.2816927436178161
ID,Wind,Solar,0.6717704863910354
ID,Wind,Wind,1.0
ID,Wind,Wood Fuels,-0.8004868945450563
ID,Wood Fuels,Coal,0.45343135095688253
ID,Wood Fuels,Geothermal,-0.7658810204011146
ID,Wood Fuels,Hydro,-0.12093112970782868
ID,Wood Fuels,Natural Gas,-0.6705756644068711
ID,Wood Fuels,Other,0.09247154207778518
ID,Wood Fuels,Other Biomass,-0.6878385762239934
ID,Wood Fuels,Petroleum,0.08048490340815652
ID,Wood Fuels,Solar,-0.6584710326674935
ID,Wood Fuels,Wind,-0.8004868945450563
ID,Wood Fuels,Wood Fuels,1.0
IL,Coal,Coal,1.0
IL,Coal,Hydro,0.16800039300218184
IL,Coal,Natural Gas,-0.5290599094506993
IL,Coal,Nuclear,0.15437354365003553
IL,Coal,Other,-0.05835141750506059
IL,Coal,Other Biomass,0.7755413454311965
IL,Coal,Other Gases,-0.35787309202284795
IL,Coal,Petroleum,0.007232256268044932
IL,Coal,Solar,-0.4231936821009926
IL,Coal,Wind,-0.4760232266730758
IL,Coal,Wood Fuels,0.043946353021494314
IL,Hydro,Coal,0.16800039300218184
IL,Hydro,Hydro,1.0
IL,Hydro,Natural Gas,-0.09124177135300661
IL,Hydro,Nuclear,0.2927932395485303
IL,Hydro,Other,-0.1794365863833654
IL,Hydro,Other Biomass,0.13350547217216102
IL,Hydro,Other Gases,-0.2848985657425615
IL,Hydro,Petroleum,-0.00949811329559601
IL,Hydro,Solar,-0.09689222824455318
IL,Hydro,Wind,-0.17646300470389997
IL,Hydro,Wood Fuels,-0.4683830115909614
IL,Natural Gas,Coal,-0.5290599094506993
IL,Natural Gas,Hydro,-0.09124177135300661
IL,Natural Gas,Natural Gas,1.0
IL,Natural Gas,Nuclear,0.5281325080208533
IL,Natural Gas,Other,0.64511704197558
IL,Natural Gas,Other Biomass,-0.11399209514350678
IL,Natural Gas,Other Gases,-0.27371722343116617
IL,Natural Gas,Petroleum,-0.5592572309587543
IL,Natural Gas,Solar,0.580729227162481
IL,Natural Gas,Wind,0.881504497012043
IL,Natural Gas,Wood Fuels,-0.12781781749386187
IL,Nuclear,Coal,0.15437354365003553
IL,Nuclear,Hydro,0.2927932395485303
IL,Nuclear,Natural Gas,0.5281325080208533
IL,Nuclear,Nuclear,1.0
IL,Nuclear,Other,0.6905013956402319
IL,Nuclear,Other Biomass,0.2997569739464082
IL,Nuclear,Other Gases,-0.5616950132301368
IL,Nuclear,Petroleum,-0.5517127722219723
IL,Nuclear,Solar,0.26996520072050545
IL,Nuclear,Wind,0.5771604751869641
IL,Nuclear,Wood Fuels,-0.5486412154631792
IL,Other,Coal,-0.05835141750506059
IL,Other,Hydro,-0.1794365863833654
IL,Other,Natural Gas,0.64511704197558
IL,Other,Nuclear,0.6905013956402319
IL,Other,Other,1.0
IL,Other,Other Biomass,0.12380382344909152
IL,Other,Other Gases,-0.23806815200880185
IL,Other,Petroleum,-0.6153863379944536
IL,Other,Solar,0.39410403426366514
IL,Other,Wind,0.8120613876164383
IL,Other,Wood Fuels,-0.21569358088626892
IL,Other Biomass,Coal,0.7755413454311965
IL,Other Biomass,Hydro,0.13350547217216102
IL,Other Biomass,Natural Gas,-0.11399209514350678
IL,Other Biomass,Nuclear,0.2997569739464082
IL,Other Biomass,Other,0.12380382344909152
IL,Other Biomass,Other Biomass,1.0
IL,Other Biomass,Other Gases,-0.3562094927289297
IL,Other Biomass,Petroleum,-0.05569192980285164
IL,Other Biomass,Solar,-0.20292932978352005
IL,Other Biomass,Wind,-0.18343956166841377
IL,Other Biomass,Wood Fuels,0.08947620308434433
IL,Other Gases,Coal,-0.35787309202284795
IL,Other Gases,Hydro,-0.2848985657425615
IL,Other Gases,Natural Gas,-0.27371722343116617
IL,Other Gases,Nuclear,-0.5616950132301368
IL,Other Gases,Other,-0.23806815200880185
IL,Other Gases,Other Biomass,-0.3562094927289297
IL,Other Gases,Other Gases,1.0
IL,Other Gases,Petroleum,0.43707350361654174
IL,Other Gases,Solar,-0.08155025054751339
IL,Other Gases,Wind,-0.1785603034809187
IL,Other Gases,Wood Fuels,0.19205133883732436
IL,Petroleum,Coal,0.007232256268044932
IL,Petroleum,Hydro,-0.00949811329559601
IL,Petroleum,Natural Gas,-0.5592572309587543
IL,Petroleum,Nuclear,-0.5517127722219723
IL,Petroleum,Other,-0.6153863379944536
IL,Petroleum,Other Biomass,-0.05569192980285164
IL,Petroleum,Other Gases,0.43707350361654174
IL,Petroleum,Petroleum,1.0
IL,Petroleum,Solar,-0.31102982329575446
IL,Petroleum,Wind,-0.6419647705097697
IL,Petroleum,Wood Fuels,0.0787107302871614
IL,Solar,Coal,-0.4231936821009926
IL,Solar,Hydro,-0.09689222824455318
IL,Solar,Natural Gas,0.580729227162481
IL,Solar,Nuclear,0.26996520072050545
IL,Solar,Other,0.39410403426366514
IL,Solar,Other Biomass,-0.20292932978352005
IL,Solar,Other Gases,-0.08155025054751339
IL,Solar,Petroleum,-0.31102982329575446
IL,Solar,Solar,1.0
IL,Solar,Wind,0.6811905801741881
IL,Solar,Wood Fuels,-0.07852415291295915
IL,Wind,Coal,-0.4760232266730758
IL,Wind,Hydro,-0.17646300470389997
IL,Wind,Natural Gas,0.881504497012043
IL,Wind,Nuclear,0.5771604751869641
IL,Wind,Other,0.8120613876164383
IL,Wind,Other Biomass,-0.18343956166841377
IL,Wind,Other Gases,-0.1785603034809187
IL,Wind,Petroleum,-0.6419647705097697
IL,Wind,Solar,0.6811905801741881
IL,Wind,Wind,1.0
IL,Wind,Wood Fuels,-0.16086952432849652
IL,Wood Fuels,Coal,0.043946353021494314
IL,Wood Fuels,Hydro,-0.4683830115909614
IL,Wood Fuels,Natural Gas,-0.12781781749386187
IL,Wood Fuels,Nuclear,-0.5486412154631792
IL,Wood Fuels,Other,-0.21569358088626892
IL,Wood Fuels,Other Biomass,0.08947620308434433
IL,Wood Fuels,Other Gases,0.19205133883732436
IL,Wood Fuels,Petroleum,0.0787107302871614
IL,Wood Fuels,Solar,-0.07852415291295915
IL,Wood Fuels,Wind,-0.16086952432849652
IL,Wood Fuels,Wood Fuels,1.0
IN,Coal,Coal,1.0
IN,Coal,Hydro,0.6686923935504477
IN,Coal,Natural Gas,-0.8826000963525127
IN,Coal,Other,-0.27208411849936487
IN,Coal,Other Biomass,-0.6725243262631766
IN,Coal,Other Gases,0.42798119860390615
IN,Coal,Petroleum,0.09975783735650486
IN,Coal,Solar,-0.8746777681468625
IN,Coal,Wind,-0.8791534840884686
IN,Hydro,Coal,0.6686923935504477
IN,Hydro,Hydro,1.0
IN,Hydro,Natural Gas,-0.757784745052179
IN,Hydro,Other,-0.4402090646366148
IN,Hydro,Other Biomass,-0.6334993389632165
IN,Hydro,Other Gases,0.15258106207223313
IN,Hydro,Petroleum,0.15389102868289142
IN,Hydro,Solar,-0.646171248362126
IN,Hydro,Wind,-0.6978670436873342
IN,Natural Gas,Coal,-0.8826000963525127
IN,Natural Gas,Hydro,-0.757784745052179
IN,Natural Gas,Natural Gas,1.0
IN,Natural Gas,Other,0.5316884252367161
IN,Natural Gas,Other Biomass,0.8487102559697436
IN,Natural Gas,Other Gases,-0.15919686643516742
IN,Natural Gas,Petroleum,-0.19230681104186306
IN,Natural Gas,Solar,0.9059874487692701
IN,Natural Gas,Wind,0.9493597203684601
IN,Other,Coal,-0.27208411849936487
IN,Other,Hydro,-0.4402090646366148
IN,Other,Natural Gas,0.5316884252367161
IN,Other,Other,1.0
IN,Other,Other Biomass,0.6923318333091018
IN,Other,Other Gases,0.21401550098060543
IN,Other,Petroleum,-0.13810354015290366
IN,Other,Solar,0.4242251168785122
IN,Other,Wind,0.571852212275074
IN,Other Biomass,Coal,-0.6725243262631766
IN,Other Biomass,Hydro,-0.6334993389632165
IN,Other Biomass,Natural Gas,0.8487102559697436
IN,Other Biomass,Other,0.6923318333091018
IN,Other Biomass,Other Biomass,1.0
IN,Other Biomass,Other Gases,-0.12917229903296457
IN,Other Biomass,Petroleum,-0.002187008774128314
IN,Other Biomass,Solar,0.7173278582813846
IN,Other Biomass,Wind,0.9083735999486102
IN,Other Gases,Coal,0.42798119860390615
IN,Other Gases,Hydro,0.15258106207223313
IN,Other Gases,Natural Gas,-0.15919686643516742
IN,Other Gases,Other,0.21401550098060543
IN,Other Gases,Other Biomass,-0.12917229903296457
IN,Other Gases,Other Gases,1.0
IN,Other Gases,Petroleum,-0.016419225127342476
IN,Other Gases,Solar,-0.18580600753938256
IN,Other Gases,Wind,-0.24010827441717847
IN,Petroleum,Coal,0.09975783735650486
IN,Petroleum,Hydro,0.15389102868289142
IN,Petroleum,Natural Gas,-0.19230681104186306
IN,Petroleum,Other,-0.13810354015290366
IN,Petroleum,Other Biomass,-0.002187008774128314
IN,Petroleum,Other Gases,-0.016419225127342476
IN,Petroleum,Petroleum,1.0
IN,Petroleum,Solar,-0.29482646684297364
IN,Petroleum,Wind,-0.055460319705604555
IN,Solar,Coal,-0.8746777681468625
IN,Solar,Hydro,-0.646171248362126
IN,Solar,Natural Gas,0.9059874487692701
IN,Solar,Other,0.4242251168785122
IN,Solar,Other Biomass,0.7173278582813846
IN,Solar,Other Gases,-0.18580600753938256
IN,Solar,Petroleum,-0.29482646684297364
IN,Solar,Solar,1.0
IN,Solar,Wind,0.8882184361308382
IN,Wind,Coal,-0.8791534840884686
IN,Wind,Hydro,-0.6978670436873342
IN,Wind,Natural Gas,0.9493597203684601
IN,Wind,Other,0.571852212275074
IN,Wind,Other Biomass,0.9083735999486102
IN,Wind,Other Gases,-0.24010827441717847
IN,Wind,Petroleum,-0.055460319705604555
IN,Wind,Solar,0.8882184361308382
IN,Wind,Wind,1.0
KS,Coal,Coal,1.0
KS,Coal,Hydro,-0.5946048620551175
KS,Coal,Natural Gas,-0.4120247223999786
KS,Coal,Nuclear,0.03920474841820458
KS,Coal,Other,-0.7208587836462379
KS,Coal,Other Biomass,-0.5316833581622773
KS,Coal,Petroleum,0.5551752398482036
KS,Coal,Solar,-0.550121411425608
KS,Coal,Wind,-0.7183494210508332
KS,Hydro,Coal,-0.5946048620551175
KS,Hydro,Hydro,1.0
KS,Hydro,Natural Gas,0.17599568174794536
KS,Hydro,Nuclear,0.308377236842804
KS,Hydro,Other,0.7338259406843872
KS,Hydro,Other Biomass,0.6535886785726812
KS,Hydro,Petroleum,-0.12215244816795347
KS,Hydro,Solar,0.6434570810387367
KS,Hydro,Wind,0.8351509443968625
KS,Natural Gas,Coal,-0.4120247223999786
KS,Natural Gas,Hydro,0.17599568174794536
KS,Natural Gas,Natural Gas,1.0
KS,Natural Gas,Nuclear,-0.09374559044034783
KS,Natural Gas,Other,0.3666183124852012
KS,Natural Gas,Other Biomass,0.16596904313019648
KS,Natural Gas,Petroleum,-0.5090010010723939
KS,Natural Gas,Solar,0.26360535747941605
KS,Natural Gas,Wind,0.2400528872967045
KS,Nuclear,Coal,0.03920474841820458
KS,Nuclear,Hydro,0.308377236842804
KS,Nuclear,Natural Gas,-0.09374559044034783
KS,Nuclear,Nuclear,1.0
KS,Nuclear,Other,0.30816763359741745
KS,Nuclear,Other Biomass,-0.02855089393631841
KS,Nuclear,Petroleum,0.24264797895890922
KS,Nuclear,Solar,0.1934449250998546
KS,Nuclear,Wind,0.1599077557269741
KS,Other,Coal,-0.7208587836462379
KS,Other,Hydro,0.7338259406843872
KS,Other,Natural Gas,0.3666183124852012
KS,Other,Nuclear,0.30816763359741745
KS,Other,Other,1.0
KS,Other,Other Biomass,0.579769417172613
KS,Other,Petroleum,-0.2074640618389909
KS,Other,Solar,0.7249208234529476
KS,Other,Wind,0.8775659057729331
KS,Other Biomass,Coal,-0.5316833581622773
KS,Other Biomass,Hydro,0.6535886785726812
KS,Other Biomass,Natural Gas,0.16596904313019648
KS,Other Biomass,Nuclear,-0.02855089393631841
KS,Other Biomass,Other,0.579769417172613
KS,Other Biomass,Other Biomass,1.0
KS,Other Biomass,Petroleum,-0.4230316332137733
KS,Other Biomass,Solar,0.43089925026778453
KS,Other Biomass,Wind,0.8344597959625889
KS,Petroleum,Coal,0.5551752398482036
KS,Petroleum,Hydro,-0.12215244816795347
KS,Petroleum,Natural Gas,-0.5090010010723939
KS,Petroleum,Nuclear,0.24264797895890922
KS,Petroleum,Other,-0.2074640618389909
KS,Petroleum,Other Biomass,-0.4230316332137733
KS,Petroleum,Petroleum,1.0
KS,Petroleum,Solar,-0.12918241376309378
KS,Petroleum,Wind,-0.3327879780267333
KS,Solar,Coal,-0.550121411425608
KS,Solar,Hydro,0.6434570810387367
KS,Solar,Natural Gas,0.26360535747941605
KS,Solar,Nuclear,0.1934449250998546
KS,Solar,Other,0.7249208234529476
KS,Solar,Other Biomass,0.43089925026778453
KS,Solar,Petroleum,-0.12918241376309378
KS,Solar,Solar,1.0
KS,Solar,Wind,0.7333828860646913
KS,Wind,Coal,-0.7183494210508332
KS,Wind,Hydro,0.8351509443968625
KS,Wind,Natural Gas,0.2400528872967045
KS,Wind,Nuclear,0.1599077557269741
KS,Wind,Other,0.8775659057729331
KS,Wind,Other Biomass,0.8344597959625889
KS,Wind,Petroleum,-0.3327879780267333
KS,Wind,Solar,0.7333828860646913
KS,Wind,Wind,1.0
KY,Coal,Coal,1.0
KY,Coal,Hydro,-0.7634789233559104
KY,Coal,Natural Gas,-0.8713064877442349
KY,Coal,Other,-0.7380445566087824
KY,Coal,Other Biomass,-0.3607940598214701
KY,Coal,Other Gases,0.3941101386004137
KY,Coal,Petroleum,0.47575392734907535
KY,Coal,Solar,-0.8762753008372587
KY,Coal,Wood Fuels,-0.12609452921203754
KY,Hydro,Coal,-0.7634789233559104
KY,Hydro,Hydro,1.0
KY,Hydro,Natural Gas,0.6053651740297725
KY,Hydro,Other,0.5064805899809731
KY,Hydro,Other Biomass,0.028317814021004882
KY,Hydro,Other Gases,-0.515423324020156
KY,Hydro,Petroleum,-0.389520258789708
KY,Hydro,Solar,0.661723171557742
KY,Hydro,Wood Fuels,-0.003987724434009363
KY,Natural Gas,Coal,-0.8713064877442349
KY,Natural Gas,Hydro,0.6053651740297725
KY,Natural Gas,Natural Gas,1.0
KY,Natural Gas,Other,0.8896181325878255
KY,Natural Gas,Other Biomass,0.6239008940282648
KY,Natural Gas,Other Gases,-0.20195313880387689
KY,Natural Gas,Petroleum,-0.2731829674586545
KY,Natural Gas,Solar,0.9580532919065096
KY,Natural Gas,Wood Fuels,0.42204461446838865
KY,Other,Coal,-0.7380445566087824
KY,Other,Hydro,0.5064805899809731
KY,Other,Natural Gas,0.8896181325878255
KY,Other,Other,1.0
KY,Other,Other Biomass,0.7236374055146915
KY,Other,Other Gases,-0.07691256905566426
KY,Other,Petroleum,-0.06502855144688914
KY,Other,Solar,0.7890670090678304
KY,Other,Wood Fuels,0.6079346042251018
KY,Other Biomass,Coal,-0.3607940598214701
KY,Other Biomass,Hydro,0.028317814021004882
KY,Other Biomass,Natural Gas,0.6239008940282648
KY,Other Biomass,Other,0.7236374055146915
KY,Other Biomass,Other Biomass,1.0
KY,Other Biomass,Other Gases,0.35094500338102186
KY,Other Biomass,Petroleum,0.3044190695077029
KY,Other Biomass,Solar,0.48361984022044147
KY,Other Biomass,Wood Fuels,0.8096842441914155
KY,Other Gases,Coal,0.3941101386004137
KY,Other Gases,Hydro,-0.515423324020156
KY,Other Gases,Natural Gas,-0.20195313880387689
KY,Other Gases,Other,-0.07691256905566426
KY,Other Gases,Other Biomass,0.35094500338102186
KY,Other Gases,Other Gases,1.0
KY,Other Gases,Petroleum,0.7096769383178
KY,Other Gases,Solar,-0.22268420746637915
KY,Other Gases,Wood Fuels,0.44062449338955145
KY,Petroleum,Coal,0.47575392734907535
KY,Petroleum,Hydro,-0.389520258789708
KY,Petroleum,Natural Gas,-0.2731829674586545
KY,Petroleum,Other,-0.06502855144688914
KY,Petroleum,Other Biomass,0.3044190695077029
KY,Petroleum,Other Gases,0.7096769383178
KY,Petroleum,Petroleum,1.0
KY,Petroleum,Solar,-0.3523879334708332
KY,Petroleum,Wood Fuels,0.6877872134937765
KY,Solar,Coal,-0.8762753008372587
KY,Solar,Hydro,0.661723171557742
KY,Solar,Natural Gas,0.9580532919065096
KY,Solar,Other,0.7890670090678304
KY,Solar,Other Biomass,0.48361984022044147
KY,Solar,Other Gases,-0.22268420746637915
KY,Solar,Petroleum,-0.3523879334708332
KY,Solar,Solar,1.0
KY,Solar,Wood Fuels,0.25961663898566295
KY,Wood Fuels,Coal,-0.12609452921203754
KY,Wood Fuels,Hydro,-0.003987724434009363
KY,Wood Fuels,Natural Gas,0.42204461446838865
KY,Wood Fuels,Other,0.6079346042251018
KY,Wood Fuels,Other Biomass,0.8096842441914155
KY,Wood Fuels,Other Gases,0.44062449338955145
KY,Wood Fuels,Petroleum,0.6877872134937765
KY,Wood Fuels,Solar,0.25961663898566295
KY,Wood Fuels,Wood Fuels,1.0
LA,Coal,Coal,1.0
LA,Coal,Hydro,-0.429939580518756
LA,Coal,Natural Gas,-0.7069838448039977
LA,Coal,Nuclear,0.01884773600683442
LA,Coal,Other,-0.0838560156370202
LA,Coal,Other Biomass,0.024964781987884595
LA,Coal,Other Gases,-0.24520761261284246
LA,Coal,Petroleum,-0.27723321021090275
LA,Coal,Solar,-0.5110914513808978
LA,Coal,Wood Fuels,0.5444773071101783
LA,Hydro,Coal,-0.429939580518756
LA,Hydro,Hydro,1.0
LA,Hydro,Natural Gas,0.4718757663963627
LA,Hydro,Nuclear,0.2936259343263487
LA,Hydro,Other,-0.330824625696692
LA,Hydro,Other Biomass,-0.057556466310223424
LA,Hydro,Other Gases,0.2717296861734699
LA,Hydro,Petroleum,0.5146762211881263
LA,Hydro,Solar,0.19522696399625453
LA,Hydro,Wood Fuels,-0.23282452453648378
LA,Natural Gas,Coal,-0.7069838448039977
LA,Natural Gas,Hydro,0.4718757663963627
LA,Natural Gas,Natural Gas,1.0
LA,Natural Gas,Nuclear,0.3609398664077987
LA,Natural Gas,Other,-0.17844238638292984
LA,Natural Gas,Other Biomass,-0.184273116427755
LA,Natural Gas,Other Gases,0.590887663544867
LA,Natural Gas,Petroleum,0.6587531305904609
LA,Natural Gas,Solar,0.3584689001491334
LA,Natural Gas,Wood Fuels,-0.39646146316621506
LA,Nuclear,Coal,0.01884773600683442
LA,Nuclear,Hydro,0.2936259343263487
LA,Nuclear,Natural Gas,0.3609398664077987
LA,Nuclear,Nuclear,1.0
LA,Nuclear,Other,-0.11666625247730592
LA,Nuclear,Other Biomass,-0.302169872484082
LA,Nuclear,Other Gases,0.3098762337232657
LA,Nuclear,Petroleum,0.4933892701907795
LA,Nuclear,Solar,0.1870579457021986
LA,Nuclear,Wood Fuels,0.03464737820389374
LA,Other,Coal,-0.0838560156370202
LA,Other,Hydro,-0.330824625696692
LA,Other,Natural Gas,-0.17844238638292984
LA,Other,Nuclear,-0.11666625247730592
LA,Other,Other,1.0
LA,Other,Other Biomass,-0.18874022327371376
LA,Other,Other Gases,-0.05999193876071459
LA,Other,Petroleum,-0.28224663998584165
LA,Other,Solar,-0.06172899816270535
LA,Other,Wood Fuels,-0.20244521167548327
LA,Other Biomass,Coal,0.024964781987884595
LA,Other Biomass,Hydro,-0.057556466310223424
LA,Other Biomass,Natural Gas,-0.184273116427755
LA,Other Biomass,Nuclear,-0.302169872484082
LA,Other Biomass,Other,-0.18874022327371376
LA,Other Biomass,Other Biomass,1.0
LA,Other Biomass,Other Gases,-0.17085109447168464
LA,Other Biomass,Petroleum,-0.19763004337096865
LA,Other Biomass,Solar,-0.08588037338428675
LA,Other Biomass,Wood Fuels,0.2311229275270897
LA,Other Gases,Coal,-0.24520761261284246
LA,Other Gases,Hydro,0.2717296861734699
LA,Other Gases,Natural Gas,0.590887663544867
LA,Other Gases,Nuclear,0.3098762337232657
LA,Other Gases,Other,-0.05999193876071459
LA,Other Gases,Other Biomass,-0.17085109447168464
LA,Other Gases,Other Gases,1.0
LA,Other Gases,Petroleum,0.6054617438371316
LA,Other Gases,Solar,0.09447401793781478
LA,Other Gases,Wood Fuels,0.23095959910250086
LA,Petroleum,Coal,-0.27723321021090275
LA,Petroleum,Hydro,0.5146762211881263
LA,Petroleum,Natural Gas,0.6587531305904609
LA,Petroleum,Nuclear,0.4933892701907795
LA,Petroleum,Other,-0.28224663998584165
LA,Petroleum,Other Biomass,-0.19763004337096865
LA,Petroleum,Other Gases,0.6054617438371316
LA,Petroleum,Petroleum,1.0
LA,Petroleum,Solar,0.1580891765395691
LA,Petroleum,Wood Fuels,0.054262791890702454
LA,Solar,Coal,-0.5110914513808978
LA,Solar,Hydro,0.19522696399625453
LA,Solar,Natural Gas,0.3584689001491334
LA,Solar,Nuclear,0.1870579457021986
LA,Solar,Other,-0.06172899816270535
LA,Solar,Other Biomass,-0.08588037338428675
LA,Solar,Other Gases,0.09447401793781478
LA,Solar,Petroleum,0.1580891765395691
LA,Solar,Solar,1.0
LA,Solar,Wood Fuels,-0.47105241475515197
LA,Wood Fuels,Coal,0.5444773071101783
LA,Wood Fuels,Hydro,-0.23282452453648378
LA,Wood Fuels,Natural Gas,-0.39646146316621506
LA,Wood Fuels,Nuclear,0.03464737820389374
LA,Wood Fuels,Other,-0.20244521167548327
LA,Wood Fuels,Other Biomass,0.2311229275270897
LA,Wood Fuels,Other Gases,0.23095959910250086
LA,Wood Fuels,Petroleum,0.054262791890702454
LA,Wood Fuels,Solar,-0.47105241475515197
LA,Wood Fuels,Wood Fuels,1.0
MA,Coal,Coal,1.0
MA,Coal,Hydro,0.1928558130918584
MA,Coal,Natural Gas,-0.34198352804232546
MA,Coal,Nuclear,0.4814011894603656
MA,Coal,Other,-0.6219467910828461
MA,Coal,Other Biomass,0.634844688791253
MA,Coal,Other Gases,0.22080819754213493
MA,Coal,Petroleum,0.7406092864473507
MA,Coal,Pumped Storage,-0.6230499009061261
MA,Coal,Solar,-0.8153523315785511
MA,Coal,Wind,-0.9466334634545676
MA,Coal,Wood Fuels,-0.03296581943875247
MA,Hydro,Coal,0.1928558130918584
MA,Hydro,Hydro,1.0
