Year,Name,State,Percentage Coal,Percentage Geothermal,Percentage Hydro,Percentage Natural Gas,Percentage Nuclear,Percentage Other,Percentage Other Biomass,Percentage Other Gases,Percentage Petroleum,Percentage Solar,Percentage Total,Percentage Wind,Percentage Wood Fuels,Percentage Total Renewable,Percentage Renewable Including Nuclear
1990,Rhode Island,RI,0,0,0.898207919,79.1953697,0,0,3.138760751,0,16.76766163,0,100,0,0,4.03696867,4.03696867
1990,South Carolina,SC,32.80665039,0,4.621523701,1.103559379,60.08795096,0,0.069448985,0,0.241826408,0,100,0,1.778634454,6.469607139,66.5575581
1990,South Dakota,SD,38.46790177,0,61.21226803,0.193046319,0,0,0,0,0.126783885,0,100,0,0,61.21226803,61.21226803
1990,Tennessee,TN,68.02366773,0,13.14565863,0.294202696,18.37909233,0.059064723,0.058958406,0.005525833,0.179907208,0,100,0,0.481519245,13.68613628,32.06522861
1990,Texas,TX,42.94699274,0,0.637032009,48.38560222,5.632646171,0.173579924,0.118316676,1.064608924,0.649170823,0.000136738,100,0,0.391913777,1.1473992,6.780045371
1990,US-TOTAL,US-TOTAL,52.4720895,0.508069396,9.640635017,12.27078147,18.98928458,0.119021346,0.436508647,0.341784731,4.162850221,0.012083867,100,0.091795869,1.070564104,11.7596569,30.74894148
1990,Utah,UT,96.80436147,0.466242321,1.561387416,0.449852825,0,0,0,0.558922665,0.159233307,0,100,0,0,2.027629736,2.027629736
1990,Virginia,VA,45.46779879,0,2.491225154,2.158890329,45.31608031,0,1.181014746,0,2.736191059,6.47E-05,100,0,2.234728645,5.907033228,51.22311353
1990,Vermont,VT,0,0,26.43304516,1.264129255,70.02696303,0,0,0,0.049243742,0,100,0,2.226618808,28.65966397,98.686627
1990,Washington,WA,7.240293922,0,85.69157867,0.282211888,5.625493055,0.003673894,0.006367103,0.008288305,0.042108704,0,100,0,1.099984459,86.79793023,92.42342329
1990,Wisconsin,WI,69.43632962,0,4.216998535,0.726841758,23.50048485,0,0.313530634,0,0.375677819,0,100,9.21E-05,1.430044684,5.960665963,29.46115081
1990,West Virginia,WV,97.61605623,0,1.628185095,0.113230471,0,0.014089847,0,0.218987929,0.409450424,0,100,0,0,1.628185095,1.628185095
1990,Wyoming,WY,97.33208522,0,1.61254175,0.670924915,0,0.113561075,0,0.02161853,0.123089539,0,100,0,0.126178972,1.738720722,1.738720722
1991,Alaska,AK,9.657339715,0,16.62600365,61.5862881,0,0,0,0,9.525814182,0,100,0,2.604554357,19.23055801,19.23055801
1991,Alabama,AL,65.57615015,0,12.11637966,1.376896778,17.87953909,0,0.035286852,0.330236725,0.189019489,0,100,0,2.49649125,14.64815777,32.52769686
1991,Arkansas,AR,48.32499591,0,8.725356597,8.179051052,31.14736907,0,0.040867138,0,0.167908761,0,100,0,3.379758809,12.14598254,43.29335161
1991,Arizona,AZ,48.44719064,0,10.02274452,3.312951617,37.34348715,0,0,0,0.174694261,0,100,0,0.158904682,10.18164921,47.52513636
1991,California,CA,1.656154798,9.301676838,13.81402311,46.56008675,19.84414402,0.003216153,1.554851628,1.244688487,1.239476708,0.296551112,100,1.833625817,2.588678856,29.38940736,49.23355139
1991,Colorado,CO,90.13791492,0,5.551366234,4.067500633,0,0,0.182020731,0,0.117290011,0,100,0,0,5.733386965,5.733386965
1991,Connecticut,CT,13.43898594,0,1.602790779,5.813836549,45.28295431,0,4.300195732,0.009786782,29.56460251,0,100,0,0,5.902986511,51.18594083
1991,District of Columbia,DC,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0
1991,Delaware,DE,61.50392721,0,0,14.16454839,0,0.080567666,0,0,24.25095673,0,100,0,0,0,0
1991,Florida,FL,44.48067476,0,0.188690466,14.17248548,14.70955102,1.375401334,1.620926459,0.007382187,21.94856241,0,100,0,1.496325881,3.305942806,18.01549383
1991,Georgia,GA,63.46270665,0,4.400457754,0.842050156,27.05123846,0.00044815,0.0684058,0,0.562560452,0,100,0,3.162640093,7.631503647,34.68274211
1991,Hawaii,HI,0.087461731,0,0.815650732,0,0,0,9.457196089,0.591492704,88.63891415,0,100,0.409284594,0,10.68213141,10.68213141
1991,Iowa,IA,82.92082065,0,2.792596446,1.202447414,12.85121329,0,0.078303932,0,0.154618268,0,100,0,0,2.870900378,15.72211367
1991,Idaho,ID,0.17350367,0,92.75249111,1.137420019,0,0.657020927,0.103769173,0,0.003828769,0,100,0,5.171966329,98.02822662,98.02822662
1991,Illinois,IL,42.2647836,0,0.103210651,1.332472637,55.16519081,0,0.139747392,0.295822635,0.698610306,0,100,0,0.000161966,0.24312001,55.40831082
1991,Indiana,IN,95.56382195,0,0.391298212,1.426485066,0,0,0.032470659,2.066855414,0.519068697,0,100,0,0,0.423768872,0.423768872
1991,Kansas,KS,71.81879984,0,0.032383572,10.00752266,17.95427398,0,0,0,0.186891239,0,100,0.000128713,0,0.032512285,17.98678626
1991,Kentucky,KY,94.97884123,0,4.844443515,0.028966263,0,0,0,0,0.147748997,0,100,0,0,4.844443515,4.844443515
1991,Louisiana,LA,25.30051708,0,0.875641482,48.50216732,18.61503894,2.111506119,0.12225918,1.274597406,0.074373746,0,100,0,3.123898724,4.121799386,22.73683833
1991,Massachusetts,MA,29.21904941,0,2.718027013,15.43123903,10.76702463,0,3.985030055,0.001950278,39.39519097,0,100,0,0,6.703057068,17.4700817
1991,Maryland,MD,57.3027966,0,3.531382139,3.807852794,22.67477931,0,0.844525808,1.201238095,10.23441789,0,100,0,0.403007371,4.778915318,27.45369463
1991,Maine,ME,4.946501781,0,22.00794902,0.283088004,36.1167159,0,2.216337904,0,12.40839392,0,100,0,22.02101347,46.24530039,82.36201629
1991,Michigan,MI,63.10568679,0,1.652858094,8.019653188,25.49697332,0.026629081,0.476492677,0.205541476,0.621417869,0,100,0,1.145643039,3.274993809,28.77196713
1991,Minnesota,MN,63.5710222,0,2.461524002,1.908140846,28.62200588,0,1.043885531,0,1.385397029,0,100,0.000562516,1.007462005,4.513434053,33.13543993
1991,Missouri,MO,79.72205116,0,1.851003012,1.807368255,16.50172173,0,0,0,0.197016188,0,100,0,0,1.851003012,18.35272474
1991,Mississippi,MS,33.96991709,0,0,22.10078783,35.29415516,0,0,0,1.531065731,0,100,0,7.104074196,7.104074196,42.39822935
1991,Montana,MT,57.55064205,0,41.92184694,0.113276477,0,0,0,0,0.068833041,0,100,0,0.345401495,42.26724843,42.26724843
1991,North Carolina,NC,56.80226762,0,6.545568012,0.431782684,33.91589223,0.25390241,0.049373829,0,0.308569649,0,100,0,1.450482664,8.045424505,41.96131673
1991,North Dakota,ND,93.31481952,0,6.346597085,0.003396058,0,0,0,0.144986399,0.190200941,0,100,0,0,6.346597085,6.346597085
1991,Nebraska,NE,59.09140414,0,4.541979301,1.318793147,34.9893069,0,0,0,0.058516508,0,100,0,0,4.541979301,39.5312862
1991,New Hampshire,NH,22.27675998,0,11.14723288,-7.03E-06,47.73003474,0,0.99450537,0,11.19567416,0,100,0,6.6557999,18.79753815,66.52757289
1991,New Jersey,NJ,12.03206343,0,0.049620385,24.33670356,56.99200574,0,1.848909581,0.15517915,4.942046065,0,100,0,0,1.898529966,58.8905357
1991,New Mexico,NM,87.54645586,0,0.938030295,11.32902184,0,0,0.055892218,0,0.130599795,0,100,0,0,0.993922513,0.993922513
1991,Nevada,NV,74.16985585,4.511211408,10.71845971,9.494455614,0,0.007106211,0,0,1.098911209,0,100,0,0,15.22967111,15.22967111
1991,New York,NY,19.80672523,0,20.18723571,17.14260138,21.13535478,0,1.233549662,0.038276233,20.96615927,0,100,0,0.238437452,21.65922282,42.7945776
1991,Ohio,OH,87.66444784,0,0.115061199,0.271990098,11.06623146,0,0.242081826,0.042758503,0.319123529,0,100,0,0.278305542,0.635448567,11.70168003
1991,Oklahoma,OK,57.85162898,0,3.91480971,37.5095768,0,0,0,0.217152581,0.093828571,0,100,0,0.546105544,4.460915254,4.460915254
1991,Oregon,OR,5.931511401,0,86.60224076,2.57805219,3.088568718,0,0.192703581,0,0.023184794,0,100,0.001136055,1.582602501,88.3786829,91.46725161
1991,Pennsylvania,PA,61.37254713,0,1.111558166,1.220685304,33.26856318,0.062149986,0.388292707,0.417364953,2.388166997,0,100,0,0.328167464,1.828018337,35.09658152
1991,Rhode Island,RI,0,0,0.339939005,93.95888809,0,0,2.466147086,0,3.235025817,0,100,0,0,2.806086091,2.806086091
1991,South Carolina,SC,33.0026776,0,4.310498335,1.498525762,59.72301028,0.011007203,0.082309496,0.00806456,0.250608177,0,100,0,1.908888704,6.301696535,66.02470681
1991,South Dakota,SD,41.491337,0,58.24297173,0.13747846,0,0,0,0,0.128212813,0,100,0,0,58.24297173,58.24297173
1991,Tennessee,TN,63.30877616,0,14.27030263,0.258895833,21.76943582,0.051088813,0.047713166,0.004138186,0.226090899,0,100,0,0.557487015,14.87550281,36.64493863
1991,Texas,TX,42.20500691,0,0.776932574,47.65253682,6.915082717,0.246500257,0.115262281,1.159693355,0.521426933,0.000129571,100,0,0.407428584,1.29975301,8.214835726
1991,US-TOTAL,US-TOTAL,51.74778206,0.519436847,9.401857435,12.41307682,19.92860008,0.15416913,0.509621696,0.368781219,3.895881854,0.015347946,100,0.096003386,1.097188179,11.63945549,31.56805557
1991,Utah,UT,94.69510592,0.610508011,2.055224978,1.802877122,0,0,0,0.668073913,0.168210051,0,100,0,0,2.66573299,2.66573299
1991,Virginia,VA,45.35319185,0,1.97345675,3.162645082,43.6445522,0,1.281090091,0,4.301178455,6.03E-05,100,0,2.17982779,5.434434928,49.07898713
1991,Vermont,VT,0,0,19.53826894,1.769511237,76.24954412,0,0,0,0.097327665,0,100,0,2.345348029,21.88361697,98.1331611
1991,Washington,WA,7.723083111,0,86.84933305,0.447576052,4.111835221,2.92E-06,0.045331725,0.094747222,0.030294381,0,100,0,0.697796324,87.5924611,91.70429632
1991,Wisconsin,WI,69.87295169,0,5.098864214,0.773126473,22.26933883,0,0.274912825,0,0.332767136,0,100,1.22E-05,1.378026671,6.751815867,29.0211547
1991,West Virginia,WV,97.88089369,0,1.451008996,0.080093991,0,0.000269668,0,0.243094416,0.344639237,0,100,0,0,1.451008996,1.451008996
1991,Wyoming,WY,96.90307144,0,1.872677322,0.818768953,0,0.120847196,0,0,0.156283764,0,100,0,0.128351321,2.001028643,2.001028643
1992,Alaska,AK,9.357405145,0,17.32817155,60.66577533,0,0,0.307544281,0,9.851042499,0,100,0,2.490061196,20.12577702,20.12577702
1992,Alabama,AL,64.2211815,0,10.77343967,1.465922689,20.36809338,0,0.030230666,0.345169313,0.204617192,0,100,0,2.591345596,13.39501593,33.76310931
1992,Arkansas,AR,50.55489594,0,8.497072455,8.621303508,28.49502395,0,0.037696779,0,0.132511111,0,100,0,3.654723265,12.1894925,40.68451645
1992,Arizona,AZ,49.34903225,0,9.384126286,4.217221823,36.29725893,0,0,0,0.144452248,0,100,0,0.196209283,9.580335569,45.8775945
1992,California,CA,1.862494116,8.338149489,11.38401837,50.07172091,19.89458084,0.005763864,1.571137585,1.532376149,1.099903447,0.225372677,100,1.616658621,2.400361256,25.535698,45.43027884
1992,Colorado,CO,90.8463819,0,4.502597799,4.046157603,0,0,0.084615063,0,0.122803419,0,100,0,0,4.587212863,4.587212863
1992,Connecticut,CT,12.72790262,0,1.450506618,5.038532928,57.41155673,0,4.577589282,0.009650349,18.77296109,0,100,0,0,6.0280959,63.43965263
1992,District of Columbia,DC,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0
1992,Delaware,DE,57.32699911,0,0,8.9912568,0,0.090417272,0,2.360742725,31.23058409,0,100,0,0,0,0
1992,Florida,FL,43.61587085,0,0.163867493,13.85450815,17.46867094,1.357557926,2.031455028,0.010556615,19.9042667,0,100,0,1.593246292,3.788568813,21.25723975
1992,Georgia,GA,60.83507743,0,5.048692905,0.74907895,28.75596474,0,0.089426442,0,0.835476373,0,100,0,3.190096032,8.328215379,37.08418012
1992,Hawaii,HI,5.654225254,0.021677164,0.620887218,0,0,0,8.177613787,0.633869137,84.65880458,0,100,0.230342728,0.002580131,9.053101028,9.053101028
1992,Iowa,IA,84.47740653,0,3.277920428,0.882092153,11.16553153,0,0.065609889,0,0.131439473,0,100,0,0,3.343530317,14.50906185
1992,Idaho,ID,0.59454611,0,89.15949931,1.843078203,0,0.965187745,0.115489688,0,0.030992882,0,100,0,7.291206061,96.56619506,96.56619506
1992,Illinois,IL,40.15470959,0,0.108795083,1.330454654,57.59038915,0,0.158063227,0.315571967,0.341980398,0,100,0,3.59E-05,0.266894234,57.85728339
1992,Indiana,IN,95.64269791,0,0.556804589,1.172316209,0,0,0.033133514,2.111904897,0.483142881,0,100,0,0,0.589938103,0.589938103
1992,Kansas,KS,69.05790743,0,0.030450308,4.278230901,26.46838179,0,0,0,0.164677312,0,100,0.000352261,0,0.030802569,26.49918436
1992,Kentucky,KY,94.99044999,0,4.870291769,0.0308101,0,0,0,0,0.108448138,0,100,0,0,4.870291769,4.870291769
1992,Louisiana,LA,27.03950646,0,0.894718689,50.39623778,14.1133133,0.956743279,0.109372345,1.584776671,1.452097745,0,100,0,3.453233731,4.457324765,18.57063806
1992,Massachusetts,MA,27.60125779,0,2.521614198,21.15214023,11.82899823,0,4.195531018,0,34.24075566,0,100,0,0.077869359,6.795014575,18.6240128
1992,Maryland,MD,57.92132031,0,4.431219108,2.616831254,25.89760553,0,0.801056717,1.230219743,6.677239791,0,100,0,0.424507555,5.656783379,31.55438891
1992,Maine,ME,3.569626865,0,22.39676185,0.157407025,34.16319041,0,2.609403844,0,13.94507517,0,100,0,23.15853483,48.16470053,82.32789094
1992,Michigan,MI,66.45553234,0,1.869738508,9.996270638,19.77375953,0.032720694,0.34672186,0.255716577,0.659624643,0,100,0,1.418650328,3.635110696,23.40887023
1992,Minnesota,MN,63.83998623,0,2.639183938,1.604336573,27.73637491,0,1.304072413,0,1.611217042,0,100,0.000360169,1.264468732,5.208085251,32.94446016
1992,Missouri,MO,82.70035368,0,2.600915692,0.417510123,14.19444693,0,0.000149249,0,0.142362806,0,100,0,0,2.601064941,16.79551187
1992,Mississippi,MS,33.87120178,0,0,20.46764458,35.33078052,0,0,0,1.789080017,0,100,0,8.541293107,8.541293107,43.87207362
1992,Montana,MT,67.39024029,0,31.93417516,0.133472872,0,0,0,0,0.065468079,0,100,0.000193053,0.476450546,32.41081876,32.41081876
1992,North Carolina,NC,65.08499808,0,6.44266105,0.403537132,25.4132442,0.251464074,0.034071495,0,0.374205669,0,100,0,1.873090103,8.349822648,33.76306685
1992,North Dakota,ND,93.72170728,0,5.90558655,0.046619557,0,0,0,0.133914339,0.192172274,0,100,0,0,5.90558655,5.90558655
1992,Nebraska,NE,55.47335002,0,4.795639321,0.648779349,39.01125406,0,0.028695015,0,0.042282227,0,100,0,0,4.824334336,43.8355884
1992,New Hampshire,NH,21.08244798,0,9.218811116,0.377059245,52.05081241,0,1.085508062,0,9.348748744,0,100,0,6.836612445,17.14093162,69.19174403
1992,New Jersey,NJ,12.38796552,0,0.051255022,33.24254843,49.45742505,0,2.070787628,0.110289906,2.996460655,0,100,0,0,2.12204265,51.57946771
1992,New Mexico,NM,90.30609377,0,0.908625246,8.60256625,0,0,0.050332322,0,0.132382415,0,100,0,0,0.958957568,0.958957568
1992,Nevada,NV,70.42783474,5.045378865,8.504924908,14.5291391,0,0.089641124,0,0,1.403081258,0,100,0,0,13.55030377,13.55030377
1992,New York,NY,21.65933788,0,22.27621016,21.31792488,19.17835519,0,1.380309529,0.073033574,14.54498968,0,100,0,0.388937027,24.04545671,43.2238119
1992,Ohio,OH,88.07818103,0,0.183903692,0.247153661,10.75498558,0,0.253602076,0.053424435,0.187506,0,100,0,0.241243521,0.678749289,11.43373487
1992,Oklahoma,OK,59.99995441,0,6.482566008,32.83465364,0,0,0.003663528,0.144741334,0.103238686,0,100,0,0.494902177,6.981131713,6.981131713
1992,Oregon,OR,8.742586616,0,74.90436854,3.608212316,10.7983153,0,0.221499992,0,0.025162135,0,100,0.001272866,1.698582235,76.82572363,87.62403893
1992,Pennsylvania,PA,60.82567636,0,1.43675245,1.509336008,33.51774633,0.135854142,0.698062204,0.563651718,1.475984772,0,100,0,0.349121122,2.483935776,36.00168211
1992,Rhode Island,RI,0,0,0.207848985,96.39098011,0,0,1.333986736,0,2.067184165,0,100,0,0,1.541835721,1.541835721
1992,South Carolina,SC,31.92355738,0,4.463291468,0.365615665,61.3943879,0.008125871,0.086034195,0.023404181,0.213274794,0,100,0,2.244289573,6.793615236,68.18800313
1992,South Dakota,SD,42.0447636,0,57.82533787,0.010277897,0,0,0,0,0.119620634,0,100,0,0,57.82533787,57.82533787
1992,Tennessee,TN,66.27513347,0,12.87625737,0.354363589,20.13371077,0.102300876,0.070437723,0.004442552,0.166689578,0,100,0,0.558648935,13.50534403,33.6390548
1992,Texas,TX,41.8182489,0,0.90879568,46.38062428,8.438525894,0.111948538,0.117347923,1.215020806,0.560869485,0.000127113,100,0,0.44849138,1.474762096,9.91328799
1992,US-TOTAL,US-TOTAL,52.57029717,0.523300208,8.206798647,13.10278231,20.06484755,0.120623511,0.577714511,0.430309465,3.247665001,0.01295899,100,0.093632727,1.184502506,10.59890759,30.66375515
1992,Utah,UT,94.9329303,0.560725157,1.812382227,1.899787464,0,0,0,0.692977816,0.101197037,0,100,0,0,2.373107384,2.373107384
1992,Virginia,VA,46.53760161,0,1.934213786,4.393232623,41.40792415,0.000858882,1.348504448,0,3.287999291,1.95E-05,100,0,2.269601728,5.552339482,46.96026363
1992,Vermont,VT,0,0,18.92137847,1.296060772,76.68347247,0,0,0,0.055193463,0,100,0,3.043894819,21.96527329,98.64874577
1992,Washington,WA,11.16775756,0,79.00409342,1.472857567,6.582122017,1.16E-06,0.199820937,0.270601789,0.029769053,0,100,0,1.272976503,80.47689086,87.05901288
1992,Wisconsin,WI,69.19940587,0,4.911920527,0.776364483,22.92167199,0,0.331997768,0,0.317525467,0,100,0,1.541113902,6.785032197,29.70670418
1992,West Virginia,WV,97.59531125,0,1.69114483,0.160798481,0,6.65E-05,0,0.231748536,0.320930383,0,100,0,0,1.69114483,1.69114483
1992,Wyoming,WY,97.42639561,0,1.496542794,0.803451174,0,0.106879769,0,0.020346616,0.137691637,0,100,0,0.008692398,1.505235192,1.505235192
1993,Alaska,AK,9.318251852,0,22.77449597,55.78848918,0,0,0.269555206,0,10.26732319,0,100,0,1.581884604,24.62593578,24.62593578
1993,Alabama,AL,67.78574319,0,9.094506945,1.269394134,17.94228305,0,0.002398905,0.340361611,0.194231764,0,100,0,3.371080398,12.46798625,30.4102693
1993,Arkansas,AR,44.67192416,0,11.13442437,6.674940357,33.38796396,0,0.073106133,0,0.180566495,0,100,0,3.877074532,15.08460503,48.47256899
1993,Arizona,AZ,54.43661018,0,9.78119933,2.828359398,32.20272606,0,0,0,0.124789346,0,100,0,0.150212536,9.931411866,42.13413793
1993,California,CA,1.673854353,7.99404336,21.65484089,42.59259616,16.88891576,0.006108862,1.546149031,1.656479686,1.926129544,0.247112901,100,1.59560926,2.066856372,35.10461181,51.99352757
1993,Colorado,CO,89.66458795,0,5.583620859,4.41254359,0,0,0.100606939,0,0.026185608,0,100,0,0,5.684227797,5.684227797
1993,Connecticut,CT,10.66858072,0,1.261032111,4.208405212,66.29790609,0,4.244008535,0,13.33300349,0,100,0,0,5.505040647,71.80294674
1993,District of Columbia,DC,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0
1993,Delaware,DE,59.60086186,0,0,11.41302419,0,0.067079337,0,1.144485056,27.77454955,0,100,0,0,0,0
1993,Florida,FL,41.55660298,0,0.138728516,13.66039181,17.03821226,1.10373799,2.03835601,0.047660777,22.8566722,0,100,0,1.559637452,3.736721978,20.77493424
1993,Georgia,GA,63.33573625,0,4.393058361,0.686279615,26.84475511,0,0.111775964,0,1.121675944,0,100,0,3.167189681,7.672024005,34.51677912
1993,Hawaii,HI,14.87450279,1.531112152,0.565615149,0,0,0,7.814566166,0.634251661,74.35854528,0,100,0.220682731,0.000724077,10.13270028,10.13270028
1993,Iowa,IA,85.90481086,0,2.331372888,1.400944859,10.09394267,0,0.091310144,0,0.177618574,0,100,0,0,2.422683032,12.51662571
1993,Idaho,ID,0.373088242,0,92.23474436,1.487985921,0,0.710537581,0.09721427,0,0.004101227,0,100,0,5.092328399,97.42428703,97.42428703
1993,Illinois,IL,42.86440576,0,0.090757194,1.482443484,54.63350943,0,0.174993789,0.241987815,0.51172965,0,100,0,0.000172879,0.265923862,54.89943329
1993,Indiana,IN,96.18065352,0,0.432671784,0.940412701,0,0,0.031315634,2.055730364,0.359216003,0,100,0,0,0.463987417,0.463987417
1993,Kansas,KS,72.93901104,0,0.01356737,5.286658387,21.4997036,0,0,0,0.260901749,0,100,0.000157855,0,0.013725225,21.51342882
1993,Kentucky,KY,96.14640007,0,3.711997303,0.027803099,0,0,0,0,0.113799526,0,100,0,0,3.711997303,3.711997303
1993,Louisiana,LA,24.57941944,0,1.559908394,46.03352798,18.2310927,0.907008734,0.106829286,0.887093706,4.416008071,0,100,0,3.279111689,4.94584937,23.17694207
1993,Massachusetts,MA,26.78156988,0,2.379697538,24.40750083,11.70112641,0,5.013586051,0,31.26240453,0,100,0,0.284814606,7.678098195,19.3792246
1993,Maryland,MD,55.86518202,0,3.686858307,1.717074844,27.34858515,0,0.675483028,1.057826459,9.25963887,0,100,0,0.389351319,4.751692654,32.10027781
1993,Maine,ME,3.517102815,0,20.78726437,0.063262636,36.76038178,0,3.132435505,0.030664254,11.9319748,0,100,0,23.77691384,47.69661371,84.4569955
