Year,Name,State,Source,Percent
1995,New Hampshire,NH,Coal,21.81809842
1995,New Hampshire,NH,Hydro,8.875575752
1995,New Hampshire,NH,Natural Gas,1.304257204
1995,New Hampshire,NH,Nuclear,54.29033458
1995,New Hampshire,NH,Petroleum,6.898599548
1995,New Hampshire,NH,Biomass,6.813134497
1995,New Hampshire,NH,Total Renewable,15.68871025
1995,New York,NY,Coal,16.70666731
1995,New York,NY,Hydro,19.48321547
1995,New York,NY,Natural Gas,36.77033173
1995,New York,NY,Nuclear,19.74029257
1995,New York,NY,Petroleum,6.197501432
1995,New York,NY,Biomass,1.900517685
1995,New York,NY,Total Renewable,21.38373315
1995,New Jersey,NJ,Coal,15.88956372
1995,New Jersey,NJ,Hydro,0.024291188
1995,New Jersey,NJ,Natural Gas,40.36155799
1995,New Jersey,NJ,Nuclear,37.26389597
1995,New Jersey,NJ,Petroleum,3.818934036
1995,New Jersey,NJ,Biomass,2.709295696
1995,New Jersey,NJ,Total Renewable,2.733586884
1995,Maryland,MD,Coal,59.51660371
1995,Maryland,MD,Hydro,3.110074414
1995,Maryland,MD,Natural Gas,3.340585614
1995,Maryland,MD,Nuclear,27.90421994
1995,Maryland,MD,Petroleum,3.190873466
1995,Maryland,MD,Biomass,1.458700789
1995,Maryland,MD,Total Renewable,4.568775203
1995,Virginia,VA,Coal,45.23629357
1995,Virginia,VA,Hydro,1.579506109
1995,Virginia,VA,Natural Gas,8.622520778
1995,Virginia,VA,Nuclear,39.89907712
1995,Virginia,VA,Petroleum,2.540920799
1995,Virginia,VA,Solar,4.76E-06
1995,Virginia,VA,Biomass,3.332908915
1995,Virginia,VA,Total Renewable,4.912419786
1995,Pennsylvania,PA,Coal,57.33830968
1995,Pennsylvania,PA,Hydro,1.094738554
1995,Pennsylvania,PA,Natural Gas,2.656321475
1995,Pennsylvania,PA,Nuclear,35.83772724
1995,Pennsylvania,PA,Petroleum,1.966876902
1995,Pennsylvania,PA,Biomass,1.328838274
1995,Pennsylvania,PA,Total Renewable,2.423576828
1995,Louisiana,LA,Coal,22.45687793
1995,Louisiana,LA,Hydro,1.126001783
1995,Louisiana,LA,Natural Gas,51.10913915
1995,Louisiana,LA,Nuclear,18.5500842
1995,Louisiana,LA,Petroleum,1.757590883
1995,Louisiana,LA,Biomass,3.12845865
1995,Louisiana,LA,Total Renewable,4.254460433
1995,Rhode Island,RI,Hydro,0.204290661
1995,Rhode Island,RI,Natural Gas,96.30206944
1995,Rhode Island,RI,Petroleum,1.717231335
1995,Rhode Island,RI,Biomass,1.776408562
1995,Rhode Island,RI,Total Renewable,1.980699223
1995,Minnesota,MN,Coal,62.12838119
1995,Minnesota,MN,Hydro,2.431046069
1995,Minnesota,MN,Natural Gas,2.281130916
1995,Minnesota,MN,Nuclear,29.31859602
1995,Minnesota,MN,Petroleum,1.095453434
1995,Minnesota,MN,Wind,0.126180838
1995,Minnesota,MN,Biomass,2.619211526
1995,Minnesota,MN,Total Renewable,5.176438433
1995,Missouri,MO,Coal,81.9531876
1995,Missouri,MO,Hydro,2.919170777
1995,Missouri,MO,Natural Gas,1.587682273
1995,Missouri,MO,Nuclear,12.54064647
1995,Missouri,MO,Petroleum,1.059420041
1995,Missouri,MO,Biomass,0.038766933
1995,Missouri,MO,Total Renewable,2.95793771
1995,Michigan,MI,Coal,62.54445314
1995,Michigan,MI,Hydro,1.486520329
1995,Michigan,MI,Natural Gas,10.77285662
1995,Michigan,MI,Nuclear,22.75441881
1995,Michigan,MI,Petroleum,0.795995243
1995,Michigan,MI,Biomass,2.311311805
1995,Michigan,MI,Total Renewable,3.797832133
1995,Georgia,GA,Coal,62.05342161
1995,Georgia,GA,Hydro,3.890244363
1995,Georgia,GA,Natural Gas,1.353265665
1995,Georgia,GA,Nuclear,28.42141735
1995,Georgia,GA,Petroleum,0.787792974
1995,Georgia,GA,Biomass,2.995647997
1995,Georgia,GA,Total Renewable,6.88589236
1995,Wisconsin,WI,Coal,70.64395797
1995,Wisconsin,WI,Hydro,4.410856632
1995,Wisconsin,WI,Natural Gas,1.870447768
1995,Wisconsin,WI,Nuclear,20.34304351
1995,Wisconsin,WI,Petroleum,0.714283449
1995,Wisconsin,WI,Biomass,2.016327649
1995,Wisconsin,WI,Total Renewable,6.427184282
1995,Montana,MT,Coal,57.52461913
1995,Montana,MT,Hydro,41.39179165
1995,Montana,MT,Natural Gas,0.187733179
1995,Montana,MT,Petroleum,0.647324708
1995,Montana,MT,Biomass,0.215104675
1995,Montana,MT,Total Renewable,41.60689632
1995,Illinois,IL,Coal,43.3315798
1995,Illinois,IL,Hydro,0.083369921
1995,Illinois,IL,Natural Gas,2.673505526
1995,Illinois,IL,Nuclear,52.79291019
1995,Illinois,IL,Petroleum,0.62055485
1995,Illinois,IL,Biomass,0.231086897
1995,Illinois,IL,Total Renewable,0.314456818
1995,Texas,TX,Coal,39.26407945
1995,Texas,TX,Hydro,0.53625744
1995,Texas,TX,Natural Gas,46.27264988
1995,Texas,TX,Nuclear,11.38136011
1995,Texas,TX,Petroleum,0.506174916
1995,Texas,TX,Solar,7.97E-05
1995,Texas,TX,Biomass,0.444581504
1995,Texas,TX,Total Renewable,0.980918595
1995,North Carolina,NC,Coal,57.84392209
1995,North Carolina,NC,Hydro,5.193873528
1995,North Carolina,NC,Natural Gas,0.725989461
1995,North Carolina,NC,Nuclear,33.78363161
1995,North Carolina,NC,Petroleum,0.451215534
1995,North Carolina,NC,Biomass,1.600174519
1995,North Carolina,NC,Total Renewable,6.794048047
1995,South Carolina,SC,Coal,32.54974983
1995,South Carolina,SC,Hydro,4.272632721
1995,South Carolina,SC,Natural Gas,0.852615124
1995,South Carolina,SC,Nuclear,60.77278335
1995,South Carolina,SC,Petroleum,0.318166349
1995,South Carolina,SC,Biomass,2.035698601
1995,South Carolina,SC,Total Renewable,6.308331321
1995,Indiana,IN,Coal,95.90609278
1995,Indiana,IN,Hydro,0.428063852
1995,Indiana,IN,Natural Gas,1.331627885
1995,Indiana,IN,Petroleum,0.313879534
1995,Indiana,IN,Biomass,0.077264966
1995,Indiana,IN,Total Renewable,0.505328818
1995,Tennessee,TN,Coal,69.37411026
1995,Tennessee,TN,Hydro,11.23114105
1995,Tennessee,TN,Natural Gas,0.554170504
1995,Tennessee,TN,Nuclear,18.32295346
1995,Tennessee,TN,Petroleum,0.300224534
1995,Tennessee,TN,Biomass,0.738057666
1995,Tennessee,TN,Total Renewable,11.96919871
1995,West Virginia,WV,Coal,97.73619785
1995,West Virginia,WV,Hydro,1.480900302
1995,West Virginia,WV,Natural Gas,0.264316862
1995,West Virginia,WV,Petroleum,0.264197663
1995,West Virginia,WV,Total Renewable,1.480900302
1995,Vermont,VT,Hydro,18.84971537
1995,Vermont,VT,Natural Gas,0.127769783
1995,Vermont,VT,Nuclear,74.77640773
1995,Vermont,VT,Petroleum,0.26131469
1995,Vermont,VT,Biomass,5.984792431
1995,Vermont,VT,Total Renewable,24.8345078
1995,Ohio,OH,Coal,86.56957805
1995,Ohio,OH,Hydro,0.166653149
1995,Ohio,OH,Natural Gas,0.520167004
1995,Ohio,OH,Nuclear,12.03357288
1995,Ohio,OH,Petroleum,0.236870071
1995,Ohio,OH,Biomass,0.37335613
1995,Ohio,OH,Total Renewable,0.540009279
1995,North Dakota,ND,Coal,91.10345461
1995,North Dakota,ND,Hydro,8.472555761
1995,North Dakota,ND,Natural Gas,-0.001199824
1995,North Dakota,ND,Petroleum,0.198905353
1995,North Dakota,ND,Biomass,0.075709602
1995,North Dakota,ND,Total Renewable,8.548265363
1995,South Dakota,SD,Coal,30.88242086
1995,South Dakota,SD,Hydro,68.20258942
1995,South Dakota,SD,Natural Gas,0.716528407
1995,South Dakota,SD,Petroleum,0.198461312
1995,South Dakota,SD,Total Renewable,68.20258942
1995,Kansas,KS,Coal,67.40365384
1995,Kansas,KS,Hydro,0.029187387
1995,Kansas,KS,Natural Gas,6.180170301
1995,Kansas,KS,Nuclear,26.18946477
1995,Kansas,KS,Petroleum,0.197456033
1995,Kansas,KS,Wind,6.77E-05
1995,Kansas,KS,Total Renewable,0.029255059
1995,Alabama,AL,Coal,65.64126834
1995,Alabama,AL,Hydro,9.032766677
1995,Alabama,AL,Natural Gas,1.457736707
1995,Alabama,AL,Nuclear,19.72855412
1995,Alabama,AL,Petroleum,0.191595413
1995,Alabama,AL,Biomass,3.618171821
1995,Alabama,AL,Total Renewable,12.6509385
1995,Iowa,IA,Coal,84.6251113
1995,Iowa,IA,Hydro,2.886012943
1995,Iowa,IA,Natural Gas,1.38085919
1995,Iowa,IA,Nuclear,10.73282228
1995,Iowa,IA,Petroleum,0.189512089
1995,Iowa,IA,Wind,0.000336662
1995,Iowa,IA,Biomass,0.185345534
1995,Iowa,IA,Total Renewable,3.071695139
1995,Oklahoma,OK,Coal,62.24928996
1995,Oklahoma,OK,Hydro,5.278258926
1995,Oklahoma,OK,Natural Gas,31.7378824
1995,Oklahoma,OK,Petroleum,0.187374091
1995,Oklahoma,OK,Biomass,0.546554757
1995,Oklahoma,OK,Total Renewable,5.824813684
1995,Washington,WA,Coal,5.776012165
1995,Washington,WA,Hydro,80.72612694
1995,Washington,WA,Natural Gas,4.784461347
1995,Washington,WA,Nuclear,6.792604671
1995,Washington,WA,Petroleum,0.175067736
1995,Washington,WA,Biomass,1.206560789
1995,Washington,WA,Total Renewable,81.93268773
1995,Wyoming,WY,Coal,96.88153087
1995,Wyoming,WY,Hydro,1.983779083
1995,Wyoming,WY,Natural Gas,0.801085989
1995,Wyoming,WY,Petroleum,0.174663825
1995,Wyoming,WY,Total Renewable,1.983779083
1995,Arkansas,AR,Coal,51.35659679
1995,Arkansas,AR,Hydro,7.666318626
1995,Arkansas,AR,Natural Gas,9.314166119
1995,Arkansas,AR,Nuclear,27.7745272
1995,Arkansas,AR,Petroleum,0.161188073
1995,Arkansas,AR,Biomass,3.718504545
1995,Arkansas,AR,Total Renewable,11.38482317
1995,Kentucky,KY,Coal,95.7914074
1995,Kentucky,KY,Hydro,3.97312689
1995,Kentucky,KY,Natural Gas,0.078958208
1995,Kentucky,KY,Petroleum,0.151565871
1995,Kentucky,KY,Biomass,0.004941634
1995,Kentucky,KY,Total Renewable,3.978068524
1995,Mississippi,MS,Coal,32.17624211
1995,Mississippi,MS,Natural Gas,33.54341336
1995,Mississippi,MS,Nuclear,27.65038968
1995,Mississippi,MS,Petroleum,0.130361896
1995,Mississippi,MS,Biomass,6.499592955
1995,Mississippi,MS,Total Renewable,6.499592956
1995,Arizona,AZ,Coal,45.7885197
1995,Arizona,AZ,Hydro,11.87776937
1995,Arizona,AZ,Natural Gas,3.142616066
1995,Arizona,AZ,Nuclear,38.67031225
1995,Arizona,AZ,Petroleum,0.118308812
1995,Arizona,AZ,Biomass,0.130151588
1995,Arizona,AZ,Total Renewable,12.00792096
1995,Nebraska,NE,Coal,63.64301324
1995,Nebraska,NE,Hydro,5.63563505
1995,Nebraska,NE,Natural Gas,0.969906301
1995,Nebraska,NE,Nuclear,29.58172326
1995,Nebraska,NE,Petroleum,0.105432673
1995,Nebraska,NE,Biomass,0.064289469
1995,Nebraska,NE,Total Renewable,5.699924519
1995,New Mexico,NM,Coal,87.56430483
1995,New Mexico,NM,Hydro,0.884712525
1995,New Mexico,NM,Natural Gas,11.42762505
1995,New Mexico,NM,Petroleum,0.093010131
1995,New Mexico,NM,Biomass,0.030347463
1995,New Mexico,NM,Total Renewable,0.915059988
1995,Colorado,CO,Coal,85.61215618
1995,Colorado,CO,Hydro,5.983589293
1995,Colorado,CO,Natural Gas,8.020802514
1995,Colorado,CO,Petroleum,0.032882958
1995,Colorado,CO,Biomass,0.09239909
1995,Colorado,CO,Total Renewable,6.075988382
1995,Oregon,OR,Coal,3.429740492
1995,Oregon,OR,Hydro,90.05626199
1995,Oregon,OR,Natural Gas,5.199262671
1995,Oregon,OR,Petroleum,0.011105575
1995,Oregon,OR,Biomass,1.303629274
1995,Oregon,OR,Total Renewable,91.35989126
1995,Idaho,ID,Coal,0.401254411
1995,Idaho,ID,Hydro,92.77923578
1995,Idaho,ID,Natural Gas,1.41238986
1995,Idaho,ID,Petroleum,0.004761662
1995,Idaho,ID,Biomass,4.640154737
1995,Idaho,ID,Total Renewable,97.41939052
1996,California,CA,Coal,1.442850491
1996,California,CA,Geothermal,7.040898328
1996,California,CA,Hydro,25.53379259
1996,California,CA,Natural Gas,36.7528252
1996,California,CA,Nuclear,19.45465975
1996,California,CA,Petroleum,1.616407743
1996,California,CA,Solar,0.297235808
1996,California,CA,Wind,1.756742961
1996,California,CA,Biomass,3.000890021
1996,California,CA,Total Renewable,37.62955971
1996,Nevada,NV,Coal,57.29724092
1996,Nevada,NV,Geothermal,6.077631756
1996,Nevada,NV,Hydro,8.461424853
1996,Nevada,NV,Natural Gas,27.69016038
1996,Nevada,NV,Petroleum,0.375209027
1996,Nevada,NV,Total Renewable,14.53905661
1996,Hawaii,HI,Coal,15.4602878
1996,Hawaii,HI,Geothermal,2.276885712
1996,Hawaii,HI,Hydro,0.978858088
1996,Hawaii,HI,Petroleum,74.92657529
1996,Hawaii,HI,Wind,0.2119705
1996,Hawaii,HI,Biomass,5.577436132
1996,Hawaii,HI,Total Renewable,9.045150431
1996,Utah,UT,Coal,94.38265414
1996,Utah,UT,Geothermal,0.582401097
1996,Utah,UT,Hydro,3.183301241
1996,Utah,UT,Natural Gas,0.982991522
1996,Utah,UT,Petroleum,0.143906895
1996,Utah,UT,Total Renewable,3.765702338
1996,US_TOTAL,US_TOTAL,Coal,52.12246807
1996,US_TOTAL,US_TOTAL,Geothermal,0.416025071
1996,US_TOTAL,US_TOTAL,Hydro,10.07965016
1996,US_TOTAL,US_TOTAL,Natural Gas,13.21227605
1996,US_TOTAL,US_TOTAL,Nuclear,19.59035396
1996,US_TOTAL,US_TOTAL,Petroleum,2.363727937
1996,US_TOTAL,US_TOTAL,Solar,0.015132886
1996,US_TOTAL,US_TOTAL,Wind,0.093899327
1996,US_TOTAL,US_TOTAL,Biomass,1.675624337
1996,US_TOTAL,US_TOTAL,Total Renewable,12.28033178
1996,District of Columbia,DC,Petroleum,100
1996,Connecticut,CT,Coal,19.50549883
1996,Connecticut,CT,Hydro,3.096881275
1996,Connecticut,CT,Natural Gas,9.644275967
1996,Connecticut,CT,Nuclear,30.80060568
1996,Connecticut,CT,Petroleum,26.69456611
1996,Connecticut,CT,Biomass,10.25594073
1996,Connecticut,CT,Total Renewable,13.35282201
1996,Delaware,DE,Coal,49.8140991
1996,Delaware,DE,Natural Gas,30.68302726
1996,Delaware,DE,Petroleum,17.72077517
1996,Massachusetts,MA,Coal,30.51263344
1996,Massachusetts,MA,Hydro,3.131749944
1996,Massachusetts,MA,Natural Gas,31.43147419
1996,Massachusetts,MA,Nuclear,14.02839805
1996,Massachusetts,MA,Petroleum,17.17046837
1996,Massachusetts,MA,Biomass,5.458836772
1996,Massachusetts,MA,Total Renewable,8.590586715
1996,Florida,FL,Coal,42.40764649
1996,Florida,FL,Hydro,0.129012229
1996,Florida,FL,Natural Gas,23.4818805
1996,Florida,FL,Nuclear,15.24391822
1996,Florida,FL,Petroleum,13.99558426
1996,Florida,FL,Biomass,3.500525625
1996,Florida,FL,Total Renewable,3.629537854
1996,Alaska,AK,Coal,6.995326398
1996,Alaska,AK,Hydro,20.65402686
1996,Alaska,AK,Natural Gas,57.90146082
1996,Alaska,AK,Petroleum,12.57447513
1996,Alaska,AK,Biomass,1.874710796
1996,Alaska,AK,Total Renewable,22.52873766
1996,Maine,ME,Coal,3.411740151
1996,Maine,ME,Hydro,27.83775388
1996,Maine,ME,Natural Gas,0.021627959
1996,Maine,ME,Nuclear,33.89507547
1996,Maine,ME,Petroleum,11.12101593
1996,Maine,ME,Biomass,23.67567758
1996,Maine,ME,Total Renewable,51.51343146
1996,New York,NY,Coal,16.70331787
1996,New York,NY,Hydro,21.32967678
1996,New York,NY,Natural Gas,27.5906266
1996,New York,NY,Nuclear,25.95242196
1996,New York,NY,Petroleum,7.158651
1996,New York,NY,Biomass,2.03172792
1996,New York,NY,Total Renewable,23.3614047
1996,New Hampshire,NH,Coal,19.3961737
1996,New Hampshire,NH,Hydro,11.24733051
1996,New Hampshire,NH,Natural Gas,0.012301003
1996,New Hampshire,NH,Nuclear,57.69424816
1996,New Hampshire,NH,Petroleum,5.249428185
1996,New Hampshire,NH,Biomass,6.400518436
1996,New Hampshire,NH,Total Renewable,17.64784894
1996,Mississippi,MS,Coal,38.55480473
1996,Mississippi,MS,Natural Gas,22.94062828
1996,Mississippi,MS,Nuclear,29.49294955
1996,Mississippi,MS,Petroleum,3.820437466
1996,Mississippi,MS,Biomass,5.191179976
1996,Mississippi,MS,Total Renewable,5.191179975
1996,New Jersey,NJ,Coal,20.76459047
1996,New Jersey,NJ,Hydro,0.050463214
1996,New Jersey,NJ,Natural Gas,43.83876185
1996,New Jersey,NJ,Nuclear,29.2388258
1996,New Jersey,NJ,Petroleum,3.29062418
1996,New Jersey,NJ,Biomass,2.686444315
1996,New Jersey,NJ,Total Renewable,2.73690753
1996,Maryland,MD,Coal,60.49105712
1996,Maryland,MD,Hydro,5.310606893
1996,Maryland,MD,Natural Gas,2.134273742
1996,Maryland,MD,Nuclear,26.13261607
1996,Maryland,MD,Petroleum,3.181067928
1996,Maryland,MD,Biomass,1.584868871
1996,Maryland,MD,Total Renewable,6.895475764
1996,Louisiana,LA,Coal,24.05590303
1996,Louisiana,LA,Hydro,1.239934769
1996,Louisiana,LA,Natural Gas,47.03476192
1996,Louisiana,LA,Nuclear,20.27893503
1996,Louisiana,LA,Petroleum,2.191214663
1996,Louisiana,LA,Biomass,3.735227534
1996,Louisiana,LA,Total Renewable,4.975162303
1996,Virginia,VA,Coal,48.55637242
1996,Virginia,VA,Hydro,2.135435067
1996,Virginia,VA,Natural Gas,5.878973815
1996,Virginia,VA,Nuclear,39.29476507
1996,Virginia,VA,Petroleum,1.906337662
1996,Virginia,VA,Biomass,3.46816742
1996,Virginia,VA,Total Renewable,5.603602487
1996,Pennsylvania,PA,Coal,57.95496213
1996,Pennsylvania,PA,Hydro,1.569832086
1996,Pennsylvania,PA,Natural Gas,1.612060101
1996,Pennsylvania,PA,Nuclear,35.79043061
1996,Pennsylvania,PA,Petroleum,1.871555172
1996,Pennsylvania,PA,Biomass,1.264137615
1996,Pennsylvania,PA,Total Renewable,2.833969701
1996,Rhode Island,RI,Hydro,0.134286939
1996,Rhode Island,RI,Natural Gas,96.86308458
1996,Rhode Island,RI,Petroleum,1.781895836
1996,Rhode Island,RI,Biomass,1.220732649
1996,Rhode Island,RI,Total Renewable,1.355019588
1996,Montana,MT,Coal,46.43704081
1996,Montana,MT,Hydro,51.40184276
1996,Montana,MT,Natural Gas,0.205865503
1996,Montana,MT,Petroleum,1.657938494
1996,Montana,MT,Biomass,0.196460726
1996,Montana,MT,Total Renewable,51.59830349
1996,Minnesota,MN,Coal,64.1182154
1996,Minnesota,MN,Hydro,2.677996399
1996,Minnesota,MN,Natural Gas,1.774639527
1996,Minnesota,MN,Nuclear,27.28524232
1996,Minnesota,MN,Petroleum,1.470261563
1996,Minnesota,MN,Wind,0.112654542
1996,Minnesota,MN,Biomass,2.560990248
1996,Minnesota,MN,Total Renewable,5.351641189
1996,Georgia,GA,Coal,61.57586345
1996,Georgia,GA,Hydro,4.485197624
1996,Georgia,GA,Natural Gas,0.976780674
1996,Georgia,GA,Nuclear,28.68576422
1996,Georgia,GA,Petroleum,0.983404521
1996,Georgia,GA,Biomass,2.995610402
1996,Georgia,GA,Total Renewable,7.480808026
1996,Michigan,MI,Coal,60.32098474
1996,Michigan,MI,Hydro,1.585102919
1996,Michigan,MI,Natural Gas,11.56666512
1996,Michigan,MI,Nuclear,23.84444206
1996,Michigan,MI,Petroleum,0.740100884
1996,Michigan,MI,Biomass,2.446478288
1996,Michigan,MI,Total Renewable,4.031581207
1996,Wisconsin,WI,Coal,72.16361092
1996,Wisconsin,WI,Hydro,4.954292752
1996,Wisconsin,WI,Natural Gas,1.547036033
1996,Wisconsin,WI,Nuclear,18.5993677
1996,Wisconsin,WI,Petroleum,0.668471385
1996,Wisconsin,WI,Biomass,2.066403459
1996,Wisconsin,WI,Total Renewable,7.020696212
1996,Texas,TX,Coal,41.29793241
1996,Texas,TX,Hydro,0.29179058
1996,Texas,TX,Natural Gas,45.00182282
1996,Texas,TX,Nuclear,10.87297948
1996,Texas,TX,Petroleum,0.581202676
1996,Texas,TX,Solar,7.90E-05
1996,Texas,TX,Wind,0.025101769
1996,Texas,TX,Biomass,0.414764379
1996,Texas,TX,Total Renewable,0.731735768
1996,Illinois,IL,Coal,49.64907001
1996,Illinois,IL,Hydro,0.071472846
1996,Illinois,IL,Natural Gas,1.904630277
1996,Illinois,IL,Nuclear,47.23003141
1996,Illinois,IL,Petroleum,0.561663838
1996,Illinois,IL,Biomass,0.312716122
1996,Illinois,IL,Total Renewable,0.384188968
1996,Indiana,IN,Coal,95.9481421
1996,Indiana,IN,Hydro,0.407966719
1996,Indiana,IN,Natural Gas,1.13389551
1996,Indiana,IN,Petroleum,0.54687762
1996,Indiana,IN,Biomass,0.094762519
1996,Indiana,IN,Total Renewable,0.502729238
1996,North Carolina,NC,Coal,61.79388942
1996,North Carolina,NC,Hydro,5.305077399
1996,North Carolina,NC,Natural Gas,0.419026262
1996,North Carolina,NC,Nuclear,30.05246068
1996,North Carolina,NC,Petroleum,0.488272754
1996,North Carolina,NC,Biomass,1.415580194
1996,North Carolina,NC,Total Renewable,6.720657593
1996,Kansas,KS,Coal,74.4644881
1996,Kansas,KS,Hydro,0.027462213
1996,Kansas,KS,Natural Gas,4.566861639
1996,Kansas,KS,Nuclear,20.54187561
1996,Kansas,KS,Petroleum,0.399312446
1996,Kansas,KS,Total Renewable,0.027462213
1996,South Carolina,SC,Coal,39.18228178
1996,South Carolina,SC,Hydro,3.86075905
1996,South Carolina,SC,Natural Gas,0.24924414
1996,South Carolina,SC,Nuclear,55.31526338
1996,South Carolina,SC,Petroleum,0.354465066
1996,South Carolina,SC,Biomass,1.968492451
1996,South Carolina,SC,Total Renewable,5.829251501
1996,North Dakota,ND,Coal,89.30684094
1996,North Dakota,ND,Hydro,10.19419907
1996,North Dakota,ND,Natural Gas,0.00113561
1996,North Dakota,ND,Petroleum,0.330074358
1996,North Dakota,ND,Biomass,0.025491378
1996,North Dakota,ND,Total Renewable,10.21969045
1996,Tennessee,TN,Coal,62.06918606
1996,Tennessee,TN,Hydro,12.44755563
1996,Tennessee,TN,Natural Gas,0.271380345
1996,Tennessee,TN,Nuclear,24.88455247
1996,Tennessee,TN,Petroleum,0.282321227
1996,Tennessee,TN,Biomass,0.627018186
1996,Tennessee,TN,Total Renewable,13.07457381
1996,Oklahoma,OK,Coal,66.8366152
1996,Oklahoma,OK,Hydro,4.161602342
1996,Oklahoma,OK,Natural Gas,28.2966124
1996,Oklahoma,OK,Petroleum,0.270408925
1996,Oklahoma,OK,Biomass,0.471735376
1996,Oklahoma,OK,Total Renewable,4.633337718
1996,West Virginia,WV,Coal,97.67849595
1996,West Virginia,WV,Hydro,1.633382998
1996,West Virginia,WV,Natural Gas,0.207576675
1996,West Virginia,WV,Petroleum,0.265472663
1996,West Virginia,WV,Total Renewable,1.633382998
1996,Alabama,AL,Coal,60.99424505
1996,Alabama,AL,Hydro,9.12295664
1996,Alabama,AL,Natural Gas,1.55115983
1996,Alabama,AL,Nuclear,24.45609869
1996,Alabama,AL,Petroleum,0.259628256
1996,Alabama,AL,Biomass,3.363134189
1996,Alabama,AL,Total Renewable,12.48609083
1996,Arkansas,AR,Coal,52.97964227
1996,Arkansas,AR,Hydro,6.075927688
1996,Arkansas,AR,Natural Gas,8.24123477
1996,Arkansas,AR,Nuclear,29.01507103
1996,Arkansas,AR,Petroleum,0.247551987
1996,Arkansas,AR,Biomass,3.440572263
1996,Arkansas,AR,Total Renewable,9.51649995
1996,Ohio,OH,Coal,89.06357263
1996,Ohio,OH,Hydro,0.275105002
1996,Ohio,OH,Natural Gas,0.284046603
1996,Ohio,OH,Nuclear,9.636983167
1996,Ohio,OH,Petroleum,0.210383454
1996,Ohio,OH,Biomass,0.407700332
1996,Ohio,OH,Total Renewable,0.682805333
1996,Iowa,IA,Coal,84.58956923
1996,Iowa,IA,Hydro,2.696368823
1996,Iowa,IA,Natural Gas,1.007440049
1996,Iowa,IA,Nuclear,11.31100507
1996,Iowa,IA,Petroleum,0.194314475
1996,Iowa,IA,Wind,0.000311341
1996,Iowa,IA,Biomass,0.200991016
1996,Iowa,IA,Total Renewable,2.897671181
1996,Missouri,MO,Coal,84.28673111
1996,Missouri,MO,Hydro,1.92849273
1996,Missouri,MO,Natural Gas,0.628521889
1996,Missouri,MO,Nuclear,13.05056823
1996,Missouri,MO,Petroleum,0.163245557
1996,Missouri,MO,Biomass,0.052572917
1996,Missouri,MO,Total Renewable,1.981065647
1996,Washington,WA,Coal,6.798629697
1996,Washington,WA,Hydro,83.02663571
1996,Washington,WA,Natural Gas,3.967083352
1996,Washington,WA,Nuclear,4.709327465
1996,Washington,WA,Petroleum,0.157794495
1996,Washington,WA,Biomass,1.085870794
1996,Washington,WA,Total Renewable,84.11250651
1996,Kentucky,KY,Coal,95.71759725
1996,Kentucky,KY,Hydro,3.953745621
1996,Kentucky,KY,Natural Gas,0.165047069
1996,Kentucky,KY,Petroleum,0.153127003
1996,Kentucky,KY,Biomass,0.010483055
1996,Kentucky,KY,Total Renewable,3.964228676
1996,Wyoming,WY,Coal,95.80011534
1996,Wyoming,WY,Hydro,2.970189812
1996,Wyoming,WY,Natural Gas,0.911306512
1996,Wyoming,WY,Petroleum,0.151719247
1996,Wyoming,WY,Total Renewable,2.970189812
1996,Arizona,AZ,Coal,43.30838018
1996,Arizona,AZ,Hydro,12.85936697
1996,Arizona,AZ,Natural Gas,3.009402662
1996,Arizona,AZ,Nuclear,40.24793839
1996,Arizona,AZ,Petroleum,0.09742541
1996,Arizona,AZ,Biomass,0.107103754
1996,Arizona,AZ,Total Renewable,12.96647073
1996,New Mexico,NM,Coal,87.38743933
1996,New Mexico,NM,Hydro,0.701226639
1996,New Mexico,NM,Natural Gas,11.78776173
1996,New Mexico,NM,Petroleum,0.090834974
1996,New Mexico,NM,Biomass,0.032737327
1996,New Mexico,NM,Total Renewable,0.733963965
1996,South Dakota,SD,Coal,20.16536605
1996,South Dakota,SD,Hydro,79.25146882
1996,South Dakota,SD,Natural Gas,0.494006024
1996,South Dakota,SD,Petroleum,0.089159107
1996,South Dakota,SD,Total Renewable,79.25146882
1996,Nebraska,NE,Coal,58.74351201
1996,Nebraska,NE,Hydro,5.856870374
1996,Nebraska,NE,Natural Gas,0.708808553
1996,Nebraska,NE,Nuclear,34.57561447
1996,Nebraska,NE,Petroleum,0.073024461
1996,Nebraska,NE,Biomass,0.042170137
1996,Nebraska,NE,Total Renewable,5.899040511
1996,Vermont,VT,Hydro,23.01601142
1996,Vermont,VT,Natural Gas,0.001813044
1996,Vermont,VT,Nuclear,71.00384122
1996,Vermont,VT,Petroleum,0.070222737
1996,Vermont,VT,Biomass,5.908111577
1996,Vermont,VT,Total Renewable,28.924123
1996,Colorado,CO,Coal,86.66792955
1996,Colorado,CO,Hydro,4.901716223
1996,Colorado,CO,Natural Gas,8.615755132
1996,Colorado,CO,Petroleum,0.048886081
1996,Colorado,CO,Biomass,0.089085492
1996,Colorado,CO,Total Renewable,4.990801716
1996,Oregon,OR,Coal,3.421119995
1996,Oregon,OR,Hydro,88.03155522
1996,Oregon,OR,Natural Gas,7.470289114
1996,Oregon,OR,Petroleum,0.01559836
1996,Oregon,OR,Biomass,1.061437307
1996,Oregon,OR,Total Renewable,89.09299253
1996,Idaho,ID,Coal,0.213359898
