Year,Name,State,Source,Percent
2009,New York,NY,Coal,9.582290873
2009,New York,NY,Hydro,20.73976112
2009,New York,NY,Natural Gas,31.37771267
2009,New York,NY,Nuclear,32.65823085
2009,New York,NY,Petroleum,1.98895611
2009,New York,NY,Wind,1.702087599
2009,New York,NY,Biomass,1.652767488
2009,New York,NY,Total Renewable,24.09461621
2009,Montana,MT,Coal,58.44133519
2009,Montana,MT,Hydro,35.58579831
2009,Montana,MT,Natural Gas,0.291104599
2009,Montana,MT,Petroleum,1.835952028
2009,Montana,MT,Wind,3.073155931
2009,Montana,MT,Biomass,0.354295432
2009,Montana,MT,Total Renewable,39.01324967
2009,Virginia,VA,Coal,36.52758753
2009,Virginia,VA,Hydro,2.109855038
2009,Virginia,VA,Natural Gas,17.41013742
2009,Virginia,VA,Nuclear,40.25602213
2009,Virginia,VA,Petroleum,1.551980502
2009,Virginia,VA,Biomass,3.449554412
2009,Virginia,VA,Total Renewable,5.55940945
2009,Wisconsin,WI,Coal,62.17574959
2009,Wisconsin,WI,Hydro,2.32489969
2009,Wisconsin,WI,Natural Gas,9.146474278
2009,Wisconsin,WI,Nuclear,21.15301841
2009,Wisconsin,WI,Petroleum,1.188229102
2009,Wisconsin,WI,Wind,1.754472135
2009,Wisconsin,WI,Biomass,2.148682784
2009,Wisconsin,WI,Total Renewable,6.228054609
2009,Ohio,OH,Coal,83.55632963
2009,Ohio,OH,Hydro,0.387791261
2009,Ohio,OH,Natural Gas,3.417185915
2009,Ohio,OH,Nuclear,11.17353138
2009,Ohio,OH,Petroleum,0.963877457
2009,Ohio,OH,Wind,0.010371061
2009,Ohio,OH,Biomass,0.455062808
2009,Ohio,OH,Total Renewable,0.853225131
2009,Connecticut,CT,Coal,7.862204531
2009,Connecticut,CT,Hydro,1.632834632
2009,Connecticut,CT,Natural Gas,31.43395891
2009,Connecticut,CT,Nuclear,53.37839999
2009,Connecticut,CT,Petroleum,0.95775131
2009,Connecticut,CT,Biomass,2.431342057
2009,Connecticut,CT,Total Renewable,4.064176689
2009,New Hampshire,NH,Coal,14.3109033
2009,New Hampshire,NH,Hydro,8.33406979
2009,New Hampshire,NH,Natural Gas,26.49436955
2009,New Hampshire,NH,Nuclear,43.72455691
2009,New Hampshire,NH,Petroleum,0.907954237
2009,New Hampshire,NH,Wind,0.309842402
2009,New Hampshire,NH,Biomass,5.631085747
2009,New Hampshire,NH,Total Renewable,14.27499794
2009,Maryland,MD,Coal,55.19688802
2009,Maryland,MD,Hydro,4.31473729
2009,Maryland,MD,Natural Gas,4.038496367
2009,Maryland,MD,Nuclear,33.23854904
2009,Maryland,MD,Petroleum,0.753629391
2009,Maryland,MD,Biomass,1.258209283
2009,Maryland,MD,Total Renewable,5.572946574
2009,South Carolina,SC,Coal,34.43430177
2009,South Carolina,SC,Hydro,2.329082328
2009,South Carolina,SC,Natural Gas,9.767935608
2009,South Carolina,SC,Nuclear,52.0843754
2009,South Carolina,SC,Petroleum,0.522827924
2009,South Carolina,SC,Biomass,1.74578029
2009,South Carolina,SC,Total Renewable,4.074862618
2009,Georgia,GA,Coal,53.98529349
2009,Georgia,GA,Hydro,2.532808184
2009,Georgia,GA,Natural Gas,15.93318396
2009,Georgia,GA,Nuclear,24.61769914
2009,Georgia,GA,Petroleum,0.504803573
2009,Georgia,GA,Biomass,2.195186208
2009,Georgia,GA,Total Renewable,4.727994392
2009,New Jersey,NJ,Coal,8.250713111
2009,New Jersey,NJ,Hydro,0.051901564
2009,New Jersey,NJ,Natural Gas,33.36770195
2009,New Jersey,NJ,Nuclear,55.53675117
2009,New Jersey,NJ,Petroleum,0.4500654
2009,New Jersey,NJ,Solar,0.017322093
2009,New Jersey,NJ,Wind,0.033841742
2009,New Jersey,NJ,Biomass,1.50167836
2009,New Jersey,NJ,Total Renewable,1.604743759
2009,Pennsylvania,PA,Coal,48.05302366
2009,Pennsylvania,PA,Hydro,1.222283887
2009,Pennsylvania,PA,Natural Gas,13.31000831
2009,Pennsylvania,PA,Nuclear,35.22963301
2009,Pennsylvania,PA,Petroleum,0.416903451
2009,Pennsylvania,PA,Solar,0.001622808
2009,Pennsylvania,PA,Wind,0.489661449
2009,Pennsylvania,PA,Biomass,1.03581683
2009,Pennsylvania,PA,Total Renewable,2.749384973
2009,Michigan,MI,Coal,66.05332244
2009,Michigan,MI,Hydro,1.355623208
2009,Michigan,MI,Natural Gas,8.319500274
2009,Michigan,MI,Nuclear,21.59135034
2009,Michigan,MI,Petroleum,0.394504667
2009,Michigan,MI,Wind,0.296605013
2009,Michigan,MI,Biomass,2.295408305
2009,Michigan,MI,Total Renewable,3.947636526
2009,Texas,TX,Coal,35.02463152
2009,Texas,TX,Hydro,0.258998014
2009,Texas,TX,Natural Gas,47.60366541
2009,Texas,TX,Nuclear,10.44838114
2009,Texas,TX,Petroleum,0.35365546
2009,Texas,TX,Wind,5.042225843
2009,Texas,TX,Biomass,0.271515642
2009,Texas,TX,Total Renewable,5.5727395
2009,Kansas,KS,Coal,69.07648359
2009,Kansas,KS,Hydro,0.027418034
2009,Kansas,KS,Natural Gas,5.717748333
2009,Kansas,KS,Nuclear,18.78546209
2009,Kansas,KS,Petroleum,0.258714577
2009,Kansas,KS,Wind,6.134173376
2009,Kansas,KS,Total Renewable,6.16159141
2009,North Carolina,NC,Coal,54.96512917
2009,North Carolina,NC,Hydro,4.36734264
2009,North Carolina,NC,Natural Gas,4.09761964
2009,North Carolina,NC,Nuclear,34.49759894
2009,North Carolina,NC,Petroleum,0.250709831
2009,North Carolina,NC,Solar,0.003853644
2009,North Carolina,NC,Biomass,1.595205157
2009,North Carolina,NC,Total Renewable,5.966401442
2009,West Virginia,WV,Coal,96.18180558
2009,West Virginia,WV,Hydro,2.325329954
2009,West Virginia,WV,Natural Gas,0.154607394
2009,West Virginia,WV,Petroleum,0.239208797
2009,West Virginia,WV,Wind,1.04890171
2009,West Virginia,WV,Biomass,-0.001183908
2009,West Virginia,WV,Total Renewable,3.373047756
2009,Tennessee,TN,Coal,52.22637326
2009,Tennessee,TN,Hydro,12.81028666
2009,Tennessee,TN,Natural Gas,0.513468357
2009,Tennessee,TN,Nuclear,33.82219419
2009,Tennessee,TN,Petroleum,0.234492342
2009,Tennessee,TN,Wind,0.064913471
2009,Tennessee,TN,Biomass,1.127390959
2009,Tennessee,TN,Total Renewable,14.00259109
2009,Rhode Island,RI,Hydro,0.061531873
2009,Rhode Island,RI,Natural Gas,97.83721182
2009,Rhode Island,RI,Petroleum,0.222572323
2009,Rhode Island,RI,Biomass,1.878696979
2009,Rhode Island,RI,Total Renewable,1.940228853
2009,Iowa,IA,Coal,72.0235068
2009,Iowa,IA,Hydro,1.87266452
2009,Iowa,IA,Natural Gas,2.283485464
2009,Iowa,IA,Nuclear,9.022223903
2009,Iowa,IA,Petroleum,0.164386611
2009,Iowa,IA,Wind,14.30873696
2009,Iowa,IA,Biomass,0.32410489
2009,Iowa,IA,Total Renewable,16.50550637
2009,Arkansas,AR,Coal,43.64120558
2009,Arkansas,AR,Hydro,7.297025732
2009,Arkansas,AR,Natural Gas,19.5298548
2009,Arkansas,AR,Nuclear,26.40195431
2009,Arkansas,AR,Petroleum,0.153974036
2009,Arkansas,AR,Biomass,2.759508166
2009,Arkansas,AR,Total Renewable,10.0565339
2009,Alabama,AL,Coal,38.81784801
2009,Alabama,AL,Hydro,8.750357299
2009,Alabama,AL,Natural Gas,22.07040612
2009,Alabama,AL,Nuclear,27.72402349
2009,Alabama,AL,Petroleum,0.153064918
2009,Alabama,AL,Biomass,2.128962454
2009,Alabama,AL,Total Renewable,10.87931975
2009,Indiana,IN,Coal,92.83572303
2009,Indiana,IN,Hydro,0.431532349
2009,Indiana,IN,Natural Gas,3.282462337
2009,Indiana,IN,Petroleum,0.134358982
2009,Indiana,IN,Wind,1.202698751
2009,Indiana,IN,Biomass,0.259401109
2009,Indiana,IN,Total Renewable,1.893632209
2009,North Dakota,ND,Coal,86.57901999
2009,North Dakota,ND,Hydro,4.314045074
2009,North Dakota,ND,Natural Gas,0.048560572
2009,North Dakota,ND,Petroleum,0.13163933
2009,North Dakota,ND,Wind,8.765613126
2009,North Dakota,ND,Biomass,0.033839753
2009,North Dakota,ND,Total Renewable,13.11349795
2009,Minnesota,MN,Coal,55.87005708
2009,Minnesota,MN,Hydro,1.541359307
2009,Minnesota,MN,Natural Gas,5.422714296
2009,Minnesota,MN,Nuclear,23.61018946
2009,Minnesota,MN,Petroleum,0.124322159
2009,Minnesota,MN,Wind,9.626298361
2009,Minnesota,MN,Biomass,3.207421784
2009,Minnesota,MN,Total Renewable,14.37507945
2009,New Mexico,NM,Coal,73.39078289
2009,New Mexico,NM,Hydro,0.6829679
2009,New Mexico,NM,Natural Gas,21.83041537
2009,New Mexico,NM,Petroleum,0.112447998
2009,New Mexico,NM,Wind,3.89853502
2009,New Mexico,NM,Biomass,0.084850815
2009,New Mexico,NM,Total Renewable,4.666353736
2009,Wyoming,WY,Coal,91.14704375
2009,Wyoming,WY,Hydro,2.099909944
2009,Wyoming,WY,Natural Gas,1.06022671
2009,Wyoming,WY,Petroleum,0.109019898
2009,Wyoming,WY,Wind,4.836504696
2009,Wyoming,WY,Total Renewable,6.93641464
2009,South Dakota,SD,Coal,39.25261797
2009,South Dakota,SD,Hydro,54.07715776
2009,South Dakota,SD,Natural Gas,0.980097556
2009,South Dakota,SD,Petroleum,0.101506357
2009,South Dakota,SD,Wind,5.13608745
2009,South Dakota,SD,Biomass,0.070456636
2009,South Dakota,SD,Total Renewable,59.28370185
2009,Missouri,MO,Coal,81.05011606
2009,Missouri,MO,Hydro,2.056146193
2009,Missouri,MO,Natural Gas,3.866514796
2009,Missouri,MO,Nuclear,11.59775953
2009,Missouri,MO,Petroleum,0.099054633
2009,Missouri,MO,Wind,0.565198477
2009,Missouri,MO,Biomass,0.085369952
2009,Missouri,MO,Total Renewable,2.706714623
2009,Nebraska,NE,Coal,68.67200213
2009,Nebraska,NE,Hydro,1.275487846
2009,Nebraska,NE,Natural Gas,0.916363713
2009,Nebraska,NE,Nuclear,27.7488735
2009,Nebraska,NE,Petroleum,0.067258022
2009,Nebraska,NE,Wind,1.125331496
2009,Nebraska,NE,Biomass,0.194680343
2009,Nebraska,NE,Total Renewable,2.595499686
2009,Illinois,IL,Coal,46.40711753
2009,Illinois,IL,Hydro,0.070348156
2009,Illinois,IL,Natural Gas,2.318487044
2009,Illinois,IL,Nuclear,49.24779443
2009,Illinois,IL,Petroleum,0.058046256
2009,Illinois,IL,Solar,8.25E-06
2009,Illinois,IL,Wind,1.454383902
2009,Illinois,IL,Biomass,0.366340678
2009,Illinois,IL,Total Renewable,1.891080989
2009,Arizona,AZ,Coal,35.46161805
2009,Arizona,AZ,Hydro,5.740174375
2009,Arizona,AZ,Natural Gas,31.0250801
2009,Arizona,AZ,Nuclear,27.38368197
2009,Arizona,AZ,Petroleum,0.055995624
2009,Arizona,AZ,Solar,0.012632707
2009,Arizona,AZ,Wind,0.026386238
2009,Arizona,AZ,Biomass,0.141671188
2009,Arizona,AZ,Total Renewable,5.920864508
2009,Washington,WA,Coal,7.1578094
2009,Washington,WA,Hydro,69.81201412
2009,Washington,WA,Natural Gas,11.45891238
2009,Washington,WA,Nuclear,6.350153685
2009,Washington,WA,Petroleum,0.051310359
2009,Washington,WA,Wind,3.419624248
2009,Washington,WA,Biomass,1.409192233
2009,Washington,WA,Total Renewable,74.6408306
2009,Mississippi,MS,Coal,26.60629808
2009,Mississippi,MS,Natural Gas,47.77533884
2009,Mississippi,MS,Nuclear,22.58353154
2009,Mississippi,MS,Petroleum,0.034087257
2009,Mississippi,MS,Biomass,2.92450842
2009,Mississippi,MS,Total Renewable,2.924508419
2009,Vermont,VT,Hydro,20.4031035
2009,Vermont,VT,Natural Gas,0.06084576
2009,Vermont,VT,Nuclear,73.61098371
2009,Vermont,VT,Petroleum,0.033491945
2009,Vermont,VT,Wind,0.159138234
2009,Vermont,VT,Biomass,5.732436846
2009,Vermont,VT,Total Renewable,26.29467858
2009,Colorado,CO,Coal,62.56388291
2009,Colorado,CO,Hydro,3.729236622
2009,Colorado,CO,Natural Gas,27.3702451
2009,Colorado,CO,Petroleum,0.026604859
2009,Colorado,CO,Solar,0.050597287
2009,Colorado,CO,Wind,6.256850459
2009,Colorado,CO,Biomass,0.1118381
2009,Colorado,CO,Total Renewable,10.14852247
2009,Oregon,OR,Coal,5.639184563
2009,Oregon,OR,Hydro,58.26956114
2009,Oregon,OR,Natural Gas,28.45864772
2009,Oregon,OR,Petroleum,0.014032245
2009,Oregon,OR,Wind,6.120412082
2009,Oregon,OR,Biomass,1.415947927
2009,Oregon,OR,Total Renewable,65.80592115
2009,Oklahoma,OK,Coal,45.37172614
2009,Oklahoma,OK,Hydro,4.732548309
2009,Oklahoma,OK,Natural Gas,46.13396981
2009,Oklahoma,OK,Petroleum,0.012606104
2009,Oklahoma,OK,Wind,3.594396826
2009,Oklahoma,OK,Biomass,0.30782446
2009,Oklahoma,OK,Total Renewable,8.634769596
2010,California,CA,Coal,1.028886647
2010,California,CA,Geothermal,6.172718291
2010,California,CA,Hydro,16.37759823
2010,California,CA,Natural Gas,52.67458619
2010,California,CA,Nuclear,15.77497268
2010,California,CA,Petroleum,0.51893982
2010,California,CA,Solar,0.376891
2010,California,CA,Wind,2.977888182
2010,California,CA,Biomass,2.940180025
2010,California,CA,Total Renewable,28.84527573
2010,Nevada,NV,Coal,19.90910097
2010,Nevada,NV,Geothermal,5.888907402
2010,Nevada,NV,Hydro,6.138054907
2010,Nevada,NV,Natural Gas,67.39892122
2010,Nevada,NV,Petroleum,0.031747343
2010,Nevada,NV,Solar,0.617183945
2010,Nevada,NV,Total Renewable,12.64414625
2010,Hawaii,HI,Coal,14.26271563
2010,Hawaii,HI,Geothermal,1.851184326
2010,Hawaii,HI,Hydro,0.649896327
2010,Hawaii,HI,Petroleum,74.63372215
2010,Hawaii,HI,Solar,0.016334386
2010,Hawaii,HI,Wind,2.409737288
2010,Hawaii,HI,Biomass,2.616113538
2010,Hawaii,HI,Total Renewable,7.543265822
2010,Utah,UT,Coal,80.61014186
2010,Utah,UT,Geothermal,0.655510599
2010,Utah,UT,Hydro,1.64620738
2010,Utah,UT,Natural Gas,15.27927704
2010,Utah,UT,Petroleum,0.119189985
2010,Utah,UT,Wind,1.059613809
2010,Utah,UT,Biomass,0.133346414
2010,Utah,UT,Total Renewable,3.494678203
2010,Idaho,ID,Coal,0.734147201
2010,Idaho,ID,Geothermal,0.597452016
2010,Idaho,ID,Hydro,76.12952952
2010,Idaho,ID,Natural Gas,14.04817672
2010,Idaho,ID,Petroleum,0.000615407
2010,Idaho,ID,Wind,3.6653803
2010,Idaho,ID,Biomass,4.169989033
2010,Idaho,ID,Total Renewable,84.56235087
2010,US_TOTAL,US_TOTAL,Coal,44.78214436
2010,US_TOTAL,US_TOTAL,Geothermal,0.368945261
2010,US_TOTAL,US_TOTAL,Hydro,6.307861592
2010,US_TOTAL,US_TOTAL,Natural Gas,23.94382768
2010,US_TOTAL,US_TOTAL,Nuclear,19.56258384
2010,US_TOTAL,US_TOTAL,Petroleum,0.898435754
2010,US_TOTAL,US_TOTAL,Solar,0.029385804
2010,US_TOTAL,US_TOTAL,Wind,2.294566584
2010,US_TOTAL,US_TOTAL,Biomass,1.359722485
2010,US_TOTAL,US_TOTAL,Total Renewable,10.36048173
2010,District of Columbia,DC,Petroleum,100
2010,Alaska,AK,Coal,9.178726595
2010,Alaska,AK,Hydro,21.20164046
2010,Alaska,AK,Natural Gas,55.47720745
2010,Alaska,AK,Petroleum,13.86264464
2010,Alaska,AK,Wind,0.186505781
2010,Alaska,AK,Biomass,0.093260287
2010,Alaska,AK,Total Renewable,21.48140653
2010,Florida,FL,Coal,26.1451313
2010,Florida,FL,Hydro,0.07746711
2010,Florida,FL,Natural Gas,56.14863965
2010,Florida,FL,Nuclear,10.44799071
2010,Florida,FL,Petroleum,3.981954983
2010,Florida,FL,Solar,0.035111928
2010,Florida,FL,Biomass,1.923335742
2010,Florida,FL,Total Renewable,2.03591478
2010,Louisiana,LA,Coal,23.25291632
2010,Louisiana,LA,Hydro,1.077702917
2010,Louisiana,LA,Natural Gas,49.90436793
2010,Louisiana,LA,Nuclear,18.11669133
2010,Louisiana,LA,Petroleum,3.188847658
2010,Louisiana,LA,Biomass,2.398578451
2010,Louisiana,LA,Total Renewable,3.476281368
2010,Kentucky,KY,Coal,92.70619953
2010,Kentucky,KY,Hydro,2.627069361
2010,Kentucky,KY,Natural Gas,1.874111069
2010,Kentucky,KY,Petroleum,2.326314887
2010,Kentucky,KY,Biomass,0.447856331
2010,Kentucky,KY,Total Renewable,3.074925692
2010,Virginia,VA,Coal,34.89167817
2010,Virginia,VA,Hydro,2.055988576
2010,Virginia,VA,Natural Gas,23.29717782
2010,Virginia,VA,Nuclear,36.41659532
2010,Virginia,VA,Petroleum,1.771856646
2010,Virginia,VA,Biomass,3.042012894
2010,Virginia,VA,Total Renewable,5.098001471
2010,Maine,ME,Coal,0.512337634
2010,Maine,ME,Hydro,22.38943019
2010,Maine,ME,Natural Gas,49.2024989
2010,Maine,ME,Petroleum,1.600008461
2010,Maine,ME,Wind,2.933239162
2010,Maine,ME,Biomass,21.46517411
2010,Maine,ME,Total Renewable,46.78784346
2010,New York,NY,Coal,9.917203541
2010,New York,NY,Hydro,18.59768501
2010,New York,NY,Natural Gas,35.71477386
2010,New York,NY,Nuclear,30.57026093
2010,New York,NY,Petroleum,1.463895143
2010,New York,NY,Wind,1.895533475
2010,New York,NY,Biomass,1.619719049
2010,New York,NY,Total Renewable,22.11293754
2010,Montana,MT,Coal,62.43671239
2010,Montana,MT,Hydro,31.60217784
2010,Montana,MT,Natural Gas,0.191707741
2010,Montana,MT,Petroleum,1.371214522
2010,Montana,MT,Wind,3.122511323
2010,Montana,MT,Biomass,0.325344604
2010,Montana,MT,Total Renewable,35.05003377
2010,Connecticut,CT,Coal,7.809380634
2010,Connecticut,CT,Hydro,1.171428535
2010,Connecticut,CT,Natural Gas,35.12984839
2010,Connecticut,CT,Nuclear,50.22636688
2010,Connecticut,CT,Petroleum,1.22619677
2010,Connecticut,CT,Biomass,2.217896136
2010,Connecticut,CT,Total Renewable,3.389324671
2010,Wisconsin,WI,Coal,62.45714954
2010,Wisconsin,WI,Hydro,3.283654881
2010,Wisconsin,WI,Natural Gas,8.546830043
2010,Wisconsin,WI,Nuclear,20.65013086
2010,Wisconsin,WI,Petroleum,1.116866082
2010,Wisconsin,WI,Wind,1.692419794
2010,Wisconsin,WI,Biomass,2.154259659
2010,Wisconsin,WI,Total Renewable,7.130334333
2010,Ohio,OH,Coal,82.05388131
2010,Ohio,OH,Hydro,0.298766691
2010,Ohio,OH,Natural Gas,4.963747595
2010,Ohio,OH,Nuclear,11.00625768
2010,Ohio,OH,Petroleum,1.00448517
2010,Ohio,OH,Solar,0.008947179
2010,Ohio,OH,Wind,0.008757762
2010,Ohio,OH,Biomass,0.469827865
2010,Ohio,OH,Total Renewable,0.786299496
2010,Delaware,DE,Coal,45.6384509
2010,Delaware,DE,Natural Gas,50.90909252
2010,Delaware,DE,Petroleum,0.996775738
2010,Delaware,DE,Wind,0.045418643
2010,Delaware,DE,Biomass,2.410262197
2010,Delaware,DE,Total Renewable,2.45568084
2010,Maryland,MD,Coal,54.2758312
2010,Maryland,MD,Hydro,3.823665709
2010,Maryland,MD,Natural Gas,6.643340431
2010,Maryland,MD,Nuclear,32.09086449
2010,Maryland,MD,Petroleum,0.739413507
2010,Maryland,MD,Solar,0.000183456
2010,Maryland,MD,Wind,0.003426035
2010,Maryland,MD,Biomass,1.311916748
2010,Maryland,MD,Total Renewable,5.139191947
2010,Massachusetts,MA,Coal,19.40409801
2010,Massachusetts,MA,Hydro,2.327632512
2010,Massachusetts,MA,Natural Gas,59.76371261
2010,Massachusetts,MA,Nuclear,13.82510766
2010,Massachusetts,MA,Petroleum,0.690894092
2010,Massachusetts,MA,Solar,0.00216798
2010,Massachusetts,MA,Wind,0.051554937
2010,Massachusetts,MA,Biomass,2.921955712
2010,Massachusetts,MA,Total Renewable,5.303311141
2010,Georgia,GA,Coal,53.27785417
2010,Georgia,GA,Hydro,2.414432227
2010,Georgia,GA,Natural Gas,17.36079958
2010,Georgia,GA,Nuclear,24.35875718
2010,Georgia,GA,Petroleum,0.465603462
2010,Georgia,GA,Biomass,2.311843087
2010,Georgia,GA,Total Renewable,4.726275314
2010,New Jersey,NJ,Coal,9.771082992
2010,New Jersey,NJ,Hydro,0.027585737
2010,New Jersey,NJ,Natural Gas,37.91303966
2010,New Jersey,NJ,Nuclear,49.89351501
2010,New Jersey,NJ,Petroleum,0.357787876
2010,New Jersey,NJ,Solar,0.032099877
2010,New Jersey,NJ,Wind,0.019263885
2010,New Jersey,NJ,Biomass,1.242822783
2010,New Jersey,NJ,Total Renewable,1.321772282
2010,Michigan,MI,Coal,58.81090785
2010,Michigan,MI,Hydro,1.121055697
2010,Michigan,MI,Natural Gas,10.98082604
2010,Michigan,MI,Nuclear,26.55689458
2010,Michigan,MI,Petroleum,0.342468225
2010,Michigan,MI,Wind,0.323026061
2010,Michigan,MI,Biomass,2.216119782
2010,Michigan,MI,Total Renewable,3.660201541
2010,New Hampshire,NH,Coal,13.88833674
2010,New Hampshire,NH,Hydro,6.657005128
2010,New Hampshire,NH,Natural Gas,24.17037876
2010,New Hampshire,NH,Nuclear,49.15344321
2010,New Hampshire,NH,Petroleum,0.322946856
2010,New Hampshire,NH,Wind,0.34099973
2010,New Hampshire,NH,Biomass,5.210554088
2010,New Hampshire,NH,Total Renewable,12.20855895
2010,Iowa,IA,Coal,71.78552449
2010,Iowa,IA,Hydro,1.648737763
2010,Iowa,IA,Natural Gas,2.281732192
2010,Iowa,IA,Nuclear,7.739069697
2010,Iowa,IA,Petroleum,0.268301915
2010,Iowa,IA,Wind,15.94599365
2010,Iowa,IA,Biomass,0.330638548
2010,Iowa,IA,Total Renewable,17.92536996
2010,Tennessee,TN,Coal,53.03087453
2010,Tennessee,TN,Hydro,9.882126144
2010,Tennessee,TN,Natural Gas,2.795898535
2010,Tennessee,TN,Nuclear,33.68510525
2010,Tennessee,TN,Petroleum,0.263396019
2010,Tennessee,TN,Wind,0.049266154
2010,Tennessee,TN,Biomass,1.149963342
2010,Tennessee,TN,Total Renewable,11.08135564
2010,Pennsylvania,PA,Coal,48.03838269
2010,Pennsylvania,PA,Hydro,1.01509362
2010,Pennsylvania,PA,Natural Gas,14.6756342
2010,Pennsylvania,PA,Nuclear,33.87489308
2010,Pennsylvania,PA,Petroleum,0.248678679
2010,Pennsylvania,PA,Solar,0.003442838
2010,Pennsylvania,PA,Wind,0.80696992
2010,Pennsylvania,PA,Biomass,1.037305802
2010,Pennsylvania,PA,Total Renewable,2.86281218
2010,North Carolina,NC,Coal,55.91549754
2010,North Carolina,NC,Hydro,3.69646027
2010,North Carolina,NC,Natural Gas,6.564607231
2010,North Carolina,NC,Nuclear,31.65993883
2010,North Carolina,NC,Petroleum,0.227989166
2010,North Carolina,NC,Solar,0.008812662
2010,North Carolina,NC,Biomass,1.610060946
2010,North Carolina,NC,Total Renewable,5.315333878
2010,Kansas,KS,Coal,67.82658882
2010,Kansas,KS,Hydro,0.027572961
2010,Kansas,KS,Natural Gas,4.772836907
2010,Kansas,KS,Nuclear,19.93940292
2010,Kansas,KS,Petroleum,0.215154228
2010,Kansas,KS,Wind,7.1051705
2010,Kansas,KS,Biomass,0.113275748
2010,Kansas,KS,Total Renewable,7.246019209
2010,West Virginia,WV,Coal,96.73051315
2010,West Virginia,WV,Hydro,1.692509991
2010,West Virginia,WV,Natural Gas,0.172797153
2010,West Virginia,WV,Petroleum,0.191309586
2010,West Virginia,WV,Wind,1.162500608
2010,West Virginia,WV,Total Renewable,2.855010599
2010,South Carolina,SC,Coal,36.16897247
2010,South Carolina,SC,Hydro,2.281682684
2010,South Carolina,SC,Natural Gas,10.49151061
2010,South Carolina,SC,Nuclear,49.91504096
2010,South Carolina,SC,Petroleum,0.183121712
2010,South Carolina,SC,Biomass,1.798375091
2010,South Carolina,SC,Total Renewable,4.080057774
2010,Texas,TX,Coal,36.47671583
2010,Texas,TX,Hydro,0.306496766
2010,Texas,TX,Natural Gas,45.39336575
2010,Texas,TX,Nuclear,10.04025878
2010,Texas,TX,Petroleum,0.172088784
2010,Texas,TX,Solar,0.001993709
2010,Texas,TX,Wind,6.376421153
2010,Texas,TX,Biomass,0.351038958
2010,Texas,TX,Total Renewable,7.035950586
2010,Rhode Island,RI,Hydro,0.047889063
2010,Rhode Island,RI,Natural Gas,97.99142468
2010,Rhode Island,RI,Petroleum,0.150658009
2010,Rhode Island,RI,Wind,0.040368438
2010,Rhode Island,RI,Biomass,1.769659811
2010,Rhode Island,RI,Total Renewable,1.857917312
2010,Mississippi,MS,Coal,25.01318106
2010,Mississippi,MS,Natural Gas,54.35935299
2010,Mississippi,MS,Nuclear,17.69815733
2010,Mississippi,MS,Petroleum,0.14957625
2010,Mississippi,MS,Biomass,2.760773803
2010,Mississippi,MS,Total Renewable,2.760773803
2010,New Mexico,NM,Coal,70.66675674
2010,New Mexico,NM,Hydro,0.598622812
2010,New Mexico,NM,Natural Gas,23.48060946
2010,New Mexico,NM,Petroleum,0.137563803
2010,New Mexico,NM,Solar,0.024633435
2010,New Mexico,NM,Wind,5.054080182
2010,New Mexico,NM,Biomass,0.037736326
2010,New Mexico,NM,Total Renewable,5.715072755
2010,Missouri,MO,Coal,81.29649989
2010,Missouri,MO,Hydro,1.667530232
2010,Missouri,MO,Natural Gas,5.080397733
2010,Missouri,MO,Nuclear,9.745143232
2010,Missouri,MO,Petroleum,0.136377341
2010,Missouri,MO,Wind,1.002556639
2010,Missouri,MO,Biomass,0.067278723
2010,Missouri,MO,Total Renewable,2.737365594
2010,Alabama,AL,Coal,41.43949972
2010,Alabama,AL,Hydro,5.72081808
2010,Alabama,AL,Natural Gas,25.78697665
2010,Alabama,AL,Nuclear,24.93637419
2010,Alabama,AL,Petroleum,0.131352828
2010,Alabama,AL,Biomass,1.562259613
2010,Alabama,AL,Total Renewable,7.283077693
2010,Indiana,IN,Coal,89.73238127
2010,Indiana,IN,Hydro,0.362445536
2010,Indiana,IN,Natural Gas,5.172509806
2010,Indiana,IN,Petroleum,0.12346548
2010,Indiana,IN,Wind,2.343845406
2010,Indiana,IN,Biomass,0.248938457
2010,Indiana,IN,Total Renewable,2.955229398
2010,Wyoming,WY,Coal,89.33331136
2010,Wyoming,WY,Hydro,2.127811458
2010,Wyoming,WY,Natural Gas,0.953844796
2010,Wyoming,WY,Petroleum,0.116680944
2010,Wyoming,WY,Wind,6.747388478
2010,Wyoming,WY,Total Renewable,8.875199936
2010,North Dakota,ND,Coal,81.92980783
2010,North Dakota,ND,Hydro,5.878367654
2010,North Dakota,ND,Natural Gas,0.047073159
2010,North Dakota,ND,Petroleum,0.110018722
2010,North Dakota,ND,Wind,11.78956533
2010,North Dakota,ND,Biomass,0.035656774
2010,North Dakota,ND,Total Renewable,17.70358976
2010,Nebraska,NE,Coal,63.78043181
2010,Nebraska,NE,Hydro,3.586829879
2010,Nebraska,NE,Natural Gas,1.023846406
2010,Nebraska,NE,Nuclear,30.17836525
2010,Nebraska,NE,Petroleum,0.08421784
2010,Nebraska,NE,Wind,1.151091813
2010,Nebraska,NE,Biomass,0.195217003
2010,Nebraska,NE,Total Renewable,4.933138695
2010,Arkansas,AR,Coal,46.15140921
2010,Arkansas,AR,Hydro,5.998280169
2010,Arkansas,AR,Natural Gas,20.44104784
2010,Arkansas,AR,Nuclear,24.62726629
2010,Arkansas,AR,Petroleum,0.07406371
2010,Arkansas,AR,Biomass,2.662193566
