,Year,State,Source,Percentage
8291,2000,NM,Percentage Wind,0.0
8292,2000,NM,Percentage Wood Fuels,0.0
8293,2000,NM,Percentage Total Renewable,0.6749040768302411
8294,2000,NM,Percentage Renewable Including Nuclear,0.6749040768302411
8295,2000,NV,Percentage Coal,53.35089854378966
8296,2000,NV,Percentage Geothermal,3.8630246120076657
8297,2000,NV,Percentage Hydro,6.846481103308265
8298,2000,NV,Percentage Natural Gas,35.69739141266084
8299,2000,NV,Percentage Nuclear,0.0
8300,2000,NV,Percentage Other,0.059608427975662334
8301,2000,NV,Percentage Other Biomass,0.0
8302,2000,NV,Percentage Other Gases,0.0
8303,2000,NV,Percentage Petroleum,0.18259590025789832
8304,2000,NV,Percentage Solar,0.0
8305,2000,NV,Percentage Total,100.0
8306,2000,NV,Percentage Wind,0.0
8307,2000,NV,Percentage Wood Fuels,0.0
8308,2000,NV,Percentage Total Renewable,10.709505715315931
8309,2000,NV,Percentage Renewable Including Nuclear,10.709505715315931
8310,2000,NY,Percentage Coal,18.112506185314466
8311,2000,NY,Percentage Geothermal,0.0
8312,2000,NY,Percentage Hydro,18.040077397679553
8313,2000,NY,Percentage Natural Gas,28.772432752754174
8314,2000,NY,Percentage Nuclear,22.81880002455115
8315,2000,NY,Percentage Other,0.0
8316,2000,NY,Percentage Other Biomass,1.6161840597498207
8317,2000,NY,Percentage Other Gases,0.06242872064431196
8318,2000,NY,Percentage Petroleum,10.823637832162476
8319,2000,NY,Percentage Solar,0.0
8320,2000,NY,Percentage Total,100.0
8321,2000,NY,Percentage Wind,0.007492083793290185
8322,2000,NY,Percentage Wood Fuels,0.4637378980124251
8323,2000,NY,Percentage Total Renewable,20.12749143923509
8324,2000,NY,Percentage Renewable Including Nuclear,42.94629146378624
8325,2000,OH,Percentage Coal,86.93029692417055
8326,2000,OH,Percentage Geothermal,0.0
8327,2000,OH,Percentage Hydro,0.39114913778506255
8328,2000,OH,Percentage Natural Gas,0.5535706762391698
8329,2000,OH,Percentage Nuclear,11.25811517327084
8330,2000,OH,Percentage Other,0.0
8331,2000,OH,Percentage Other Biomass,0.018012176013623482
8332,2000,OH,Percentage Other Gases,0.19478898067278552
8333,2000,OH,Percentage Petroleum,0.2377642119013865
8334,2000,OH,Percentage Solar,0.0
8335,2000,OH,Percentage Total,100.0
8336,2000,OH,Percentage Wind,0.0
8337,2000,OH,Percentage Wood Fuels,0.416302719946588
8338,2000,OH,Percentage Total Renewable,0.825464033745274
8339,2000,OH,Percentage Renewable Including Nuclear,12.083579207016115
8340,2000,OK,Percentage Coal,64.16547828250857
8341,2000,OK,Percentage Geothermal,0.0
8342,2000,OK,Percentage Hydro,4.097269779432097
8343,2000,OK,Percentage Natural Gas,31.49533855717912
8344,2000,OK,Percentage Nuclear,0.0
8345,2000,OK,Percentage Other,0.0
8346,2000,OK,Percentage Other Biomass,0.004374508531344325
8347,2000,OK,Percentage Other Gases,0.10907659775235197
8348,2000,OK,Percentage Petroleum,0.09522788625205335
8349,2000,OK,Percentage Solar,0.0
8350,2000,OK,Percentage Total,100.0
8351,2000,OK,Percentage Wind,0.0
8352,2000,OK,Percentage Wood Fuels,0.2622833671306555
8353,2000,OK,Percentage Total Renewable,4.3639276550940975
8354,2000,OK,Percentage Renewable Including Nuclear,4.3639276550940975
8355,2000,OR,Percentage Coal,7.3426565662563075
8356,2000,OR,Percentage Geothermal,0.0
8357,2000,OR,Percentage Hydro,73.59654064324225
8358,2000,OR,Percentage Natural Gas,17.57100095143896
8359,2000,OR,Percentage Nuclear,0.0
8360,2000,OR,Percentage Other,0.0
8361,2000,OR,Percentage Other Biomass,0.1840124464242356
8362,2000,OR,Percentage Other Gases,0.0
8363,2000,OR,Percentage Petroleum,0.13170888767565536
8364,2000,OR,Percentage Solar,0.0
8365,2000,OR,Percentage Total,100.0
8366,2000,OR,Percentage Wind,0.1287874728651636
8367,2000,OR,Percentage Wood Fuels,1.045293032097428
8368,2000,OR,Percentage Total Renewable,74.95463359462907
8369,2000,OR,Percentage Renewable Including Nuclear,74.95463359462907
8370,2000,PA,Percentage Coal,57.619973684103535
8371,2000,PA,Percentage Geothermal,0.0
8372,2000,PA,Percentage Hydro,1.1355322216028938
8373,2000,PA,Percentage Natural Gas,1.3382413766055865
8374,2000,PA,Percentage Nuclear,36.57696755156157
8375,2000,PA,Percentage Other,0.024171494999354944
8376,2000,PA,Percentage Other Biomass,1.0058417958273964
8377,2000,PA,Percentage Other Gases,0.29649511091340197
8378,2000,PA,Percentage Petroleum,1.8583928501837341
8379,2000,PA,Percentage Solar,0.0
8380,2000,PA,Percentage Total,100.0
8381,2000,PA,Percentage Wind,0.004865436204973643
8382,2000,PA,Percentage Wood Fuels,0.34309828478623267
8383,2000,PA,Percentage Total Renewable,2.4893377384214963
8384,2000,PA,Percentage Renewable Including Nuclear,39.06630528998307
8385,2000,RI,Percentage Coal,0.0
8386,2000,RI,Percentage Geothermal,0.0
8387,2000,RI,Percentage Hydro,0.08150319557166529
8388,2000,RI,Percentage Natural Gas,96.99020940141956
8389,2000,RI,Percentage Nuclear,0.0
8390,2000,RI,Percentage Other,0.0
8391,2000,RI,Percentage Other Biomass,1.929802086394727
8392,2000,RI,Percentage Other Gases,0.0
8393,2000,RI,Percentage Petroleum,0.998485316614042
8394,2000,RI,Percentage Solar,0.0
8395,2000,RI,Percentage Total,100.0
8396,2000,RI,Percentage Wind,0.0
8397,2000,RI,Percentage Wood Fuels,0.0
8398,2000,RI,Percentage Total Renewable,2.011305281966392
8399,2000,RI,Percentage Renewable Including Nuclear,2.011305281966392
8400,2000,SC,Percentage Coal,42.003165847922745
8401,2000,SC,Percentage Geothermal,0.0
8402,2000,SC,Percentage Hydro,1.642797824529408
8403,2000,SC,Percentage Natural Gas,0.999399654447785
8404,2000,SC,Percentage Nuclear,54.51499706897675
8405,2000,SC,Percentage Other,0.0
8406,2000,SC,Percentage Other Biomass,0.07357661112006225
8407,2000,SC,Percentage Other Gases,0.0009512970206405742
8408,2000,SC,Percentage Petroleum,0.4768879817762344
8409,2000,SC,Percentage Solar,0.0
8410,2000,SC,Percentage Total,100.0
8411,2000,SC,Percentage Wind,0.0
8412,2000,SC,Percentage Wood Fuels,1.447355565687488
8413,2000,SC,Percentage Total Renewable,3.163730001336958
8414,2000,SC,Percentage Renewable Including Nuclear,57.678727070313705
8415,2000,SD,Percentage Coal,37.851381260649184
8416,2000,SD,Percentage Geothermal,0.0
8417,2000,SD,Percentage Hydro,58.93894375332115
8418,2000,SD,Percentage Natural Gas,2.671238505993965
8419,2000,SD,Percentage Nuclear,0.0
8420,2000,SD,Percentage Other,0.0
8421,2000,SD,Percentage Other Biomass,0.0
8422,2000,SD,Percentage Other Gases,0.0
8423,2000,SD,Percentage Petroleum,0.5384364800357047
8424,2000,SD,Percentage Solar,0.0
8425,2000,SD,Percentage Total,100.0
8426,2000,SD,Percentage Wind,0.0
8427,2000,SD,Percentage Wood Fuels,0.0
8428,2000,SD,Percentage Total Renewable,58.93894375332115
8429,2000,SD,Percentage Renewable Including Nuclear,58.93894375332115
8430,2000,TN,Percentage Coal,64.92114908542473
8431,2000,TN,Percentage Geothermal,0.0
8432,2000,TN,Percentage Hydro,6.673939381241276
8433,2000,TN,Percentage Natural Gas,0.6769413454606132
8434,2000,TN,Percentage Nuclear,26.946201542376713
8435,2000,TN,Percentage Other,0.1095957344277958
8436,2000,TN,Percentage Other Biomass,0.04048995548598673
8437,2000,TN,Percentage Other Gases,0.0144336439695311
8438,2000,TN,Percentage Petroleum,0.5865800354479361
8439,2000,TN,Percentage Solar,0.0
8440,2000,TN,Percentage Total,100.0
8441,2000,TN,Percentage Wind,0.0
8442,2000,TN,Percentage Wood Fuels,0.7938806775358869
8443,2000,TN,Percentage Total Renewable,7.508310014263149
8444,2000,TN,Percentage Renewable Including Nuclear,34.45451155663986
8445,2000,TX,Percentage Coal,37.240187237139786
8446,2000,TX,Percentage Geothermal,0.0
8447,2000,TX,Percentage Hydro,0.2194519537145377
8448,2000,TX,Percentage Natural Gas,49.9634969458615
8449,2000,TX,Percentage Nuclear,9.942175005972656
8450,2000,TX,Percentage Other,0.4151083238968973
8451,2000,TX,Percentage Other Biomass,0.03340213110594571
8452,2000,TX,Percentage Other Gases,1.0054596338432942
8453,2000,TX,Percentage Petroleum,0.7453868723461823
8454,2000,TX,Percentage Solar,1.0853958623359601e-05
8455,2000,TX,Percentage Total,100.0
8456,2000,TX,Percentage Wind,0.1302861541622423
8457,2000,TX,Percentage Wood Fuels,0.3050348879983319
8458,2000,TX,Percentage Total Renewable,0.688185980939681
8459,2000,TX,Percentage Renewable Including Nuclear,10.630360986912336
8460,2000,US-TOTAL,Percentage Coal,51.71515709751525
8461,2000,US-TOTAL,Percentage Geothermal,0.3706672446082653
8462,2000,US-TOTAL,Percentage Hydro,7.247895412762271
8463,2000,US-TOTAL,Percentage Natural Gas,15.808036658707328
8464,2000,US-TOTAL,Percentage Nuclear,19.828303833635037
8465,2000,US-TOTAL,Percentage Other,0.1260857852632453
8466,2000,US-TOTAL,Percentage Other Biomass,0.6083817711082634
8467,2000,US-TOTAL,Percentage Other Gases,0.3670271558039119
8468,2000,US-TOTAL,Percentage Petroleum,2.9252470340020533
8469,2000,US-TOTAL,Percentage Solar,0.012976364261906584
8470,2000,US-TOTAL,Percentage Total,100.0
8471,2000,US-TOTAL,Percentage Wind,0.14710958631449889
8472,2000,US-TOTAL,Percentage Wood Fuels,0.9887908296803992
8473,2000,US-TOTAL,Percentage Total Renewable,9.375821208735605
8474,2000,US-TOTAL,Percentage Renewable Including Nuclear,29.204125042370638
8475,2000,UT,Percentage Coal,94.2155051504444
8476,2000,UT,Percentage Geothermal,0.41476875377945915
8477,2000,UT,Percentage Hydro,2.0380876063677547
8478,2000,UT,Percentage Natural Gas,2.4317140608363927
8479,2000,UT,Percentage Nuclear,0.0
8480,2000,UT,Percentage Other,0.0
8481,2000,UT,Percentage Other Biomass,0.024884540920100846
8482,2000,UT,Percentage Other Gases,0.7043526968204659
8483,2000,UT,Percentage Petroleum,0.1583514513369008
8484,2000,UT,Percentage Solar,0.0
8485,2000,UT,Percentage Total,100.0
8486,2000,UT,Percentage Wind,0.0
8487,2000,UT,Percentage Wood Fuels,0.0
8488,2000,UT,Percentage Total Renewable,2.477740901067315
8489,2000,UT,Percentage Renewable Including Nuclear,2.477740901067315
8490,2000,VA,Percentage Coal,51.51138816134916
8491,2000,VA,Percentage Geothermal,0.0
8492,2000,VA,Percentage Hydro,0.9223847791476987
8493,2000,VA,Percentage Natural Gas,6.02845573166357
8494,2000,VA,Percentage Nuclear,36.69040309565941
8495,2000,VA,Percentage Other,0.0
8496,2000,VA,Percentage Other Biomass,0.604916195066756
8497,2000,VA,Percentage Other Gases,0.0
8498,2000,VA,Percentage Petroleum,3.806928337412263
8499,2000,VA,Percentage Solar,0.0
8500,2000,VA,Percentage Total,100.0
8501,2000,VA,Percentage Wind,0.0
8502,2000,VA,Percentage Wood Fuels,2.172797886548368
8503,2000,VA,Percentage Total Renewable,3.7000988607628225
8504,2000,VA,Percentage Renewable Including Nuclear,40.390501956422234
8505,2000,VT,Percentage Coal,0.0
8506,2000,VT,Percentage Geothermal,0.0
8507,2000,VT,Percentage Hydro,19.373112609300883
8508,2000,VT,Percentage Natural Gas,1.44042199493766
8509,2000,VT,Percentage Nuclear,72.15698711759167
8510,2000,VT,Percentage Other,0.0
8511,2000,VT,Percentage Other Biomass,0.0
8512,2000,VT,Percentage Other Gases,0.3556552468390519
8513,2000,VT,Percentage Petroleum,0.9658871136887844
8514,2000,VT,Percentage Solar,0.0
8515,2000,VT,Percentage Total,100.0
8516,2000,VT,Percentage Wind,0.19433559881034693
8517,2000,VT,Percentage Wood Fuels,5.513600318831594
8518,2000,VT,Percentage Total Renewable,25.081048526942823
8519,2000,VT,Percentage Renewable Including Nuclear,97.2380356445345
8520,2000,WA,Percentage Coal,8.725828017215575
8521,2000,WA,Percentage Geothermal,0.0
8522,2000,WA,Percentage Hydro,74.15484352468401
8523,2000,WA,Percentage Natural Gas,7.114235000121955
8524,2000,WA,Percentage Nuclear,7.950369596758517
8525,2000,WA,Percentage Other,0.0
8526,2000,WA,Percentage Other Biomass,0.23159111755623407
8527,2000,WA,Percentage Other Gases,0.22902729642613498
8528,2000,WA,Percentage Petroleum,0.44764039761678276
8529,2000,WA,Percentage Solar,0.0
8530,2000,WA,Percentage Total,100.0
8531,2000,WA,Percentage Wind,0.0
8532,2000,WA,Percentage Wood Fuels,1.1464650496207947
8533,2000,WA,Percentage Total Renewable,75.53289969186103
8534,2000,WA,Percentage Renewable Including Nuclear,83.48326928861955
8535,2000,WI,Percentage Coal,70.92523513139545
8536,2000,WI,Percentage Geothermal,0.0
8537,2000,WI,Percentage Hydro,3.3291196391440967
8538,2000,WI,Percentage Natural Gas,3.7513569794805774
8539,2000,WI,Percentage Nuclear,19.3011828751717
8540,2000,WI,Percentage Other,0.0
8541,2000,WI,Percentage Other Biomass,0.5198005372405602
8542,2000,WI,Percentage Other Gases,0.0
8543,2000,WI,Percentage Petroleum,0.7501741529303573
8544,2000,WI,Percentage Solar,0.0
8545,2000,WI,Percentage Total,100.0
8546,2000,WI,Percentage Wind,0.004573772596352145
8547,2000,WI,Percentage Wood Fuels,1.4098385771798223
8548,2000,WI,Percentage Total Renewable,5.263332526160831
8549,2000,WI,Percentage Renewable Including Nuclear,24.564515401332535
8550,2000,WV,Percentage Coal,98.20937506218694
8551,2000,WV,Percentage Geothermal,0.0
8552,2000,WV,Percentage Hydro,1.239326784886511
8553,2000,WV,Percentage Natural Gas,0.150238233544079
8554,2000,WV,Percentage Nuclear,0.0
8555,2000,WV,Percentage Other,0.00021105866422952777
8556,2000,WV,Percentage Other Biomass,0.015540809398778289
8557,2000,WV,Percentage Other Gases,0.10236775947099913
8558,2000,WV,Percentage Petroleum,0.282940291848475
8559,2000,WV,Percentage Solar,0.0
8560,2000,WV,Percentage Total,100.0
8561,2000,WV,Percentage Wind,0.0
8562,2000,WV,Percentage Wood Fuels,0.0
8563,2000,WV,Percentage Total Renewable,1.2548675942852896
8564,2000,WV,Percentage Renewable Including Nuclear,1.2548675942852896
8565,2000,WY,Percentage Coal,95.77931115735868
8566,2000,WY,Percentage Geothermal,0.0
8567,2000,WY,Percentage Hydro,2.2223343242271336
8568,2000,WY,Percentage Natural Gas,1.1850632650961834
8569,2000,WY,Percentage Nuclear,0.0
8570,2000,WY,Percentage Other,0.16830907094254485
8571,2000,WY,Percentage Other Biomass,0.0
8572,2000,WY,Percentage Other Gases,0.020558628469337245
8573,2000,WY,Percentage Petroleum,0.08389186508721536
8574,2000,WY,Percentage Solar,0.0
8575,2000,WY,Percentage Total,100.0
8576,2000,WY,Percentage Wind,0.5405316888189021
8577,2000,WY,Percentage Wood Fuels,0.0
8578,2000,WY,Percentage Total Renewable,2.7628660130460356
8579,2000,WY,Percentage Renewable Including Nuclear,2.7628660130460356
8580,2001,AK,Percentage Coal,8.372072815100642
8581,2001,AK,Percentage Geothermal,0.0
8582,2001,AK,Percentage Hydro,19.95420659613634
8583,2001,AK,Percentage Natural Gas,57.76548296604598
8584,2001,AK,Percentage Nuclear,0.0
8585,2001,AK,Percentage Other,0.0
8586,2001,AK,Percentage Other Biomass,0.0
8587,2001,AK,Percentage Other Gases,0.0
8588,2001,AK,Percentage Petroleum,13.89415053843802
8589,2001,AK,Percentage Solar,0.0
8590,2001,AK,Percentage Total,100.0
8591,2001,AK,Percentage Wind,0.014087084279021543
8592,2001,AK,Percentage Wood Fuels,0.0
8593,2001,AK,Percentage Total Renewable,19.968293680415364
8594,2001,AK,Percentage Renewable Including Nuclear,19.968293680415364
8595,2001,AL,Percentage Coal,57.599464607766556
8596,2001,AL,Percentage Geothermal,0.0
8597,2001,AL,Percentage Hydro,6.666699482731329
8598,2001,AL,Percentage Natural Gas,7.66897230369085
8599,2001,AL,Percentage Nuclear,24.218784660555535
8600,2001,AL,Percentage Other,0.006232392961343455
8601,2001,AL,Percentage Other Biomass,0.013647919404723822
8602,2001,AL,Percentage Other Gases,0.1509009768893024
8603,2001,AL,Percentage Petroleum,0.3466820441575572
8604,2001,AL,Percentage Solar,0.0
8605,2001,AL,Percentage Total,100.0
8606,2001,AL,Percentage Wind,0.0
8607,2001,AL,Percentage Wood Fuels,3.328615611842801
8608,2001,AL,Percentage Total Renewable,10.008963013978853
8609,2001,AL,Percentage Renewable Including Nuclear,34.227747674534385
8610,2001,AR,Percentage Coal,52.47595489365949
8611,2001,AR,Percentage Geothermal,0.0
8612,2001,AR,Percentage Hydro,5.399745952892262
8613,2001,AR,Percentage Natural Gas,5.735925564557663
8614,2001,AR,Percentage Nuclear,31.32051626932384
8615,2001,AR,Percentage Other,0.0004979653875913595
8616,2001,AR,Percentage Other Biomass,0.01547506904501999
8617,2001,AR,Percentage Other Gases,0.0
8618,2001,AR,Percentage Petroleum,1.8634352174048014
8619,2001,AR,Percentage Solar,0.0
8620,2001,AR,Percentage Total,100.0
8621,2001,AR,Percentage Wind,0.0
8622,2001,AR,Percentage Wood Fuels,3.188449067729332
8623,2001,AR,Percentage Total Renewable,8.603670089666613
8624,2001,AR,Percentage Renewable Including Nuclear,39.924186358990454
8625,2001,AZ,Percentage Coal,44.55669807451951
8626,2001,AZ,Percentage Geothermal,0.0
8627,2001,AZ,Percentage Hydro,8.478986928357548
8628,2001,AZ,Percentage Natural Gas,14.316558662411094
8629,2001,AZ,Percentage Nuclear,31.94713561609939
8630,2001,AZ,Percentage Other,0.0
8631,2001,AZ,Percentage Other Biomass,0.04331826158571085
8632,2001,AZ,Percentage Other Gases,0.0
8633,2001,AZ,Percentage Petroleum,0.34946230101160175
8634,2001,AZ,Percentage Solar,0.0005438695161603319
8635,2001,AZ,Percentage Total,100.0
8636,2001,AZ,Percentage Wind,0.0
8637,2001,AZ,Percentage Wood Fuels,0.0
8638,2001,AZ,Percentage Total Renewable,8.52284905945942
8639,2001,AZ,Percentage Renewable Including Nuclear,40.46998467555881
8640,2001,CA,Percentage Coal,1.1243177892614444
8641,2001,CA,Percentage Geothermal,6.133703297006248
8642,2001,CA,Percentage Hydro,12.861168580496871
8643,2001,CA,Percentage Natural Gas,56.36177401794069
8644,2001,CA,Percentage Nuclear,16.72717852052212
8645,2001,CA,Percentage Other,0.10289125804727006
8646,2001,CA,Percentage Other Biomass,1.0486289822193111
8647,2001,CA,Percentage Other Gases,0.5692453891649167
8648,2001,CA,Percentage Petroleum,1.5382443988381944
8649,2001,CA,Percentage Solar,0.27305222421943637
8650,2001,CA,Percentage Total,100.0
8651,2001,CA,Percentage Wind,1.7622392587567501
8652,2001,CA,Percentage Wood Fuels,1.673636802741444
8653,2001,CA,Percentage Total Renewable,23.75242914544006
8654,2001,CA,Percentage Renewable Including Nuclear,40.47960766596218
8655,2001,CO,Percentage Coal,76.69388699147167
8656,2001,CO,Percentage Geothermal,0.0
8657,2001,CO,Percentage Hydro,3.188618773418433
8658,2001,CO,Percentage Natural Gas,20.035383990298488
8659,2001,CO,Percentage Nuclear,0.0
8660,2001,CO,Percentage Other,0.0
8661,2001,CO,Percentage Other Biomass,0.13696347226881678
8662,2001,CO,Percentage Other Gases,0.0
8663,2001,CO,Percentage Petroleum,0.3759471637534276
8664,2001,CO,Percentage Solar,0.0
8665,2001,CO,Percentage Total,100.0
8666,2001,CO,Percentage Wind,0.10376311529298084
8667,2001,CO,Percentage Wood Fuels,0.0
8668,2001,CO,Percentage Total Renewable,3.4293453609802302
8669,2001,CO,Percentage Renewable Including Nuclear,3.4293453609802302
8670,2001,CT,Percentage Coal,12.252223190023589
8671,2001,CT,Percentage Geothermal,0.0
8672,2001,CT,Percentage Hydro,0.9392159155958847
8673,2001,CT,Percentage Natural Gas,13.408138351676774
8674,2001,CT,Percentage Nuclear,50.59836055949749
8675,2001,CT,Percentage Other,2.8505102843672123
8676,2001,CT,Percentage Other Biomass,2.9809929248465252
8677,2001,CT,Percentage Other Gases,0.0049129821650876135
8678,2001,CT,Percentage Petroleum,16.965645791827434
8679,2001,CT,Percentage Solar,0.0
8680,2001,CT,Percentage Total,100.0
8681,2001,CT,Percentage Wind,0.0
8682,2001,CT,Percentage Wood Fuels,0.0
8683,2001,CT,Percentage Total Renewable,3.9202088404424096
8684,2001,CT,Percentage Renewable Including Nuclear,54.5185693999399
8685,2001,DC,Percentage Coal,0.0
8686,2001,DC,Percentage Geothermal,0.0
8687,2001,DC,Percentage Hydro,0.0
8688,2001,DC,Percentage Natural Gas,0.0
8689,2001,DC,Percentage Nuclear,0.0
8690,2001,DC,Percentage Other,0.0
8691,2001,DC,Percentage Other Biomass,0.0
8692,2001,DC,Percentage Other Gases,0.0
8693,2001,DC,Percentage Petroleum,100.0
8694,2001,DC,Percentage Solar,0.0
8695,2001,DC,Percentage Total,100.0
8696,2001,DC,Percentage Wind,0.0
8697,2001,DC,Percentage Wood Fuels,0.0
8698,2001,DC,Percentage Total Renewable,0.0
8699,2001,DC,Percentage Renewable Including Nuclear,0.0
8700,2001,DE,Percentage Coal,49.48095416884802
8701,2001,DE,Percentage Geothermal,0.0
8702,2001,DE,Percentage Hydro,0.0
8703,2001,DE,Percentage Natural Gas,23.142760445402576
8704,2001,DE,Percentage Nuclear,0.0
8705,2001,DE,Percentage Other,0.0
8706,2001,DE,Percentage Other Biomass,0.0
8707,2001,DE,Percentage Other Gases,2.307128239207343
8708,2001,DE,Percentage Petroleum,25.069157146542054
8709,2001,DE,Percentage Solar,0.0
8710,2001,DE,Percentage Total,100.0
8711,2001,DE,Percentage Wind,0.0
8712,2001,DE,Percentage Wood Fuels,0.0
8713,2001,DE,Percentage Total Renewable,0.0
8714,2001,DE,Percentage Renewable Including Nuclear,0.0
8715,2001,FL,Percentage Coal,35.73155363243631
8716,2001,FL,Percentage Geothermal,0.0
8717,2001,FL,Percentage Hydro,0.07736140452840787
8718,2001,FL,Percentage Natural Gas,22.81794574682062
8719,2001,FL,Percentage Nuclear,16.540546806943876
8720,2001,FL,Percentage Other,1.595403656451555
8721,2001,FL,Percentage Other Biomass,1.027268305636193
8722,2001,FL,Percentage Other Gases,0.0003320321861317551
8723,2001,FL,Percentage Petroleum,21.252122806408938
8724,2001,FL,Percentage Solar,0.0
8725,2001,FL,Percentage Total,100.0
8726,2001,FL,Percentage Wind,0.0
8727,2001,FL,Percentage Wood Fuels,0.9574656085879738
8728,2001,FL,Percentage Total Renewable,2.062095318752575
8729,2001,FL,Percentage Renewable Including Nuclear,18.602642125696452
8730,2001,GA,Percentage Coal,63.0182593951227
8731,2001,GA,Percentage Geothermal,0.0
8732,2001,GA,Percentage Hydro,2.194470473670478
8733,2001,GA,Percentage Natural Gas,3.2673917477594836
8734,2001,GA,Percentage Nuclear,28.46744683039023
8735,2001,GA,Percentage Other,0.006724320417451491
8736,2001,GA,Percentage Other Biomass,0.024020259711409173
8737,2001,GA,Percentage Other Gases,0.0
8738,2001,GA,Percentage Petroleum,0.9893262062749184
8739,2001,GA,Percentage Solar,0.0
8740,2001,GA,Percentage Total,100.0
8741,2001,GA,Percentage Wind,0.0
8742,2001,GA,Percentage Wood Fuels,2.5138731579336557
8743,2001,GA,Percentage Total Renewable,4.732363891315543
8744,2001,GA,Percentage Renewable Including Nuclear,33.199810721705774
8745,2001,HI,Percentage Coal,15.092165562738893
8746,2001,HI,Percentage Geothermal,1.942915386896362
8747,2001,HI,Percentage Hydro,0.9475135785984379
8748,2001,HI,Percentage Natural Gas,0.0
8749,2001,HI,Percentage Nuclear,0.0
8750,2001,HI,Percentage Other,1.5938730151236333
8751,2001,HI,Percentage Other Biomass,2.705779024033741
8752,2001,HI,Percentage Other Gases,0.35601118131854953
8753,2001,HI,Percentage Petroleum,77.34178568738184
8754,2001,HI,Percentage Solar,0.0
8755,2001,HI,Percentage Total,100.0
8756,2001,HI,Percentage Wind,0.019956563908544767
8757,2001,HI,Percentage Wood Fuels,0.0
8758,2001,HI,Percentage Total Renewable,5.616164553437086
8759,2001,HI,Percentage Renewable Including Nuclear,5.616164553437086
8760,2001,IA,Percentage Coal,85.2591334380363
8761,2001,IA,Percentage Geothermal,0.0
8762,2001,IA,Percentage Hydro,2.078664364303347
8763,2001,IA,Percentage Natural Gas,1.458125176838739
8764,2001,IA,Percentage Nuclear,9.47580668962996
8765,2001,IA,Percentage Other,0.02078039648868606
8766,2001,IA,Percentage Other Biomass,0.2551692004862352
8767,2001,IA,Percentage Other Gases,0.0
8768,2001,IA,Percentage Petroleum,0.2524145497503696
8769,2001,IA,Percentage Solar,0.0
8770,2001,IA,Percentage Total,100.0
8771,2001,IA,Percentage Wind,1.199906184466367
8772,2001,IA,Percentage Wood Fuels,0.0
8773,2001,IA,Percentage Total Renewable,3.5337397492559495
8774,2001,IA,Percentage Renewable Including Nuclear,13.009546438885907
8775,2001,ID,Percentage Coal,0.7733439207543944
8776,2001,ID,Percentage Geothermal,0.0
8777,2001,ID,Percentage Hydro,77.27796719803838
8778,2001,ID,Percentage Natural Gas,15.034715635842785
8779,2001,ID,Percentage Nuclear,0.0
8780,2001,ID,Percentage Other,1.1681575822507064
8781,2001,ID,Percentage Other Biomass,0.0
8782,2001,ID,Percentage Other Gases,0.0
8783,2001,ID,Percentage Petroleum,0.039831213227942704
8784,2001,ID,Percentage Solar,0.0
8785,2001,ID,Percentage Total,100.0
8786,2001,ID,Percentage Wind,0.0
8787,2001,ID,Percentage Wood Fuels,5.705984449885797
8788,2001,ID,Percentage Total Renewable,82.98395164792417
8789,2001,ID,Percentage Renewable Including Nuclear,82.98395164792417
8790,2001,IL,Percentage Coal,44.379890831921585
8791,2001,IL,Percentage Geothermal,0.0
8792,2001,IL,Percentage Hydro,0.08035011129890979
8793,2001,IL,Percentage Natural Gas,2.569769246220424
8794,2001,IL,Percentage Nuclear,51.52515782698938
8795,2001,IL,Percentage Other,0.02761573079635994
8796,2001,IL,Percentage Other Biomass,0.37856162159865797
8797,2001,IL,Percentage Other Gases,0.198481126437966
8798,2001,IL,Percentage Petroleum,0.8401735047367135
8799,2001,IL,Percentage Solar,0.0
8800,2001,IL,Percentage Total,100.0
8801,2001,IL,Percentage Wind,0.0
8802,2001,IL,Percentage Wood Fuels,0.0
8803,2001,IL,Percentage Total Renewable,0.45891173289756776
8804,2001,IL,Percentage Renewable Including Nuclear,51.98406955988695
8805,2001,IN,Percentage Coal,94.6943148000403
8806,2001,IN,Percentage Geothermal,0.0
8807,2001,IN,Percentage Hydro,0.4656062026044567
8808,2001,IN,Percentage Natural Gas,1.902313959832462
8809,2001,IN,Percentage Nuclear,0.0
8810,2001,IN,Percentage Other,0.013003216546070086
8811,2001,IN,Percentage Other Biomass,0.09348152540147513
8812,2001,IN,Percentage Other Gases,2.430298561700495
8813,2001,IN,Percentage Petroleum,0.40098173387474073
8814,2001,IN,Percentage Solar,0.0
8815,2001,IN,Percentage Total,100.0
8816,2001,IN,Percentage Wind,0.0
8817,2001,IN,Percentage Wood Fuels,0.0
8818,2001,IN,Percentage Total Renewable,0.5590877280059318
8819,2001,IN,Percentage Renewable Including Nuclear,0.5590877280059318
8820,2001,KS,Percentage Coal,70.9922895108739
8821,2001,KS,Percentage Geothermal,0.0
8822,2001,KS,Percentage Hydro,0.057123673109836494
8823,2001,KS,Percentage Natural Gas,4.360590851233235
8824,2001,KS,Percentage Nuclear,23.121770968842927
8825,2001,KS,Percentage Other,0.0
8826,2001,KS,Percentage Other Biomass,0.0
8827,2001,KS,Percentage Other Gases,0.0
8828,2001,KS,Percentage Petroleum,1.3792120021480934
8829,2001,KS,Percentage Solar,0.0
8830,2001,KS,Percentage Total,100.0
8831,2001,KS,Percentage Wind,0.08901299379199622
8832,2001,KS,Percentage Wood Fuels,0.0
