Year,Name,State,Percentage Coal,Percentage Geothermal,Percentage Hydro,Percentage Natural Gas,Percentage Nuclear,Percentage Other,Percentage Other Biomass,Percentage Other Gases,Percentage Petroleum,Percentage Solar,Percentage Total,Percentage Wind,Percentage Wood Fuels,Percentage Total Renewable,Percentage Renewable Including Nuclear,co2 per cap
1997,New Hampshire,NH,25.67485986,,10.21138683,0.29529812,50.24770748,,1.214113933,,6.736819754,,100,,5.619814029,17.04531479,67.29302227,13.9
1997,New Jersey,NJ,21.30987255,,0.043995797,40.68355162,33.30775713,,2.809581059,0.316077151,1.839352906,,100,,,2.853576856,36.16133399,15.3
1997,New Mexico,NM,86.06685125,,0.82260207,13.01770557,,,0.01974423,,0.073096876,,100,,,0.8423463,0.8423463,31.5
1997,Nevada,NV,56.41785912,5.904221745,9.57021214,27.95926178,,0.030268366,,,0.118176846,,100,,,15.47443389,15.47443389,21.6
1997,New York,NY,17.08337177,,21.74084834,32.86258214,20.99642972,,1.496297906,0.076269078,6.098328126,,100,,0.422085524,23.65923177,44.65566149,10.9
1997,Ohio,OH,87.83301088,,0.355271736,0.32835929,10.73502978,,6.58e-05,0.132879589,0.205801717,,100,,0.409581184,0.764918741,11.49994852,23.2
1997,Oklahoma,OK,68.16140413,,5.525891478,25.88214088,,,0.00345604,0.126343124,0.050681015,,100,,0.433777428,5.963124946,5.963124946,29.2
1997,Oregon,OR,2.89941662,,89.10733997,6.863715149,,,0.17280303,,0.025522365,,100,,0.931202869,90.21134587,90.21134587,10.9
1997,Pennsylvania,PA,59.7036042,,1.162554441,1.372304411,34.97026241,0.014966671,0.926938053,0.390869689,1.398255083,,100,,0.386428017,2.475920511,37.44618292,22.6
1997,Rhode Island,RI,,,0.097398643,97.39091229,,,1.356628588,,1.155060481,,100,,,1.454027231,1.454027231,13.2
1997,South Carolina,SC,39.0636306,,3.659809568,0.359665947,55.56921088,0.006241644,0.083510605,0.001411639,0.450344854,,100,,1.864029691,5.607349864,61.17656074,18.5
1997,South Dakota,SD,26.62008702,,72.39053196,0.936880924,,,,,0.052500096,,100,,,72.39053196,72.39053196,17.8
1997,Tennessee,TN,62.5091943,,11.40123296,0.368321453,25.45910242,0.119238863,0.062914407,0.018132694,0.204112888,,100,,0.551961077,12.01610844,37.47521086,22.3
1997,Texas,TX,41.17843238,,0.532454986,45.04786773,11.10778468,0.120194335,0.0264329,1.101704745,0.453091764,6.3e-05,100,0.024100297,0.407873156,0.990924374,12.09870905,32.9
1997,US_TOTAL,US_TOTAL,52.83289559,0.421688875,10.20720818,13.72780697,18.00152226,0.103431037,0.621649542,0.3823017,2.650352431,0.014637537,100,0.094154433,1.05803603,12.4173746,30.41889686,20.5
1997,Utah,UT,93.75375732,0.485471799,3.872300042,0.943662133,,,,0.809562352,0.135246351,,100,,,4.357771841,4.357771841,28.8
1997,Virginia,VA,49.85735164,,1.489120669,2.743982829,39.52992333,,1.540374889,9.63e-05,4.042954822,,100,,2.056922031,5.086417589,44.61634092,16.1
1997,Vermont,VT,,,18.79121309,0.001637169,75.11376563,,,,0.197270047,,100,,5.896114065,24.68732715,99.80109278,10.9
1997,Washington,WA,5.724014085,,85.29748666,2.42508307,5.112855953,,0.182174718,0.237864667,0.187174465,,100,,0.833346387,86.31300776,91.42586371,14.0
1997,Wisconsin,WI,81.64406284,,4.829993024,2.770361727,7.616350392,,0.650954892,,0.798904843,,100,,1.689372282,7.170320198,14.78667059,19.6
1997,West Virginia,WV,98.16085584,,1.244163632,0.236806139,,0.000252379,,0.150776459,0.207145555,,100,,,1.244163632,1.244163632,61.1
1997,Wyoming,WY,95.38809659,,3.334285448,0.931094127,,0.176019732,,0.017203756,0.153300342,,100,,,3.334285448,3.334285448,120.8
1998,Alaska,AK,9.000290795,,19.10038781,57.52245942,,,,,14.35047595,,100,,0.026386016,19.12677383,19.12677383,68.1
1998,Alabama,AL,60.01898932,,8.814174619,3.130011253,23.91290243,0.001023676,0.006639295,0.223591898,0.378496543,,100,,3.514170969,12.33498488,36.24788731,30.3
1998,Arkansas,AR,50.76108882,,6.82518878,9.869811216,28.68097158,,0.017052335,0.000405122,0.36208893,,100,,3.483393222,10.32563434,39.00660591,23.1
1998,Arizona,AZ,44.53790722,,13.36278626,4.784944948,36.90970026,,,,0.077003404,,100,,,13.36278626,50.27248651,15.7
1998,California,CA,1.13874576,6.771960016,26.13291957,39.6264305,18.2458213,0.010667154,1.265665646,1.622650076,1.167227721,0.264945743,100,1.454566841,1.660848773,37.55090659,55.79672789,11.0
1998,Colorado,CO,85.79348778,,3.760036601,10.12385742,,,0.079006598,,0.126512404,,100,,,3.839043199,3.839043199,19.0
1998,Connecticut,CT,15.31751378,,2.276541564,11.46417956,16.46905679,,10.46685035,0.001213722,44.00419227,,100,,,12.74339192,29.21244871,11.9
1998,District of Columbia,DC,,,,,,,,,100.0,,100,,,,,7.2
1998,Delaware,DE,56.62287266,,,18.5106366,,0.060316717,,2.719992578,22.08618144,,100,,,,,21.2
1998,Florida,FL,37.06154938,,0.104680721,20.52597009,16.40857657,1.077445456,1.789477386,0.042348481,21.89625631,,100,,1.093695608,2.987853714,19.39643028,14.9
1998,Georgia,GA,61.4600887,,4.53898091,2.855562065,27.21071156,0.005793258,0.047126477,,1.362418062,,100,,2.669069619,7.255177006,34.46588857,20.1
1998,Hawaii,HI,14.02871037,2.317961471,1.185686622,,,,4.928255366,0.590951461,76.75992429,,100,0.188510417,,8.620413876,8.620413876,15.4
1998,Iowa,IA,85.8283755,,2.374366069,1.458802773,9.798781959,,0.233757687,,0.303112277,,100,0.000231477,0.002572253,2.610927486,12.40970944,26.6
1998,Idaho,ID,0.345971179,,93.00348063,2.42404146,,0.600445492,0.000359488,,0.004493599,,100,,3.621208148,96.62504827,96.62504827,11.2
1998,Illinois,IL,54.42198344,,0.099457217,3.989715433,40.15155011,0.013945807,0.452024685,0.247589705,0.62284601,,100,,0.000887592,0.552369494,40.70391961,17.7
1998,Indiana,IN,95.18740393,,0.407475769,1.768219149,,,0.105651987,1.614345264,0.916903905,,100,,,0.513127756,0.513127756,36.6
1998,Kansas,KS,67.38856163,,0.027473698,7.254491908,25.03465413,,,,0.294818631,,100,,,0.027473698,25.06212783,26.3
1998,Kentucky,KY,95.49753693,,3.426717518,0.547224711,,,,,0.511308168,,100,,0.017212668,3.443930186,3.443930186,35.5
1998,Louisiana,LA,23.18109535,,1.185544303,50.16831326,18.32432295,0.354822006,0.171120331,1.024071639,2.558344155,,100,,3.032366001,4.389030634,22.71335358,46.9
1998,Massachusetts,MA,24.51591835,,2.254070694,25.43981632,12.4736492,,4.240176609,,31.81527049,,100,,0.258359583,6.752606886,19.22625608,13.3
1998,Maryland,MD,57.83412072,,3.434616738,3.929866606,26.31748075,,1.194491534,0.16250957,6.819633271,,100,,0.307280808,4.93638908,31.25386983,14.6
1998,Maine,ME,5.347133051,,33.7713255,0.03061804,,,7.258692992,0.044922817,28.5837716,,100,,24.963536,65.99355449,65.99355449,15.3
1998,Michigan,MI,70.13782324,,1.390479932,13.02300894,12.43479006,0.019534742,0.997328812,0.005268847,1.166094137,,100,,1.751599967,4.139408711,16.57419877,19.4
1998,Minnesota,MN,66.23961833,,1.988097981,3.32382681,24.24950859,,1.603797583,,1.389629556,,100,0.305827587,0.899693562,4.797416714,29.04692531,19.1
1998,Missouri,MO,83.42650637,,3.120983949,1.682211259,11.32740209,,0.118216701,,0.428025482,,100,,,3.23920065,14.56660274,23.7
1998,Mississippi,MS,34.2338453,,,19.11407276,26.7096197,,0.001990755,,15.76684347,,100,,4.173628012,4.175618767,30.88523847,20.2
1998,Montana,MT,58.97568695,,39.06443305,0.195976756,,,,0.109400679,1.499378894,,100,,0.15512367,39.21955672,39.21955672,36.0
1998,North Carolina,NC,60.10065067,,4.727519028,1.058139268,31.94808594,0.205436164,0.072847962,,0.569550748,,100,,1.263665234,6.064032224,38.01211816,18.2
1998,North Dakota,ND,92.12606006,,7.485497091,0.002376764,,,0.004968709,0.170729276,0.210368098,,100,,,7.4904658,7.4904658,75.3
1998,Nebraska,NE,63.82819183,,5.843824751,1.43933746,28.67959489,,0.061093613,,0.147957458,,100,,,5.904918364,34.58451325,25.3
1998,New Hampshire,NH,21.83539746,,9.924560812,0.144876704,52.12940289,,1.453211115,,9.036405516,,100,,5.476145503,16.85391743,68.98332032,13.7
1998,New Jersey,NJ,14.19525065,,0.038378961,30.60072469,50.37751845,0.046765887,2.433855569,1.223833955,1.355189523,,100,,,2.47223453,52.84975298,14.6
1998,New Mexico,NM,85.19170653,,0.731380693,13.96343078,,,0.028480325,,0.085001675,,100,,,0.759861019,0.759861019,30.9
1998,Nevada,NV,56.0580456,5.020964593,10.34289752,28.38885891,,0.020902529,,,0.168330855,,100,,,15.36386211,15.36386211,22.0
1998,New York,NY,17.44043458,,20.23686367,29.31840863,21.61604716,,1.50524445,0.060963013,10.28610238,,100,,0.335090512,22.07719863,43.69324578,10.8
1998,Ohio,OH,87.34833798,,0.274724107,0.458008476,11.13676197,,0.000162904,0.125565722,0.250667742,,100,,0.405771102,0.680658113,11.81742008,23.0
1998,Oklahoma,OK,60.86518006,,6.240076894,32.54786482,,,0.003521299,0.088599806,0.024706006,,100,,0.387860459,6.631458652,6.631458652,28.5
1998,Oregon,OR,6.597697011,,78.01241382,14.17454523,,,0.181092366,,0.065753659,,100,0.038169264,0.930328649,79.1620041,79.1620041,12.4
1998,Pennsylvania,PA,60.87464351,,1.245532242,2.034617979,31.98323055,0.021325214,0.990446135,0.329910556,2.357180406,,100,,0.403570204,2.639548581,34.62277913,21.7
1998,Rhode Island,RI,,,0.113049548,97.41824593,,,1.448365896,,1.020338625,,100,,,1.561415444,1.561415444,13.4
1998,South Carolina,SC,37.78911011,,4.091183606,1.005730186,55.88695582,0.005095903,0.071443504,0.000105448,0.517685734,,100,,1.767255904,5.929883013,61.81683883,19.1
1998,South Dakota,SD,34.04242936,,63.34697255,2.31847543,,,,,0.292122667,,100,,,63.34697255,63.34697255,17.2
1998,Tennessee,TN,58.15393054,,11.05719698,0.877802665,29.04736642,0.099107264,0.053508468,0.016213292,0.722587895,,100,,0.609087689,11.71979314,40.76715956,21.9
1998,Texas,TX,38.11380235,,0.400996381,48.44755278,10.88740041,0.155728286,0.02655211,1.147617111,0.444695281,3.77e-05,100,0.022525037,0.353092542,0.803203783,11.6906042,32.6
1998,US_TOTAL,US_TOTAL,51.75035273,0.40808597,8.93119529,14.67441275,18.60903632,0.098649682,0.620058087,0.372683114,3.557725414,0.013879337,100,0.08357594,1.003740828,11.06053545,29.66957177,20.3
1998,Utah,UT,93.53180678,0.445711733,3.66108398,1.471040586,,,,0.793037009,0.097319915,,100,,,4.106795714,4.106795714,29.3
1998,Virginia,VA,48.30475899,,1.777430708,5.868113463,37.72106733,,1.470058514,8.03e-05,4.052737861,,100,,2.12908718,5.376576402,43.09764374,16.2
1998,Vermont,VT,,,24.14026089,0.016719578,67.88302441,,,,0.855084116,,100,,7.104911007,31.24517189,99.12819631,10.4
1998,Washington,WA,9.11544734,,78.12824753,4.254514954,6.769935403,0.00150844,0.206993039,0.34150949,0.085203868,,100,,1.096639939,79.4318805,86.20181591,14.6
1998,Wisconsin,WI,72.67645714,,3.095666125,4.401041741,16.64765576,,0.654800393,,0.870712788,,100,,1.653666045,5.404132564,22.05178833,19.1
1998,West Virginia,WV,98.26676028,,1.170349511,0.198738047,,0.000231626,,0.147436735,0.216483805,,100,,,1.170349511,1.170349511,63.5
1998,Wyoming,WY,95.93529678,,2.960092703,0.812427713,,0.170497487,,0.01655005,0.100625625,,100,0.00450964,,2.964602344,2.964602344,130.3
1999,Alaska,AK,9.020014105,,14.07384786,61.83875451,,,,,15.06738353,,100,,,14.07384786,14.07384786,68.58
1999,Alabama,AL,61.12734153,,6.431097516,2.775247936,25.6033748,0.000685411,0.011876592,0.238817298,0.262157743,,100,,3.549401169,9.992375278,35.59575008,30.66
1999,Arkansas,AR,52.9897309,,5.787553229,9.757704928,27.75178702,0.005973716,0.011227836,0.000315763,0.34361217,,100,,3.352094438,9.150875504,36.90266252,23.65
1999,Arizona,AZ,45.65945432,,11.63243283,6.0010187,36.25512174,,0.00570249,,0.060022763,,100,,,11.63813532,47.89325706,16.05
1999,California,CA,1.219249933,6.927447338,21.63170937,45.18862209,17.72089778,0.012440047,1.265216563,1.283784502,1.135261693,0.262849428,100,1.715147795,1.842458218,33.64482871,51.36572648,10.93
1999,Colorado,CO,83.18824022,,3.953527527,12.56887933,,,0.080392117,,0.116987584,,100,,,4.033919644,4.033919644,19.04
1999,Connecticut,CT,5.196602093,,1.475551649,12.59434852,44.32390534,,7.364354693,0.121799924,28.91332829,,100,,,8.839906342,53.16381168,12.16
1999,District of Columbia,DC,,,,,,,,,100.0,,100,,,,,7.27
1999,Delaware,DE,41.37214529,,,32.73316931,,,,2.476524934,23.41816047,,100,,,,,21.16
1999,Florida,FL,36.11486153,,0.074854446,23.05146121,16.83526019,1.088347065,1.887927117,0.014214735,19.82802023,,100,,1.105053477,3.06783504,19.90309523,14.58
1999,Georgia,GA,64.04078977,,2.344642428,2.751664849,26.82670758,0.007728905,0.040150421,,1.331586596,,100,,2.697709951,5.0825028,31.90921038,20.01
1999,Hawaii,HI,13.84328378,2.026706072,1.104410008,,,,5.542090553,0.47588766,76.84908562,,100,0.158536306,,8.83174294,8.83174294,15.22
1999,Iowa,IA,85.44580038,,2.43707708,1.307617614,9.381750145,,0.233436966,,0.351669566,,100,0.841086452,0.001561796,3.513162294,12.89491244,26.78
1999,Idaho,ID,0.359411686,,93.50613106,2.297001354,,0.561563875,,,0.001690143,,100,,3.274201878,96.78033294,96.78033294,11.68
1999,Illinois,IL,45.95146445,,0.086955234,3.057653816,50.02363924,0.012779471,0.425666597,0.196598726,0.245079693,,100,,0.00016278,0.512784611,50.53642385,18.36
1999,Indiana,IN,94.61641452,,0.334230417,1.732131272,,0.019608342,0.103460367,2.438222943,0.755932142,,100,,,0.437690785,0.437690785,37.46
1999,Kansas,KS,70.47525055,,0.029396084,6.990213745,21.76507949,,,,0.740060133,,100,,,0.029396084,21.79447557,27.36
1999,Kentucky,KY,96.59159477,,2.758436954,0.499029433,,,,,0.137550038,,100,,0.013388805,2.771825759,2.771825759,36.39
1999,Louisiana,LA,23.550913,,0.891494743,53.36644817,14.57788353,0.448572533,0.139777129,1.835931528,2.148569419,,100,,3.040409942,4.071681814,18.64956535,46.28
1999,Massachusetts,MA,27.52862375,,2.401869586,27.36732402,11.13587763,,4.776589712,,27.70632506,,100,,0.240167735,7.418627034,18.55450466,12.78
1999,Maryland,MD,57.43890549,,2.755499445,4.111768339,25.75636075,,1.18886837,0.115875555,8.30170542,,100,,0.331016628,4.275384444,30.03174519,14.96
1999,Maine,ME,3.900976564,,29.63529305,0.637016351,,,4.16413884,0.035640092,37.17411546,,100,,24.45281964,58.25225153,58.25225153,15.97
1999,Michigan,MI,68.19564932,,1.412569765,13.08968646,14.13284703,1.65e-05,0.948647524,0.000148199,1.437774213,,100,,1.685873503,4.047090793,18.17993783,20.1
1999,Minnesota,MN,62.21869616,,2.429818815,2.941653478,27.44380137,,1.50583337,,1.443025476,,100,1.001026827,1.016144498,5.95282351,33.39662488,19.0
1999,Missouri,MO,83.32548451,,2.51039379,2.203877738,11.63254543,,0.083270892,,0.397167486,,100,,,2.593664682,14.22621011,23.66
1999,Mississippi,MS,37.42948337,,,25.23303219,24.18775369,,,,9.025844532,,100,,4.123886224,4.123886224,28.31163991,21.73
1999,Montana,MT,54.08502612,,43.99221829,0.11650788,,,,0.097411358,1.549870535,,100,,0.158965814,44.15118411,44.15118411,36.56
1999,North Carolina,NC,61.56865577,,3.139281588,0.99410933,31.97364227,0.215396334,0.078950139,,0.564147456,,100,,1.316361959,4.534593686,36.50823596,17.71
1999,North Dakota,ND,91.32847168,,8.304820739,0.005105451,,,0.01770993,0.169081448,0.174810757,,100,,,8.322530669,8.322530669,77.43
1999,Nebraska,NE,59.34696491,,5.719471126,1.206517847,33.57457945,,0.053906489,,0.098560172,,100,,,5.773377614,39.34795707,24.47
1999,New Hampshire,NH,20.55847934,,8.717403595,0.459904034,53.59259143,,1.487203203,,9.710229265,,100,,5.474189133,15.67879593,69.27138736,13.66
1999,New Jersey,NJ,14.19701817,,0.030461194,30.10247569,51.00202152,0.048659041,2.403466157,1.076781978,1.395109636,,100,,,2.433927351,53.43594887,14.86
1999,New Mexico,NM,86.30412729,,0.74629812,12.78078348,,,0.033863381,,0.134927724,,100,,,0.780161501,0.780161501,31.14
1999,Nevada,NV,55.37618714,4.63417375,9.261295912,30.61214758,,,,,0.116195624,,100,,,13.89546966,13.89546966,21.41
1999,New York,NY,15.97334131,,16.92109069,31.44579962,25.3064813,,1.543419903,0.076533591,9.094963931,,100,,0.396551522,18.86106212,44.16754342,10.9
1999,Ohio,OH,86.643552,,0.297217536,0.622808484,11.53794722,,,0.109902007,0.340052367,,100,,0.448520387,0.745737923,12.28368514,22.93
1999,Oklahoma,OK,61.4413386,,5.787620929,32.53839276,,,0.002921698,0.100728403,0.030301451,,100,,0.292578055,6.083120681,6.083120681,27.99
1999,Oregon,OR,6.54837686,,80.28210565,12.10314875,,,0.162555298,,0.014123542,,100,0.149154733,0.740535165,81.33435085,81.33435085,12.72
1999,Pennsylvania,PA,57.17138318,,1.000677306,1.954480651,36.56411033,0.029639428,1.047857135,0.29573782,1.797292519,,100,,0.369951284,2.418485725,38.98259606,21.6
1999,Rhode Island,RI,,,0.094873967,96.98471714,,,1.790718691,,1.129690204,,100,,,1.885592659,1.885592659,12.63
1999,South Carolina,SC,39.68031809,,1.869982712,1.159824131,56.313403,,0.067133597,0.060519646,0.428405155,,100,,1.52507758,3.462193889,59.77559689,19.78
1999,South Dakota,SD,34.80525341,,63.24984297,1.716439676,,,,,0.228463942,,100,,,63.24984297,63.24984297,17.94
1999,Tennessee,TN,60.94937259,,8.360421717,0.742825742,29.17615198,0.120908524,0.041521585,0.015485404,0.5524799,,100,,0.73915558,9.141098882,38.31725086,21.79
1999,Texas,TX,39.24417375,,0.312083132,47.93516993,10.24110246,0.249363172,0.020745533,1.106556111,0.48779625,2.4e-05,100,0.089139068,0.313846635,0.735838327,10.97694079,31.46
1999,US_TOTAL,US_TOTAL,50.91161171,0.401292996,8.648240246,15.05885703,19.71019244,0.108903386,0.610915748,0.382309042,3.195315702,0.013399391,100,0.121467632,1.00250719,10.7978232,30.50801565,20.34
1999,Utah,UT,93.88101193,0.422812486,3.412137266,1.658456353,,,0.022207646,0.520013414,0.083360908,,100,,,3.857157397,3.857157397,28.35
1999,Virginia,VA,47.96436924,,0.922475017,6.278255734,38.29710138,,1.452601763,,4.550536823,,100,,2.196089939,4.571166719,42.8682681,16.28
1999,Vermont,VT,,,20.96390819,0.320692588,71.16754299,,,,0.437934474,,100,0.238516318,6.871405446,28.07382995,99.24137294,10.76
1999,Washington,WA,7.424137938,,82.83742193,3.166304901,5.197885334,3.76e-05,0.176644946,0.189055692,0.043981237,,100,,0.964530445,83.97859732,89.17648265,14.66
1999,Wisconsin,WI,70.26368162,,3.390216693,3.77301544,19.63612749,,0.479483251,,0.924893405,,100,,1.532582104,5.402282047,25.03840953,19.77
1999,West Virginia,WV,98.56021478,,0.982394653,0.173690454,,0.00020593,,0.079687328,0.203806853,,100,,,0.982394653,0.982394653,64.26
1999,Wyoming,WY,96.11890369,,2.682003647,0.870048882,,0.169747356,,0.022130297,0.11161178,,100,0.025554351,,2.707557998,2.707557998,127.1
2000,Alaska,AK,8.749627428,,16.27247514,64.57915789,,,,,10.39873955,,100,,,16.27247514,16.27247514,69.39
2000,Alabama,AL,62.31060017,,4.676351514,4.041796759,25.21480428,0.000609299,0.023320542,0.18499447,0.294324183,,100,,3.253198777,7.952870833,33.16767512,31.96
2000,Arkansas,AR,55.08211298,,5.402715932,8.803285622,26.55628166,0.017182606,0.016991156,,0.50535414,,100,,3.616075899,9.035782988,35.59206465,23.64
2000,Arizona,AZ,46.08735983,,9.392397416,9.820275602,34.15597545,,0.005152531,,0.213974507,,100,,,9.397549947,43.55352539,16.79
2000,California,CA,1.135899075,5.91518845,18.42239935,49.60483531,16.90459691,0.010591954,1.254469844,1.291399911,1.364744384,0.237085791,100,1.690686765,1.717348307,29.23717851,46.14177542,11.25
2000,Colorado,CO,80.11045307,,3.293098652,16.2059312,,,0.040561029,,0.247670435,,100,,,3.333659681,3.333659681,19.76
2000,Connecticut,CT,9.664333768,,1.596453727,12.32128725,49.64070449,,6.531069776,,20.25940037,,100,,,8.127523503,57.76822799,12.53
2000,District of Columbia,DC,,,,,,,,,100.0,,100,,,,,7.54
2000,Delaware,DE,68.68191489,,,14.03782678,,,0.314624704,2.785308807,14.18032482,,100,,,0.314624704,0.314624704,21.22
2000,Florida,FL,37.9227435,,0.045235576,22.52309663,16.834556,1.061530164,1.893124676,0.012236216,18.6340346,,100,,1.073442631,3.011802883,19.84635888,14.9
2000,Georgia,GA,64.66106133,,2.002622544,3.431680479,26.21376586,0.001235092,0.072119685,,1.308271589,,100,,2.434228264,4.508970493,30.72273636,20.62
2000,Hawaii,HI,14.90158545,2.473737665,0.97662668,,,,5.081926931,0.398106255,76.00751147,,100,0.160505552,,8.692796828,8.692796828,15.43
2000,Iowa,IA,84.41356834,,2.176134472,1.044157469,10.71899025,,0.213186603,,0.245238495,,100,1.188724378,,3.578045453,14.2970357,27.11
2000,Idaho,ID,0.593386879,,92.07630582,2.510847204,,0.703693448,,,0.058335367,,100,,4.057431286,96.1337371,96.1337371,12.08
2000,Illinois,IL,46.12024619,,0.080577679,2.613818171,50.10644968,,0.508913694,0.215353748,0.354640839,,100,,,0.589491374,50.69594105,18.89
2000,Indiana,IN,95.03860428,,0.460239577,1.607435284,,,0.101613591,2.03359947,0.758507801,,100,,,0.561853168,0.561853168,39.35
2000,Kansas,KS,72.53463028,,0.034211069,6.273031862,20.21789809,,,,0.940228698,,100,,,0.034211069,20.25210916,28.14
2000,Kentucky,KY,96.83565966,,2.499372003,0.496058951,,,,0.000118272,0.155573695,,100,,0.013217415,2.512589418,2.512589418,36.32
2000,Louisiana,LA,25.29338651,,0.573182965,49.67310351,17.00924029,0.486783943,0.102172348,1.721446259,2.235875521,,100,,2.904808652,3.580163965,20.58940425,49.33
2000,Massachusetts,MA,28.82398651,,2.752499549,27.66836768,14.24433291,,5.361303892,,22.64379541,,100,,0.315539241,8.429342682,22.67367559,12.94
2000,Maryland,MD,57.58304074,,3.387635403,5.577974003,27.03517502,,1.249047324,0.145803981,4.670206771,,100,,0.351116758,4.987799485,32.02297451,14.78
2000,Maine,ME,4.625216767,,25.56113715,21.6717788,,1.02325984,4.134910247,,19.91272461,,100,,23.07097258,52.76701998,52.76701998,17.42
2000,Michigan,MI,65.50932249,,1.370007257,12.09798783,18.11966756,5.85e-05,1.05439908,,1.14122218,,100,,1.718468455,4.142874791,22.26254235,19.55
2000,Minnesota,MN,65.62795932,,1.811206775,2.460013341,25.20251748,,1.55031162,,0.923271435,,100,1.408940015,1.015780014,5.786238424,30.9887559,19.89
2000,Missouri,MO,82.12602436,,0.783247353,3.858191704,13.04521628,,0.108171745,,0.329945167,,100,,,0.891419098,13.93663538,22.6
2000,Mississippi,MS,36.89279867,,,22.28155356,28.43195334,,0.000579563,,7.926531009,,100,,4.46658386,4.467163423,32.89911676,21.55
2000,Montana,MT,61.24657623,,36.3803099,0.100586621,,,,0.129711262,1.965425603,,100,,0.177390387,36.55770028,36.55770028,35.15
2000,North Carolina,NC,62.11070374,,2.566209386,0.92435817,31.99925338,0.185192552,0.089451299,,0.675391821,,100,,1.361030272,4.016690957,36.01594434,18.45
2000,North Dakota,ND,92.83964432,,6.77892023,0.006665347,,,0.025470123,0.154618814,0.194681161,,100,,,6.804390353,6.804390353,79.94
2000,Nebraska,NE,63.40783191,,5.155379811,1.550519149,29.64177124,,0.056729913,,0.187767974,,100,,,5.212109724,34.85388097,24.31
2000,New Hampshire,NH,26.3811081,,9.494821508,0.924345603,52.70186293,,1.625054161,,3.135602111,,100,,5.737205584,16.85708125,69.55894419,14.09
2000,New Jersey,NJ,17.37122777,,0.024164497,28.42246344,49.20033265,,2.348814582,1.006683026,1.868420389,,100,,,2.372979079,51.57331173,14.78
2000,New Mexico,NM,85.43276972,,0.650026071,13.63334393,,,0.024878005,,0.258982271,,100,,,0.674904077,0.674904077,31.99
2000,Nevada,NV,53.35089854,3.863024612,6.846481103,35.69739141,,0.059608428,,,0.1825959,,100,,,10.70950572,10.70950572,22.6
2000,New York,NY,18.11250619,,18.0400774,28.77243275,22.81880002,,1.61618406,0.062428721,10.82363783,,100,0.007492084,0.463737898,20.12749144,42.94629146,11.17
2000,Ohio,OH,86.93029692,,0.391149138,0.553570676,11.25811517,,0.018012176,0.194788981,0.237764212,,100,,0.41630272,0.825464034,12.08357921,23.47
2000,Oklahoma,OK,64.16547828,,4.097269779,31.49533856,,,0.004374509,0.109076598,0.095227886,,100,,0.262283367,4.363927655,4.363927655,29.0
2000,Oregon,OR,7.342656566,,73.59654064,17.57100095,,,0.184012446,,0.131708888,,100,0.128787473,1.045293032,74.95463359,74.95463359,12.11
2000,Pennsylvania,PA,57.61997368,,1.135532222,1.338241377,36.57696755,0.024171495,1.005841796,0.296495111,1.85839285,,100,0.004865436,0.343098285,2.489337738,39.06630529,22.67
2000,Rhode Island,RI,,,0.081503196,96.9902094,,,1.929802086,,0.998485317,,100,,,2.011305282,2.011305282,11.21
2000,South Carolina,SC,42.00316585,,1.642797825,0.999399654,54.51499707,,0.073576611,0.000951297,0.476887982,,100,,1.447355566,3.163730001,57.67872707,20.38
2000,South Dakota,SD,37.85138126,,58.93894375,2.671238506,,,,,0.53843648,,100,,,58.93894375,58.93894375,18.82
2000,Tennessee,TN,64.92114909,,6.673939381,0.676941345,26.94620154,0.109595734,0.040489955,0.014433644,0.586580035,,100,,0.793880678,7.508310014,34.45451156,22.57
2000,Texas,TX,37.24018724,,0.219451954,49.96349695,9.942175006,0.415108324,0.033402131,1.005459634,0.745386872,1.09e-05,100,0.130286154,0.305034888,0.688185981,10.63036099,32.13
2000,US_TOTAL,US_TOTAL,51.7151571,0.370667245,7.247895413,15.80803666,19.82830383,0.126085785,0.608381771,0.367027156,2.925247034,0.012976364,100,0.147109586,0.98879083,9.375821209,29.20412504,20.79
2000,Utah,UT,94.21550515,0.414768754,2.038087606,2.431714061,,,0.024884541,0.704352697,0.158351451,,100,,,2.477740901,2.477740901,29.13
2000,Virginia,VA,51.51138816,,0.922384779,6.028455732,36.6904031,,0.604916195,,3.806928337,,100,,2.172797887,3.700098861,40.39050196,17.35
2000,Vermont,VT,,,19.37311261,1.440421995,72.15698712,,,0.355655247,0.965887114,,100,0.194335599,5.513600319,25.08104853,97.23803564,11.12
2000,Washington,WA,8.725828017,,74.15484352,7.114235,7.950369597,,0.231591118,0.229027296,0.447640398,,100,,1.14646505,75.53289969,83.48326929,14.27
2000,Wisconsin,WI,70.92523513,,3.329119639,3.751356979,19.30118288,,0.519800537,,0.750174153,,100,0.004573773,1.409838577,5.263332526,24.5645154,20.06
2000,West Virginia,WV,98.20937506,,1.239326785,0.150238234,,0.000211059,0.015540809,0.102367759,0.282940292,,100,,,1.254867594,1.254867594,64.03
2000,Wyoming,WY,95.77931116,,2.222334324,1.185063265,,0.168309071,,0.020558628,0.083891865,,100,0.540531689,,2.762866013,2.762866013,128.49
2001,Alaska,AK,8.372072815,,19.9542066,57.76548297,,,,,13.89415054,,100,0.014087084,,19.96829368,19.96829368,67.12
2001,Alabama,AL,57.59946461,,6.666699483,7.668972304,24.21878466,0.006232393,0.013647919,0.150900977,0.346682044,,100,,3.328615612,10.00896301,34.22774767,29.84
